test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
2046,37,B7,1C,9D,A0,99,B5,B4,32,0.9375,-0.9375,0.09375,-0.1015625,-0.125,-0.0703125,-0.8125,-0.75,0.625,0.57373046875
2047,29,8B,B1,B5,AD,9D,31,B1,B4,0.28125,-0.021484375,-0.5625,-0.8125,-0.40625,-0.1015625,0.5625,-0.5625,-0.75,-0.7214508056640625
2048,A9,B5,B8,12,B7,A5,9F,2A,21,-0.28125,-0.8125,-1.0,0.0390625,-0.9375,-0.203125,-0.1171875,0.3125,0.140625,0.69873046875
2049,B1,35,B5,18,28,A7,35,B2,B0,-0.5625,0.8125,-0.8125,0.0625,0.25,-0.234375,0.8125,-0.625,-0.5,-1.5302734375
2050,B2,AD,34,31,2A,88,B6,31,31,-0.625,-0.40625,0.75,0.5625,0.3125,-0.015625,-0.875,0.5625,0.5625,0.03369140625
2051,28,B5,32,21,B4,19,99,AA,1C,0.25,-0.8125,0.625,0.140625,-0.75,0.0703125,-0.0703125,-0.3125,0.09375,-0.23876953125
2052,33,31,38,AE,2C,38,AB,31,A7,0.6875,0.5625,1.0,-0.4375,0.375,1.0,-0.34375,0.5625,-0.234375,-0.00390625
2053,A5,B7,35,2B,AB,B7,27,A6,08,-0.203125,-0.9375,0.8125,0.34375,-0.34375,-0.9375,0.234375,-0.21875,0.015625,1.07958984375
2054,B4,B5,B4,B1,1B,B8,B3,37,33,-0.75,-0.8125,-0.75,-0.5625,0.0859375,-1.0,-0.6875,0.9375,0.6875,1.423828125
2055,37,AE,A3,32,34,33,37,B4,B6,0.9375,-0.4375,-0.171875,0.625,0.75,0.6875,0.9375,-0.75,-0.875,-1.1025390625
2056,34,32,30,B6,B5,19,B7,B7,30,0.75,0.625,0.5,-0.875,-0.8125,0.0703125,-0.9375,-0.9375,0.5,0.2861328125
2057,B3,A3,35,14,2C,AB,B1,2A,1A,-0.6875,-0.171875,0.8125,0.046875,0.375,-0.34375,-0.5625,0.3125,0.078125,-0.56298828125
2058,B0,33,AB,9C,32,2A,36,B7,26,-0.5,0.6875,-0.34375,-0.09375,0.625,0.3125,0.875,-0.9375,0.21875,-0.091796875
2059,22,37,B3,35,2B,A4,34,AA,AA,0.15625,0.9375,-0.6875,0.8125,0.34375,-0.1875,0.75,-0.3125,-0.3125,-1.2041015625
2060,24,B2,35,37,30,1A,24,13,38,0.1875,-0.625,0.8125,0.9375,0.5,0.078125,0.1875,0.04296875,1.0,1.237548828125
2061,25,23,2E,36,36,32,B7,A2,81,0.203125,0.171875,0.4375,0.875,0.875,0.625,-0.9375,-0.15625,-0.001953125,-0.263671875
2062,29,AA,B1,99,A0,B6,31,9D,B5,0.28125,-0.3125,-0.5625,-0.0703125,-0.125,-0.875,0.5625,-0.1015625,-0.8125,-0.88348388671875
2063,B6,34,B5,A6,B6,34,AB,8C,27,-0.875,0.75,-0.8125,-0.21875,-0.875,0.75,-0.34375,-0.0234375,0.234375,1.846923828125
2064,33,36,A3,A4,B6,B5,A5,B2,B0,0.6875,0.875,-0.171875,-0.1875,-0.875,-0.8125,-0.203125,-0.625,-0.5,-1.660400390625
2065,29,B0,1F,1D,B5,27,B3,33,37,0.28125,-0.5,0.1171875,0.1015625,-0.8125,0.234375,-0.6875,0.6875,0.9375,0.5810546875
2066,B3,31,B7,34,B2,B1,2A,AC,30,-0.6875,0.5625,-0.9375,0.75,-0.625,-0.5625,0.3125,-0.375,0.5,0.0390625
2067,2B,21,B7,1D,32,AD,9D,34,AF,0.34375,0.140625,-0.9375,0.1015625,0.625,-0.40625,-0.1015625,0.75,-0.46875,-0.1396484375
2068,90,AF,9B,30,37,A9,AC,98,B4,-0.03125,-0.46875,-0.0859375,0.5,0.9375,-0.28125,-0.375,-0.0625,-0.75,-0.646484375
2069,24,2D,34,14,1B,A6,A2,A3,99,0.1875,0.40625,0.75,0.046875,0.0859375,-0.21875,-0.15625,-0.171875,-0.0703125,-0.268310546875
2070,AF,A8,B6,34,28,2A,34,B1,B6,-0.46875,-0.25,-0.875,0.75,0.25,0.3125,0.75,-0.5625,-0.875,-2.1484375
2071,2A,32,37,17,B2,AE,B1,B8,2C,0.3125,0.625,0.9375,0.05859375,-0.625,-0.4375,-0.5625,-1.0,0.375,-0.6796875
2072,24,A7,2F,B6,AE,20,B0,B7,B7,0.1875,-0.234375,0.46875,-0.875,-0.4375,0.125,-0.5,-0.9375,-0.9375,-0.462890625
2073,AD,AA,35,B8,A8,B4,AE,2A,1D,-0.40625,-0.3125,0.8125,-1.0,-0.25,-0.75,-0.4375,0.3125,0.1015625,-0.23046875
2074,2F,2E,B3,36,B7,B3,36,B4,B5,0.46875,0.4375,-0.6875,0.875,-0.9375,-0.6875,0.875,-0.75,-0.8125,-2.810546875
2075,36,34,A2,AC,36,21,97,A4,B3,0.875,0.75,-0.15625,-0.375,0.875,0.140625,-0.05859375,-0.1875,-0.6875,0.2630615234375
2076,B7,99,34,B4,B7,B6,36,AA,36,-0.9375,-0.0703125,0.75,-0.75,-0.9375,-0.875,0.875,-0.3125,0.875,2.7060546875
2077,9F,29,30,AE,28,AD,B5,29,37,-0.1171875,0.28125,0.5,-0.4375,0.25,-0.40625,-0.8125,0.28125,0.9375,0.2646484375
2078,37,AF,2D,B3,9E,9A,37,27,19,0.9375,-0.46875,0.40625,-0.6875,-0.109375,-0.078125,0.9375,0.234375,0.0703125,0.22412109375
2079,B2,34,B2,33,34,B4,B1,94,21,-0.625,0.75,-0.625,0.6875,0.75,-0.75,-0.5625,-0.046875,0.140625,-0.5712890625
2080,36,B5,81,B4,AC,B6,A5,32,B7,0.875,-0.8125,-0.001953125,-0.75,-0.375,-0.875,-0.203125,0.625,-0.9375,-1.023040771484375
2081,A2,9C,AA,0D,35,B2,A0,A8,B7,-0.15625,-0.09375,-0.3125,0.025390625,0.8125,-0.625,-0.125,-0.25,-0.9375,-0.97314453125
2082,33,2B,B4,2B,33,B7,31,A5,30,0.6875,0.34375,-0.75,0.34375,0.6875,-0.9375,0.5625,-0.203125,0.5,0.15869140625
2083,AE,2B,30,93,B8,2A,2E,B7,B4,-0.4375,0.34375,0.5,-0.04296875,-1.0,0.3125,0.4375,-0.9375,-0.75,0.053955078125
2084,28,B2,2B,B4,36,B2,2F,B4,2D,0.25,-0.625,0.34375,-0.75,0.875,-0.625,0.46875,-0.75,0.40625,1.7392578125
2085,33,37,02,B3,31,A5,AD,AA,AD,0.6875,0.9375,0.00390625,-0.6875,0.5625,-0.203125,-0.40625,-0.3125,-0.40625,0.0032958984375
2086,A0,A2,B4,B1,B1,36,34,AF,35,-0.125,-0.15625,-0.75,-0.5625,-0.5625,0.875,0.75,-0.46875,0.8125,0.447265625
2087,2A,2A,2C,A2,B1,2A,B2,31,31,0.3125,0.3125,0.375,-0.15625,-0.5625,0.3125,-0.625,0.5625,0.5625,0.162109375
2088,A8,33,B6,35,22,B1,B7,A8,18,-0.25,0.6875,-0.875,0.8125,0.15625,-0.5625,-0.9375,-0.25,0.0625,0.25390625
2089,B6,28,2F,B2,34,29,A8,B5,33,-0.875,0.25,0.46875,-0.625,0.75,0.28125,-0.25,-0.8125,0.6875,0.4921875
2090,98,30,30,B6,B4,33,37,97,B5,-0.0625,0.5,0.5,-0.875,-0.75,0.6875,0.9375,-0.05859375,-0.8125,0.09814453125
2091,33,28,9A,2D,2A,2D,23,B7,B0,0.6875,0.25,-0.078125,0.40625,0.3125,0.40625,0.171875,-0.9375,-0.5,-0.577880859375
2092,B8,B1,29,AF,2D,B4,B2,30,A6,-1.0,-0.5625,0.28125,-0.46875,0.40625,-0.75,-0.625,0.5,-0.21875,-0.61328125
2093,32,2B,33,B4,26,A3,B5,2A,26,0.625,0.34375,0.6875,-0.75,0.21875,-0.171875,-0.8125,0.3125,0.21875,-0.49658203125
2094,B1,33,98,32,38,B8,31,B6,30,-0.5625,0.6875,-0.0625,0.625,1.0,-1.0,0.5625,-0.875,0.5,-1.33203125
2095,37,27,B3,A9,B7,33,B0,37,A9,0.9375,0.234375,-0.6875,-0.28125,-0.9375,0.6875,-0.5,0.9375,-0.28125,-0.9189453125
2096,1B,2A,31,32,21,AE,37,31,B3,0.0859375,0.3125,0.5625,0.625,0.140625,-0.4375,0.9375,0.5625,-0.6875,0.0667724609375
2097,38,A2,0E,31,24,B8,AC,B0,A2,1.0,-0.15625,0.02734375,0.5625,0.1875,-1.0,-0.375,-0.5,-0.15625,-0.10400390625
2098,2C,B1,B4,B3,AB,B4,38,2D,B7,0.375,-0.5625,-0.75,-0.6875,-0.34375,-0.75,1.0,0.40625,-0.9375,-1.673828125
2099,B7,B3,32,B5,9A,A3,22,B7,31,-0.9375,-0.6875,0.625,-0.8125,-0.078125,-0.171875,0.15625,-0.9375,0.5625,1.61328125
2100,36,AB,A7,A9,B5,2A,2F,B7,AF,0.875,-0.34375,-0.234375,-0.28125,-0.8125,0.3125,0.46875,-0.9375,-0.46875,-1.13330078125
2101,B3,35,9F,32,AB,35,22,AF,2A,-0.6875,0.8125,-0.1171875,0.625,-0.34375,0.8125,0.15625,-0.46875,0.3125,0.897705078125
2102,33,A8,35,26,34,31,20,2D,A1,0.6875,-0.25,0.8125,0.21875,0.75,0.5625,0.125,0.40625,-0.140625,0.4248046875
2103,23,15,B2,AA,1E,AD,33,B7,38,0.171875,0.05078125,-0.625,-0.3125,0.109375,-0.40625,0.6875,-0.9375,1.0,0.8614501953125
2104,9E,31,B5,B0,A1,2A,31,36,B5,-0.109375,0.5625,-0.8125,-0.5,-0.140625,0.3125,0.5625,0.875,-0.8125,-1.515869140625
2105,8B,33,34,2D,28,35,B6,2E,B8,-0.021484375,0.6875,0.75,0.40625,0.25,0.8125,-0.875,0.4375,-1.0,-0.92529296875
2106,AD,2A,B8,B6,B0,30,2F,32,AB,-0.40625,0.3125,-1.0,-0.875,-0.5,0.5,0.46875,0.625,-0.34375,-1.0
2107,31,B3,B4,B3,AA,AB,83,A0,A2,0.5625,-0.6875,-0.75,-0.6875,-0.3125,-0.34375,-0.005859375,-0.125,-0.15625,-0.00537109375
2108,B3,B4,B8,AF,36,30,A4,B3,26,-0.6875,-0.75,-1.0,-0.46875,0.875,0.5,-0.1875,-0.6875,0.21875,-0.248046875
2109,0B,34,B7,33,2E,A8,2C,38,1D,0.021484375,0.75,-0.9375,0.6875,0.4375,-0.25,0.375,1.0,0.1015625,0.2593994140625
2110,25,37,35,AE,2F,37,33,B6,B8,0.203125,0.9375,0.8125,-0.4375,0.46875,0.9375,0.6875,-0.875,-1.0,0.91552734375
2111,93,34,B0,9B,2F,2D,A3,2C,2A,-0.04296875,0.75,-0.5,-0.0859375,0.46875,0.40625,-0.171875,0.375,0.3125,0.6507568359375
2112,30,B2,24,9C,B6,AE,2C,37,24,0.5,-0.625,0.1875,-0.09375,-0.875,-0.4375,0.375,0.9375,0.1875,0.005859375
2113,AD,34,A7,35,B1,31,2C,A9,B5,-0.40625,0.75,-0.234375,0.8125,-0.5625,0.5625,0.375,-0.28125,-0.8125,-0.478515625
2114,B0,2E,B1,37,B2,2F,B7,33,36,-0.5,0.4375,-0.5625,0.9375,-0.625,0.46875,-0.9375,0.6875,0.875,2.564453125
2115,14,2D,36,33,82,36,81,31,32,0.046875,0.40625,0.875,0.6875,-0.00390625,0.875,-0.001953125,0.5625,0.625,1.36529541015625
2116,36,B6,32,34,AD,AD,9A,B3,99,0.875,-0.875,0.625,0.75,-0.40625,-0.40625,-0.078125,-0.6875,-0.0703125,-0.634765625
2117,2A,B7,33,AF,AF,37,31,38,29,0.3125,-0.9375,0.6875,-0.46875,-0.46875,0.9375,0.5625,1.0,0.28125,-0.826171875
2118,A3,B2,2E,B0,B6,B1,31,B7,A9,-0.171875,-0.625,0.4375,-0.5,-0.875,-0.5625,0.5625,-0.9375,-0.28125,0.935546875
2119,29,A8,1A,AF,34,B1,A6,B7,B5,0.28125,-0.25,0.078125,-0.46875,0.75,-0.5625,-0.21875,-0.9375,-0.8125,-0.03857421875
2120,29,17,AF,38,27,37,2D,38,37,0.28125,0.05859375,-0.46875,1.0,0.234375,0.9375,0.40625,1.0,0.9375,1.867919921875
2121,2D,32,B6,B4,AB,23,9A,37,B3,0.40625,0.625,-0.875,-0.75,-0.34375,0.171875,-0.078125,0.9375,-0.6875,-1.3544921875
2122,A3,21,B4,B1,B6,83,35,37,A1,-0.171875,0.140625,-0.75,-0.5625,-0.875,-0.005859375,0.8125,0.9375,-0.140625,-1.127777099609375
2123,36,A9,B7,AB,AA,33,25,AC,B0,0.875,-0.28125,-0.9375,-0.34375,-0.3125,0.6875,0.203125,-0.375,-0.5,-1.0283203125
2124,37,32,2C,AF,35,B2,1B,2C,27,0.9375,0.625,0.375,-0.46875,0.8125,-0.625,0.0859375,0.375,0.234375,0.4619140625
2125,92,31,B6,30,13,36,B7,AF,31,-0.0390625,0.5625,-0.875,0.5,0.04296875,0.875,-0.9375,-0.46875,0.5625,1.638946533203125
2126,B6,B5,26,AF,B6,33,B5,31,B3,-0.875,-0.8125,0.21875,-0.46875,-0.875,0.6875,-0.8125,0.5625,-0.6875,-0.921875
2127,A4,B1,AC,30,1C,34,B7,31,2A,-0.1875,-0.5625,-0.375,0.5,0.09375,0.75,-0.9375,0.5625,0.3125,0.505859375
2128,A8,91,B7,30,AD,AC,36,33,1F,-0.25,-0.03515625,-0.9375,0.5,-0.40625,-0.375,0.875,0.6875,0.1171875,-0.24462890625
2129,AA,2F,35,35,AD,A8,B4,38,A9,-0.3125,0.46875,0.8125,0.8125,-0.40625,-0.25,-0.75,1.0,-0.28125,-0.068359375
2130,B3,B1,B0,35,1E,B7,24,36,37,-0.6875,-0.5625,-0.5,0.8125,0.109375,-0.9375,0.1875,0.875,0.9375,2.0068359375
2131,29,B4,B5,2C,A5,33,99,2E,31,0.28125,-0.75,-0.8125,0.375,-0.203125,0.6875,-0.0703125,0.4375,0.5625,0.2109375
2132,AD,1F,A1,93,13,B3,34,B5,A1,-0.40625,0.1171875,-0.140625,-0.04296875,0.04296875,-0.6875,0.75,-0.8125,-0.140625,-0.3092041015625
2133,B4,A5,88,B7,2F,32,B4,A0,B7,-0.75,-0.203125,-0.015625,-0.9375,0.46875,0.625,-0.75,-0.125,-0.9375,-1.287109375
2134,A2,28,AB,2A,B6,21,34,AD,A1,-0.15625,0.25,-0.34375,0.3125,-0.875,0.140625,0.75,-0.40625,-0.140625,-0.353515625
2135,2F,A4,AC,B5,28,37,B3,AD,36,0.46875,-0.1875,-0.375,-0.8125,0.25,0.9375,-0.6875,-0.40625,0.875,1.404296875
2136,B4,B7,2E,A7,32,B5,AF,AE,AC,-0.75,-0.9375,0.4375,-0.234375,0.625,-0.8125,-0.46875,-0.4375,-0.375,-0.1845703125
2137,AB,37,A8,A8,31,19,2B,2D,B1,-0.34375,0.9375,-0.25,-0.25,0.5625,0.0703125,0.34375,0.40625,-0.5625,-0.87744140625
2138,A2,2C,36,98,2F,B2,B3,B1,B0,-0.15625,0.375,0.875,-0.0625,0.46875,-0.625,-0.6875,-0.5625,-0.5,-1.3740234375
2139,23,B3,2C,37,B5,B4,2A,32,B5,0.171875,-0.6875,0.375,0.9375,-0.8125,-0.75,0.3125,0.625,-0.8125,0.2666015625
2140,B1,32,AF,B3,B4,26,AA,36,35,-0.5625,0.625,-0.46875,-0.6875,-0.75,0.21875,-0.3125,0.875,0.8125,0.916015625
2141,A3,B1,AB,B8,35,B4,B4,28,2B,-0.171875,-0.5625,-0.34375,-1.0,0.8125,-0.75,-0.75,0.25,0.34375,0.6337890625
2142,B6,A9,A6,30,AB,10,07,0F,B1,-0.875,-0.28125,-0.21875,0.5,-0.34375,0.03125,0.013671875,0.029296875,-0.5625,-0.25885009765625
2143,AD,B7,38,38,B4,B1,AA,26,B0,-0.40625,-0.9375,1.0,1.0,-0.75,-0.5625,-0.3125,0.21875,-0.5,0.23828125
2144,AE,2B,33,B4,B7,B2,37,B7,29,-0.4375,0.34375,0.6875,-0.75,-0.9375,-0.625,0.9375,-0.9375,0.28125,1.82421875
2145,2A,33,2E,2B,2C,9F,35,27,2B,0.3125,0.6875,0.4375,0.34375,0.375,-0.1171875,0.8125,0.234375,0.34375,0.81640625
2146,AF,AF,33,33,87,37,33,B4,A8,-0.46875,-0.46875,0.6875,0.6875,-0.013671875,0.9375,0.6875,-0.75,-0.25,-0.72601318359375
2147,34,B2,AC,30,B3,21,B1,B1,B4,0.75,-0.625,-0.375,0.5,-0.6875,0.140625,-0.5625,-0.5625,-0.75,-1.423828125
2148,AA,31,A3,2C,30,A0,A2,9A,35,-0.3125,0.5625,-0.171875,0.375,0.5,-0.125,-0.15625,-0.078125,0.8125,0.58349609375
2149,36,2A,13,B1,AD,B2,A7,A7,AE,0.875,0.3125,0.04296875,-0.5625,-0.40625,-0.625,-0.234375,-0.234375,-0.4375,-0.86651611328125
2150,A3,B5,AE,2C,B4,33,38,B2,A4,-0.171875,-0.8125,-0.4375,0.375,-0.75,0.6875,1.0,-0.625,-0.1875,-1.2890625
2151,05,8C,30,A8,B0,B6,B8,B4,23,0.009765625,-0.0234375,0.5,-0.25,-0.5,-0.875,-1.0,-0.75,0.171875,-0.125
2152,30,B3,A5,32,28,91,B2,32,9A,0.5,-0.6875,-0.203125,0.625,0.25,-0.03515625,-0.625,0.625,-0.078125,0.588623046875
2153,B1,94,A0,31,AA,27,27,B6,35,-0.5625,-0.046875,-0.125,0.5625,-0.3125,0.234375,0.234375,-0.875,0.8125,0.455810546875
2154,B4,35,24,A9,9A,1D,B3,2C,38,-0.75,0.8125,0.1875,-0.28125,-0.078125,0.1015625,-0.6875,0.375,1.0,0.90673828125
2155,2E,06,AA,90,1A,AE,A4,B1,A3,0.4375,0.01171875,-0.3125,-0.03125,0.078125,-0.4375,-0.1875,-0.5625,-0.171875,-0.066650390625
2156,29,B0,AF,A1,AD,35,9C,00,9C,0.28125,-0.5,-0.46875,-0.140625,-0.40625,0.8125,-0.09375,0.0,-0.09375,-0.5703125
2157,30,B2,AA,2B,B4,AC,0E,AE,A6,0.5,-0.625,-0.3125,0.34375,-0.75,-0.375,0.02734375,-0.4375,-0.21875,-0.518310546875
2158,33,B7,2D,B5,29,2D,34,2C,11,0.6875,-0.9375,0.40625,-0.8125,0.28125,0.40625,0.75,0.375,0.03515625,-0.15234375
2159,B0,31,35,2A,30,30,94,B1,30,-0.5,0.5625,0.8125,0.3125,0.5,0.5,-0.046875,-0.5625,0.5,0.3173828125
2160,1A,36,9D,B0,9E,B2,9C,20,B2,0.078125,0.875,-0.1015625,-0.5,-0.109375,-0.625,-0.09375,0.125,-0.625,-1.2333984375
2161,AD,91,B5,B5,1C,A2,34,35,36,-0.40625,-0.03515625,-0.8125,-0.8125,0.09375,-0.15625,0.75,0.8125,0.875,-0.4271240234375
2162,B2,A6,22,32,2D,A6,30,AD,31,-0.625,-0.21875,0.15625,0.625,0.40625,-0.21875,0.5,-0.40625,0.5625,0.1806640625
2163,AE,35,B1,34,B4,B4,8B,B2,9C,-0.4375,0.8125,-0.5625,0.75,-0.75,-0.75,-0.021484375,-0.625,-0.09375,-0.8316650390625
2164,30,93,B1,37,B0,2D,B5,B4,20,0.5,-0.04296875,-0.5625,0.9375,-0.5,0.40625,-0.8125,-0.75,0.125,-0.3885498046875
2165,B5,A3,AE,30,B7,35,A4,31,B2,-0.8125,-0.171875,-0.4375,0.5,-0.9375,0.8125,-0.1875,0.5625,-0.625,0.3603515625
2166,B2,37,B3,2B,2C,2C,34,35,33,-0.625,0.9375,-0.6875,0.34375,0.375,0.375,0.75,0.8125,0.6875,0.568359375
2167,38,35,35,B4,B6,AC,B3,31,36,1.0,0.8125,0.8125,-0.75,-0.875,-0.375,-0.6875,0.5625,0.875,-1.28515625
2168,36,A8,9F,AE,AB,AA,A0,34,1F,0.875,-0.25,-0.1171875,-0.4375,-0.34375,-0.3125,-0.125,0.75,0.1171875,-0.4189453125
2169,B2,2E,32,B5,25,B4,A0,A3,A5,-0.625,0.4375,0.625,-0.8125,0.203125,-0.75,-0.125,-0.171875,-0.203125,-0.5966796875
2170,38,B3,B6,B1,28,AC,A8,B3,32,1.0,-0.6875,-0.875,-0.5625,0.25,-0.375,-0.25,-0.6875,0.625,1.73828125
2171,B4,AD,2B,B3,AC,34,32,2C,AB,-0.75,-0.40625,0.34375,-0.6875,-0.375,0.75,0.625,0.375,-0.34375,-0.41015625
2172,A9,A9,32,B1,A3,B8,05,33,9E,-0.28125,-0.28125,0.625,-0.5625,-0.171875,-1.0,0.009765625,0.6875,-0.109375,-0.160400390625
2173,36,29,AD,2B,2C,29,9F,37,B7,0.875,0.28125,-0.40625,0.34375,0.375,0.28125,-0.1171875,0.9375,-0.9375,-0.160400390625
2174,A8,AC,33,31,28,A6,2E,AE,32,-0.25,-0.375,0.6875,0.5625,0.25,-0.21875,0.4375,-0.4375,0.625,0.69921875
2175,35,22,B7,33,B3,18,32,B3,1B,0.8125,0.15625,-0.9375,0.6875,-0.6875,0.0625,0.625,-0.6875,0.0859375,-1.521484375
2176,AF,22,B7,B1,36,87,37,30,2B,-0.46875,0.15625,-0.9375,-0.5625,0.875,-0.013671875,0.9375,0.5,0.34375,-1.22869873046875
2177,2E,2B,32,A4,A5,AE,AE,A4,B2,0.4375,0.34375,0.625,-0.1875,-0.203125,-0.4375,-0.4375,-0.1875,-0.625,-1.1025390625
2178,34,B7,B6,A5,30,29,B3,AD,36,0.75,-0.9375,-0.875,-0.203125,0.5,0.28125,-0.6875,-0.40625,0.875,1.67041015625
2179,A5,2B,30,9E,B6,33,A2,A1,A4,-0.203125,0.34375,0.5,-0.109375,-0.875,0.6875,-0.15625,-0.140625,-0.1875,0.163818359375
2180,A9,B7,A9,B6,9D,2B,32,A7,B7,-0.28125,-0.9375,-0.28125,-0.875,-0.1015625,0.34375,0.625,-0.234375,-0.9375,-1.201904296875
2181,AB,1C,38,33,A1,A3,32,34,2B,-0.34375,0.09375,1.0,0.6875,-0.140625,-0.171875,0.625,0.75,0.34375,1.5166015625
2182,33,B2,35,31,8F,2E,32,AC,28,0.6875,-0.625,0.8125,0.5625,-0.029296875,0.4375,0.625,-0.375,0.25,0.2532958984375
2183,35,B3,2D,A7,AB,1E,B6,2C,35,0.8125,-0.6875,0.40625,-0.234375,-0.34375,0.109375,-0.875,0.375,0.8125,0.0146484375
2184,1E,AE,AF,B7,36,28,B7,35,AA,0.109375,-0.4375,-0.46875,-0.9375,0.875,0.25,-0.9375,0.8125,-0.3125,-0.6484375
2185,B5,2C,36,A8,B3,28,AD,9B,B5,-0.8125,0.375,0.875,-0.25,-0.6875,0.25,-0.40625,-0.0859375,-0.8125,-0.494140625
2186,B5,2B,B4,B6,B2,2D,31,A9,B1,-0.8125,0.34375,-0.75,-0.875,-0.625,0.40625,0.5625,-0.28125,-0.5625,-0.0908203125
2187,35,35,20,19,B1,B4,34,31,95,0.8125,0.8125,0.125,0.0703125,-0.5625,-0.75,0.75,0.5625,-0.05078125,-0.98388671875
2188,A0,B1,AF,97,B5,0C,A9,B7,33,-0.125,-0.5625,-0.46875,-0.05859375,-0.8125,0.0234375,-0.28125,-0.9375,0.6875,0.962646484375
2189,AD,B0,24,36,B4,B7,9E,B3,B7,-0.40625,-0.5,0.1875,0.875,-0.75,-0.9375,-0.109375,-0.6875,-0.9375,-0.7861328125
2190,32,B1,B3,23,AE,99,A6,B2,18,0.625,-0.5625,-0.6875,0.171875,-0.4375,-0.0703125,-0.21875,-0.625,0.0625,-0.12841796875
2191,A1,2A,A8,24,29,AA,2C,B7,B3,-0.140625,0.3125,-0.25,0.1875,0.28125,-0.3125,0.375,-0.9375,-0.6875,-1.09423828125
2192,29,B2,37,B6,33,B5,A9,B7,84,0.28125,-0.625,0.9375,-0.875,0.6875,-0.8125,-0.28125,-0.9375,-0.0078125,1.25
2193,9C,28,37,33,33,AA,B7,B2,AB,-0.09375,0.25,0.9375,0.6875,0.6875,-0.3125,-0.9375,-0.625,-0.34375,-1.794921875
2194,2D,32,9C,35,B7,AE,B7,A1,34,0.40625,0.625,-0.09375,0.8125,-0.9375,-0.4375,-0.9375,-0.140625,0.75,0.0693359375
2195,A6,0C,31,B0,B3,B7,2D,A3,B0,-0.21875,0.0234375,0.5625,-0.5,-0.6875,-0.9375,0.40625,-0.171875,-0.5,-0.05712890625
2196,2F,21,AE,B2,B4,30,30,B2,A6,0.46875,0.140625,-0.4375,-0.625,-0.75,0.5,0.5,-0.625,-0.21875,-0.328125
2197,A6,26,38,30,A8,A3,B7,2B,B5,-0.21875,0.21875,1.0,0.5,-0.25,-0.171875,-0.9375,0.34375,-0.8125,-1.56103515625
2198,AA,30,29,36,31,36,2D,35,9E,-0.3125,0.5,0.28125,0.875,0.5625,0.875,0.40625,0.8125,-0.109375,0.9775390625
2199,31,AF,98,1A,2A,B0,32,35,24,0.5625,-0.46875,-0.0625,0.078125,0.3125,-0.5,0.625,0.8125,0.1875,0.6220703125
2200,A8,B6,20,2A,A2,B5,2D,2C,A2,-0.25,-0.875,0.125,0.3125,-0.15625,-0.8125,0.40625,0.375,-0.15625,0.76171875
2201,28,B1,31,94,2E,32,34,B7,AC,0.25,-0.5625,0.5625,-0.046875,0.4375,0.625,0.75,-0.9375,-0.375,-0.1513671875
2202,AB,B7,32,A1,2A,A2,2B,2D,2B,-0.34375,-0.9375,0.625,-0.140625,0.3125,-0.15625,0.34375,0.40625,0.34375,0.54052734375
2203,36,A3,2C,2A,32,B7,2E,2B,B8,0.875,-0.171875,0.375,0.3125,0.625,-0.9375,0.4375,0.34375,-1.0,-0.0205078125
2204,A3,31,31,AA,2A,30,AC,30,34,-0.171875,0.5625,0.5625,-0.3125,0.3125,0.5,-0.375,0.5,0.75,0.6103515625
2205,B2,B4,33,A9,24,24,83,27,A3,-0.625,-0.75,0.6875,-0.28125,0.1875,0.1875,-0.005859375,0.234375,-0.171875,-0.4996337890625
2206,37,B5,B5,A8,B2,AD,A1,32,B8,0.9375,-0.8125,-0.8125,-0.25,-0.625,-0.40625,-0.140625,0.625,-1.0,-1.2978515625
2207,A4,B2,2F,95,2B,A8,38,B6,B1,-0.1875,-0.625,0.46875,-0.05078125,0.34375,-0.25,1.0,-0.875,-0.5625,0.04248046875
2208,1E,33,AA,9C,B7,18,2D,34,31,0.109375,0.6875,-0.3125,-0.09375,-0.9375,0.0625,0.40625,0.75,0.5625,0.3056640625
2209,B4,AE,B5,AA,34,B3,2E,2E,31,-0.75,-0.4375,-0.8125,-0.3125,0.75,-0.6875,0.4375,0.4375,0.5625,-0.19140625
2210,B5,B7,35,AC,32,36,38,33,2B,-0.8125,-0.9375,0.8125,-0.375,0.625,0.875,1.0,0.6875,0.34375,-0.4296875
2211,2A,A9,23,08,AF,B0,2D,B8,32,0.3125,-0.28125,0.171875,0.015625,-0.46875,-0.5,0.40625,-1.0,0.625,0.67333984375
2212,B4,A0,21,B4,B3,38,26,B3,37,-0.75,-0.125,0.140625,-0.75,-0.6875,1.0,0.21875,-0.6875,0.9375,1.87451171875
2213,B0,32,24,B4,2C,31,1B,A2,2D,-0.5,0.625,0.1875,-0.75,0.375,0.5625,0.0859375,-0.15625,0.40625,0.70361328125
2214,B1,B5,B0,21,02,B4,37,B7,2C,-0.5625,-0.8125,-0.5,0.140625,0.00390625,-0.75,0.9375,-0.9375,0.375,0.381591796875
2215,AB,38,B2,B2,B1,B1,B5,18,37,-0.34375,1.0,-0.625,-0.625,-0.5625,-0.5625,-0.8125,0.0625,0.9375,1.037109375
