test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_int,A1_int,A2_int,A3_int,B0_int,B1_int,B2_int,B3_int,C0_int,reference_int,input_width,output_width,operand_range,c_range
3079,05,09,FB,04,FE,FF,02,06,005C,5,9,-5,4,-2,-1,2,6,92,87,8,16,10,100
3080,FF,08,FC,04,FD,07,07,04,0060,-1,8,-4,4,-3,7,7,4,96,143,8,16,10,100
3081,FF,F7,FE,08,F9,06,09,09,FFDE,-1,-9,-2,8,-7,6,9,9,-34,-27,8,16,10,100
3082,02,F7,FA,FB,F6,02,05,06,FFBB,2,-9,-6,-5,-10,2,5,6,-69,-167,8,16,10,100
3083,05,05,FC,07,01,F7,F8,05,003D,5,5,-4,7,1,-9,-8,5,61,88,8,16,10,100
3084,F6,FD,FD,08,09,FC,F8,0A,003E,-10,-3,-3,8,9,-4,-8,10,62,88,8,16,10,100
3085,F9,09,F9,FF,01,F9,07,05,002D,-7,9,-7,-1,1,-7,7,5,45,-79,8,16,10,100
3086,FB,F7,07,FD,07,FF,06,FF,0043,-5,-9,7,-3,7,-1,6,-1,67,86,8,16,10,100
3087,FC,08,05,FB,F7,00,F8,02,0059,-4,8,5,-5,-9,0,-8,2,89,75,8,16,10,100
3088,0A,F9,04,05,0A,FA,F9,04,004F,10,-7,4,5,10,-6,-7,4,79,213,8,16,10,100
3089,F8,02,FD,04,F9,FE,04,07,003B,-8,2,-3,4,-7,-2,4,7,59,127,8,16,10,100
3090,02,01,05,FE,FD,FC,FE,FE,FFCF,2,1,5,-2,-3,-4,-2,-2,-49,-65,8,16,10,100
3091,01,F7,00,01,07,07,FD,05,FFFD,1,-9,0,1,7,7,-3,5,-3,-54,8,16,10,100
3092,F8,04,01,F8,02,07,FD,FF,002E,-8,4,1,-8,2,7,-3,-1,46,63,8,16,10,100
3093,F6,06,00,08,02,04,08,06,0062,-10,6,0,8,2,4,8,6,98,150,8,16,10,100
3094,01,09,F8,06,06,F9,07,00,0027,1,9,-8,6,6,-7,7,0,39,-74,8,16,10,100
3095,F8,0A,02,04,FA,06,01,F8,FFDD,-8,10,2,4,-6,6,1,-8,-35,43,8,16,10,100
3096,09,02,F8,FA,F8,F7,FA,FB,002B,9,2,-8,-6,-8,-9,-6,-5,43,31,8,16,10,100
3097,00,01,04,FA,01,08,08,F6,002E,0,1,4,-6,1,8,8,-10,46,146,8,16,10,100
3098,0A,06,02,04,FE,01,08,F7,FFFA,10,6,2,4,-2,1,8,-9,-6,-40,8,16,10,100
3099,04,F7,08,F8,FC,06,FC,06,0063,4,-9,8,-8,-4,6,-4,6,99,-51,8,16,10,100
3100,03,FB,F8,F7,00,01,0A,07,FF9F,3,-5,-8,-9,0,1,10,7,-97,-245,8,16,10,100
3101,FD,04,01,08,F6,F6,FD,FD,FFE6,-3,4,1,8,-10,-10,-3,-3,-26,-63,8,16,10,100
3102,01,F8,03,02,0A,FF,FB,04,FFBB,1,-8,3,2,10,-1,-5,4,-69,-58,8,16,10,100
3103,F8,F8,F6,00,09,05,06,08,0036,-8,-8,-10,0,9,5,6,8,54,-118,8,16,10,100
3104,F9,01,FA,08,FE,07,03,FF,FFFE,-7,1,-6,8,-2,7,3,-1,-2,-7,8,16,10,100
3105,05,01,F6,06,FB,F9,F9,F8,0036,5,1,-10,6,-5,-7,-7,-8,54,44,8,16,10,100
3106,F6,03,FE,04,F6,F7,FC,04,0043,-10,3,-2,4,-10,-9,-4,4,67,164,8,16,10,100
3107,08,09,00,FC,03,FB,FE,02,FFAF,8,9,0,-4,3,-5,-2,2,-81,-110,8,16,10,100
3108,F8,04,FC,01,05,03,F9,01,FFE1,-8,4,-4,1,5,3,-7,1,-31,-30,8,16,10,100
3109,05,09,FF,06,02,04,FB,F8,0028,5,9,-1,6,2,4,-5,-8,40,43,8,16,10,100
3110,02,02,09,FA,06,08,FC,06,0001,2,2,9,-6,6,8,-4,6,1,-43,8,16,10,100
3111,F6,F7,FC,F6,06,07,09,08,0040,-10,-9,-4,-10,6,7,9,8,64,-175,8,16,10,100
3112,FE,08,08,00,F9,01,09,04,0057,-2,8,8,0,-7,1,9,4,87,181,8,16,10,100
3113,FE,06,00,F8,FD,FE,F9,F6,FFCF,-2,6,0,-8,-3,-2,-7,-10,-49,25,8,16,10,100
3114,FC,08,08,09,00,FD,00,01,0004,-4,8,8,9,0,-3,0,1,4,-11,8,16,10,100
3115,0A,00,0A,07,06,04,03,08,0045,10,0,10,7,6,4,3,8,69,215,8,16,10,100
3116,0A,09,FC,01,03,08,04,00,FFF8,10,9,-4,1,3,8,4,0,-8,78,8,16,10,100
3117,FD,04,03,09,FF,04,06,0A,FFDB,-3,4,3,9,-1,4,6,10,-37,90,8,16,10,100
3118,F8,F9,F6,FA,F8,08,F8,09,FFC4,-8,-7,-10,-6,-8,8,-8,9,-60,-26,8,16,10,100
3119,02,FE,F6,02,03,01,FA,05,0018,2,-2,-10,2,3,1,-6,5,24,98,8,16,10,100
3120,F8,FB,F9,06,FD,05,06,F7,FFB2,-8,-5,-7,6,-3,5,6,-9,-78,-175,8,16,10,100
3121,F9,02,00,03,F9,00,05,F7,003F,-7,2,0,3,-7,0,5,-9,63,85,8,16,10,100
3122,01,FC,F8,02,05,FF,F7,04,FFF0,1,-4,-8,2,5,-1,-9,4,-16,73,8,16,10,100
3123,F7,FA,04,FF,07,FD,05,FD,0051,-9,-6,4,-1,7,-3,5,-3,81,59,8,16,10,100
3124,FC,FA,06,09,FD,09,08,00,0033,-4,-6,6,9,-3,9,8,0,51,57,8,16,10,100
3125,FA,08,FA,F8,FB,03,00,F6,003D,-6,8,-6,-8,-5,3,0,-10,61,195,8,16,10,100
3126,07,F7,00,05,00,F7,F9,05,FFAF,7,-9,0,5,0,-9,-7,5,-81,25,8,16,10,100
3127,FA,FC,F6,07,01,06,F6,08,FFC7,-6,-4,-10,7,1,6,-10,8,-57,69,8,16,10,100
3128,F7,F8,04,07,FE,06,09,F9,004B,-9,-8,4,7,-2,6,9,-7,75,32,8,16,10,100
3129,05,02,FB,FD,04,F9,08,FD,0038,5,2,-5,-3,4,-7,8,-3,56,31,8,16,10,100
3130,FE,FC,FE,F6,04,FD,01,02,FFFD,-2,-4,-2,-10,4,-3,1,2,-3,-21,8,16,10,100
3131,09,04,03,F8,FC,07,F9,FD,FFF4,9,4,3,-8,-4,7,-7,-3,-12,-17,8,16,10,100
3132,F6,FA,0A,F8,F8,FC,F6,00,005D,-10,-6,10,-8,-8,-4,-10,0,93,97,8,16,10,100
3133,F6,0A,00,04,04,08,FB,04,0064,-10,10,0,4,4,8,-5,4,100,156,8,16,10,100
3134,FF,03,F7,04,05,06,0A,F8,FFE0,-1,3,-9,4,5,6,10,-8,-32,-141,8,16,10,100
3135,0A,03,09,05,04,02,06,FF,FFDE,10,3,9,5,4,2,6,-1,-34,61,8,16,10,100
3136,F9,03,FF,01,FC,07,05,09,0043,-7,3,-1,1,-4,7,5,9,67,120,8,16,10,100
3137,05,06,04,FE,07,01,00,04,FFCB,5,6,4,-2,7,1,0,4,-53,-20,8,16,10,100
3138,06,FE,F7,04,FF,04,07,08,0037,6,-2,-9,4,-1,4,7,8,55,10,8,16,10,100
3139,05,04,02,F8,07,02,FE,06,FFCA,5,4,2,-8,7,2,-2,6,-54,-63,8,16,10,100
3140,06,04,08,01,02,09,00,FE,FFEF,6,4,8,1,2,9,0,-2,-17,29,8,16,10,100
3141,FF,FB,04,04,06,F7,FD,FC,0037,-1,-5,4,4,6,-9,-3,-4,55,66,8,16,10,100
3142,00,F9,FE,F8,FA,F7,08,F7,0015,0,-7,-2,-8,-6,-9,8,-9,21,140,8,16,10,100
3143,06,FF,FE,FB,F6,0A,F8,FB,FFC3,6,-1,-2,-5,-10,10,-8,-5,-61,-90,8,16,10,100
3144,F6,F7,00,0A,0A,F7,FB,08,FFF8,-10,-9,0,10,10,-9,-5,8,-8,53,8,16,10,100
3145,F9,F8,F9,F8,01,07,02,06,FFC8,-7,-8,-7,-8,1,7,2,6,-56,-181,8,16,10,100
3146,01,02,FD,00,06,06,06,FF,0061,1,2,-3,0,6,6,6,-1,97,97,8,16,10,100
3147,07,F8,01,F8,00,03,FE,00,FFD7,7,-8,1,-8,0,3,-2,0,-41,-67,8,16,10,100
3148,06,03,08,09,03,FE,F8,04,0002,6,3,8,9,3,-2,-8,4,2,-14,8,16,10,100
3149,F8,06,09,0A,FE,FA,F8,F7,FFAE,-8,6,9,10,-2,-6,-8,-9,-82,-264,8,16,10,100
3150,FA,FA,01,00,FF,05,FB,00,0008,-6,-6,1,0,-1,5,-5,0,8,-21,8,16,10,100
3151,05,FA,05,F7,F9,FE,FF,05,001D,5,-6,5,-9,-7,-2,-1,5,29,-44,8,16,10,100
3152,08,06,03,FE,04,FB,F6,04,0042,8,6,3,-2,4,-5,-10,4,66,30,8,16,10,100
3153,04,FD,08,F6,F8,F6,09,06,0024,4,-3,8,-10,-8,-10,9,6,36,46,8,16,10,100
3154,FA,06,FE,FB,F7,07,05,06,FFD3,-6,6,-2,-5,-9,7,5,6,-45,11,8,16,10,100
3155,02,F7,0A,F9,F8,00,FE,FE,FFF3,2,-9,10,-7,-8,0,-2,-2,-13,-35,8,16,10,100
3156,05,FE,FB,06,F7,FF,FB,0A,002D,5,-2,-5,6,-9,-1,-5,10,45,87,8,16,10,100
3157,FB,05,F8,02,F9,F9,F6,01,FFD3,-5,5,-8,2,-7,-7,-10,1,-45,37,8,16,10,100
3158,F8,02,06,FF,03,FF,FB,FE,FFFA,-8,2,6,-1,3,-1,-5,-2,-6,-60,8,16,10,100
3159,05,F6,06,FC,02,FD,00,F9,FFE8,5,-10,6,-4,2,-3,0,-7,-24,44,8,16,10,100
3160,06,FB,FD,05,06,07,F7,08,0049,6,-5,-3,5,6,7,-9,8,73,141,8,16,10,100
3161,03,FE,03,04,00,09,FD,05,002A,3,-2,3,4,0,9,-3,5,42,35,8,16,10,100
3162,FF,FE,F7,F9,01,08,FA,06,004B,-1,-2,-9,-7,1,8,-6,6,75,70,8,16,10,100
3163,03,FA,FD,FA,FC,FD,FA,F9,0025,3,-6,-3,-6,-4,-3,-6,-7,37,103,8,16,10,100
3164,FD,0A,FC,02,00,F7,01,F7,FFCB,-3,10,-4,2,0,-9,1,-9,-53,-165,8,16,10,100
3165,04,FA,F6,07,02,02,FE,F7,FFED,4,-6,-10,7,2,2,-2,-9,-19,-66,8,16,10,100
3166,FA,04,05,FE,0A,04,01,04,0051,-6,4,5,-2,10,4,1,4,81,34,8,16,10,100
3167,00,FB,01,00,F8,F8,FA,F7,0054,0,-5,1,0,-8,-8,-6,-9,84,118,8,16,10,100
3168,00,02,00,F8,09,09,F8,FD,0034,0,2,0,-8,9,9,-8,-3,52,94,8,16,10,100
3169,F7,FE,01,06,FB,FE,F8,00,FFDB,-9,-2,1,6,-5,-2,-8,0,-37,4,8,16,10,100
3170,03,FB,FF,FD,05,00,F6,F9,005F,3,-5,-1,-3,5,0,-10,-7,95,141,8,16,10,100
3171,FC,00,FA,00,03,01,FA,FE,FFE1,-4,0,-6,0,3,1,-6,-2,-31,-7,8,16,10,100
3172,FE,04,06,05,F9,FC,0A,03,003E,-2,4,6,5,-7,-4,10,3,62,135,8,16,10,100
3173,05,06,01,F9,0A,FE,F8,FE,0015,5,6,1,-7,10,-2,-8,-2,21,65,8,16,10,100
3174,FA,F9,02,FB,FD,FD,00,F7,FFED,-6,-7,2,-5,-3,-3,0,-9,-19,65,8,16,10,100
3175,F8,F7,00,FF,04,F7,03,FD,0001,-8,-9,0,-1,4,-9,3,-3,1,53,8,16,10,100
3176,02,01,09,02,05,07,08,FB,0063,2,1,9,2,5,7,8,-5,99,178,8,16,10,100
3177,FB,07,FB,F6,03,02,04,F8,FFBC,-5,7,-5,-10,3,2,4,-8,-68,-9,8,16,10,100
3178,08,05,0A,05,FD,07,FE,F9,005E,8,5,10,5,-3,7,-2,-7,94,50,8,16,10,100
3179,07,08,FF,08,00,0A,04,FB,0044,7,8,-1,8,0,10,4,-5,68,104,8,16,10,100
3180,F8,05,07,F9,02,07,FE,FD,003B,-8,5,7,-7,2,7,-2,-3,59,85,8,16,10,100
3181,F6,04,FB,03,06,FE,FC,F7,0018,-10,4,-5,3,6,-2,-4,-9,24,-51,8,16,10,100
3182,00,FA,FF,09,09,F7,07,03,FFA7,0,-6,-1,9,9,-9,7,3,-89,-15,8,16,10,100
3183,00,08,09,0A,03,F7,F8,05,FFE5,0,8,9,10,3,-9,-8,5,-27,-121,8,16,10,100
3184,07,08,08,06,08,01,07,0A,FFBE,7,8,8,6,8,1,7,10,-66,114,8,16,10,100
3185,07,0A,F7,FD,06,F9,00,05,0008,7,10,-9,-3,6,-7,0,5,8,-35,8,16,10,100
3186,09,07,FF,06,01,F9,FA,FA,0028,9,7,-1,6,1,-7,-6,-6,40,-30,8,16,10,100
3187,FB,01,07,09,00,03,FC,02,FFB9,-5,1,7,9,0,3,-4,2,-71,-78,8,16,10,100
3188,02,F6,F8,09,FC,06,08,0A,0037,2,-10,-8,9,-4,6,8,10,55,13,8,16,10,100
3189,05,02,01,F8,FC,FB,F9,FD,FFC1,5,2,1,-8,-4,-5,-7,-3,-63,-76,8,16,10,100
3190,F7,00,08,07,01,FA,0A,FB,0010,-9,0,8,7,1,-6,10,-5,16,52,8,16,10,100
3191,05,06,09,0A,05,F8,00,00,004F,5,6,9,10,5,-8,0,0,79,56,8,16,10,100
3192,02,F6,07,07,FF,FA,FC,F6,FFB6,2,-10,7,7,-1,-6,-4,-10,-74,-114,8,16,10,100
3193,04,09,F8,FF,06,00,00,04,000A,4,9,-8,-1,6,0,0,4,10,30,8,16,10,100
3194,F6,06,03,FE,FC,FC,02,FB,FFAE,-10,6,3,-2,-4,-4,2,-5,-82,-50,8,16,10,100
3195,08,FF,F9,FC,04,F8,02,05,0016,8,-1,-7,-4,4,-8,2,5,22,28,8,16,10,100
3196,F8,FC,00,F6,07,FC,FC,F8,0029,-8,-4,0,-10,7,-4,-4,-8,41,81,8,16,10,100
3197,02,00,F8,FA,07,FD,08,03,FFF6,2,0,-8,-6,7,-3,8,3,-10,-78,8,16,10,100
3198,00,F6,05,F7,03,FF,F9,FB,0018,0,-10,5,-9,3,-1,-7,-5,24,44,8,16,10,100
3199,05,FD,FA,FA,0A,02,FF,02,FFB8,5,-3,-6,-6,10,2,-1,2,-72,-34,8,16,10,100
3200,FB,F6,F9,08,05,FE,FA,05,005A,-5,-10,-7,8,5,-2,-6,5,90,167,8,16,10,100
3201,FD,08,FA,FD,04,02,F7,FD,000E,-3,8,-6,-3,4,2,-9,-3,14,81,8,16,10,100
3202,FA,00,01,04,F8,F7,06,02,FFFD,-6,0,1,4,-8,-9,6,2,-3,59,8,16,10,100
3203,05,FC,FD,FA,00,F8,09,FA,FFB7,5,-4,-3,-6,0,-8,9,-6,-73,-32,8,16,10,100
3204,02,08,09,05,04,03,FB,06,FFC0,2,8,9,5,4,3,-5,6,-64,-47,8,16,10,100
3205,00,04,02,01,02,FE,01,07,FFB2,0,4,2,1,2,-2,1,7,-78,-77,8,16,10,100
3206,00,FE,FF,F9,08,FF,02,F6,FFE0,0,-2,-1,-7,8,-1,2,-10,-32,38,8,16,10,100
3207,09,FB,FA,03,FD,FD,F7,FE,FFA3,9,-5,-6,3,-3,-3,-9,-2,-93,-57,8,16,10,100
3208,F9,FF,F7,FC,FB,F6,FD,FA,FFF3,-7,-1,-9,-4,-5,-10,-3,-6,-13,83,8,16,10,100
3209,0A,F9,FF,02,FD,F9,F7,FD,0045,10,-7,-1,2,-3,-7,-9,-3,69,91,8,16,10,100
3210,04,F6,01,00,FB,02,FF,FC,FF9F,4,-10,1,0,-5,2,-1,-4,-97,-138,8,16,10,100
3211,F9,F9,08,06,F7,F6,0A,FB,0006,-7,-7,8,6,-9,-10,10,-5,6,189,8,16,10,100
3212,F7,02,09,00,FA,07,08,08,FFA9,-9,2,9,0,-6,7,8,8,-87,53,8,16,10,100
3213,F8,05,03,FB,06,09,05,FE,0040,-8,5,3,-5,6,9,5,-2,64,86,8,16,10,100
3214,F8,06,06,04,07,01,FB,01,FFB5,-8,6,6,4,7,1,-5,1,-75,-151,8,16,10,100
3215,02,F8,F9,05,02,06,F8,FA,0005,2,-8,-7,5,2,6,-8,-6,5,-13,8,16,10,100
3216,08,FB,00,F9,FB,01,FF,F6,FFE5,8,-5,0,-7,-5,1,-1,-10,-27,-2,8,16,10,100
3217,FF,01,09,F6,F7,FB,FF,F9,0022,-1,1,9,-10,-9,-5,-1,-7,34,99,8,16,10,100
3218,FD,FD,07,FB,01,03,F7,08,FFB4,-3,-3,7,-5,1,3,-9,8,-76,-191,8,16,10,100
3219,01,00,FB,FD,FF,05,FA,03,0055,1,0,-5,-3,-1,5,-6,3,85,105,8,16,10,100
3220,01,01,FA,01,FD,00,FC,09,FFA9,1,1,-6,1,-3,0,-4,9,-87,-57,8,16,10,100
3221,FB,FA,01,F9,06,03,09,02,FFCE,-5,-6,1,-7,6,3,9,2,-50,-103,8,16,10,100
3222,FD,0A,06,06,03,FF,F6,05,FF9E,-3,10,6,6,3,-1,-10,5,-98,-147,8,16,10,100
3223,F9,00,00,04,FC,F7,04,FB,FFA1,-7,0,0,4,-4,-9,4,-5,-95,-87,8,16,10,100
3224,03,F9,03,F9,FD,08,FF,FF,0016,3,-7,3,-7,-3,8,-1,-1,22,-39,8,16,10,100
3225,05,FF,04,FF,FA,F7,03,00,001D,5,-1,4,-1,-6,-9,3,0,29,20,8,16,10,100
3226,0A,04,FF,08,FA,05,FB,05,FFA5,10,4,-1,8,-6,5,-5,5,-91,-86,8,16,10,100
3227,0A,F9,FF,00,08,FC,FE,F7,FFD0,10,-7,-1,0,8,-4,-2,-9,-48,62,8,16,10,100
3228,FE,04,FE,09,05,F6,05,07,FFA9,-2,4,-2,9,5,-10,5,7,-87,-84,8,16,10,100
3229,FE,FB,FC,FB,08,05,F9,03,FFD3,-2,-5,-4,-5,8,5,-7,3,-45,-73,8,16,10,100
3230,07,FD,01,03,05,07,FE,0A,FFD3,7,-3,1,3,5,7,-2,10,-45,-3,8,16,10,100
3231,FB,01,FB,06,FF,06,02,08,FFCB,-5,1,-5,6,-1,6,2,8,-53,-4,8,16,10,100
3232,07,09,07,FF,03,FE,00,FE,FFFB,7,9,7,-1,3,-2,0,-2,-5,0,8,16,10,100
3233,F7,07,F9,06,F9,01,F8,F7,000F,-9,7,-7,6,-7,1,-8,-9,15,87,8,16,10,100
3234,FA,03,08,00,04,F7,FE,09,003F,-6,3,8,0,4,-9,-2,9,63,-4,8,16,10,100
3235,F9,05,0A,F9,FB,00,00,08,FFB9,-7,5,10,-7,-5,0,0,8,-71,-92,8,16,10,100
3236,F7,F7,F9,FF,03,07,08,04,FFFB,-9,-9,-7,-1,3,7,8,4,-5,-155,8,16,10,100
3237,FF,05,FE,07,F9,08,01,F6,FFEF,-1,5,-2,7,-7,8,1,-10,-17,-42,8,16,10,100
3238,0A,02,0A,02,04,01,07,05,FFF3,10,2,10,2,4,1,7,5,-13,109,8,16,10,100
3239,06,FA,FF,FA,FD,FD,FD,08,0047,6,-6,-1,-6,-3,-3,-3,8,71,26,8,16,10,100
3240,07,F8,02,02,0A,02,06,02,FFD0,7,-8,2,2,10,2,6,2,-48,22,8,16,10,100
3241,FF,08,00,05,FC,04,FC,03,FFA9,-1,8,0,5,-4,4,-4,3,-87,-36,8,16,10,100
3242,03,F9,01,F8,FD,0A,03,FA,FFF3,3,-7,1,-8,-3,10,3,-6,-13,-41,8,16,10,100
3243,06,0A,07,02,FB,04,FC,FB,FFFD,6,10,7,2,-5,4,-4,-5,-3,-31,8,16,10,100
3244,02,FC,00,FB,09,03,03,F9,005C,2,-4,0,-5,9,3,3,-7,92,133,8,16,10,100
3245,04,F9,08,04,F9,FA,08,01,FFAE,4,-7,8,4,-7,-6,8,1,-82,0,8,16,10,100
3246,FC,F8,F6,F6,04,F7,F7,00,003D,-4,-8,-10,-10,4,-9,-9,0,61,207,8,16,10,100
3247,08,F7,02,F7,F9,06,00,00,002D,8,-9,2,-9,-7,6,0,0,45,-65,8,16,10,100
3248,F7,FD,07,F6,FF,05,F6,07,001D,-9,-3,7,-10,-1,5,-10,7,29,-117,8,16,10,100
3249,FB,FC,09,00,02,0A,00,04,FFE9,-5,-4,9,0,2,10,0,4,-23,-73,8,16,10,100
3250,FC,FB,09,F7,0A,00,F8,F6,FFF8,-4,-5,9,-9,10,0,-8,-10,-8,-30,8,16,10,100
3251,F7,F9,F8,0A,0A,02,04,0A,004A,-9,-7,-8,10,10,2,4,10,74,38,8,16,10,100
3252,07,09,09,08,0A,09,FE,05,FFA7,7,9,9,8,10,9,-2,5,-89,84,8,16,10,100
3253,F7,05,0A,F6,FA,00,07,06,FFAA,-9,5,10,-10,-6,0,7,6,-86,-22,8,16,10,100
3254,F9,FC,00,02,FB,04,FD,02,FFD9,-7,-4,0,2,-5,4,-3,2,-39,-16,8,16,10,100
3255,F8,06,FC,FD,FC,FB,02,FF,FFB2,-8,6,-4,-3,-4,-5,2,-1,-78,-81,8,16,10,100
3256,08,FA,06,0A,FB,F8,02,F8,FFF9,8,-6,6,10,-5,-8,2,-8,-7,-67,8,16,10,100
3257,08,FC,FA,03,F7,FC,FC,F7,FFD2,8,-4,-6,3,-9,-4,-4,-9,-46,-105,8,16,10,100
3258,09,F9,0A,F6,06,05,04,F6,0014,9,-7,10,-10,6,5,4,-10,20,179,8,16,10,100
3259,04,06,02,02,FB,FE,FD,00,FFAE,4,6,2,2,-5,-2,-3,0,-82,-120,8,16,10,100
3260,F8,03,F8,04,FC,F9,FB,02,0045,-8,3,-8,4,-4,-7,-5,2,69,128,8,16,10,100
3261,F7,F6,06,05,0A,03,FE,00,0027,-9,-10,6,5,10,3,-2,0,39,-93,8,16,10,100
3262,09,05,01,08,F7,01,F6,F8,FFA7,9,5,1,8,-9,1,-10,-8,-89,-239,8,16,10,100
3263,F6,04,03,01,FA,FC,FD,0A,0055,-10,4,3,1,-6,-4,-3,10,85,130,8,16,10,100
3264,03,02,FE,07,06,05,F8,F6,003A,3,2,-2,7,6,5,-8,-10,58,32,8,16,10,100
3265,FD,FD,FB,FC,FB,07,F7,F7,FFA2,-3,-3,-5,-4,-5,7,-9,-9,-94,-19,8,16,10,100
3266,FA,06,F8,F6,03,07,0A,05,0005,-6,6,-8,-10,3,7,10,5,5,-101,8,16,10,100
3267,FF,F7,06,06,FD,09,00,04,FFAF,-1,-9,6,6,-3,9,0,4,-81,-135,8,16,10,100
3268,05,FD,02,FA,F9,0A,F8,F6,FFE3,5,-3,2,-6,-7,10,-8,-10,-29,-50,8,16,10,100
3269,06,F8,00,08,07,FB,06,F6,002D,6,-8,0,8,7,-5,6,-10,45,47,8,16,10,100
3270,01,F7,05,F6,02,02,06,09,0016,1,-9,5,-10,2,2,6,9,22,-54,8,16,10,100
3271,FD,FC,FA,0A,FF,02,FC,03,FFF1,-3,-4,-6,10,-1,2,-4,3,-15,34,8,16,10,100
3272,06,09,05,F9,01,09,F6,07,FFAE,6,9,5,-7,1,9,-10,7,-82,-94,8,16,10,100
3273,07,FA,F7,FB,04,FF,04,F6,0038,7,-6,-9,-5,4,-1,4,-10,56,104,8,16,10,100
3274,03,FA,08,FA,05,0A,F6,FE,FFB8,3,-6,8,-6,5,10,-10,-2,-72,-185,8,16,10,100
3275,08,06,FE,F7,08,07,FE,07,0057,8,6,-2,-9,8,7,-2,7,87,134,8,16,10,100
3276,FC,05,F8,FA,F8,07,F9,06,0064,-4,5,-8,-6,-8,7,-7,6,100,187,8,16,10,100
3277,FA,FD,08,F8,FD,06,02,01,FFF0,-6,-3,8,-8,-3,6,2,1,-16,-8,8,16,10,100
3278,09,01,F9,0A,FC,FD,F7,FD,0005,9,1,-7,10,-4,-3,-9,-3,5,-1,8,16,10,100
3279,F9,FB,FA,F6,03,FF,07,03,FFDB,-7,-5,-6,-10,3,-1,7,3,-37,-125,8,16,10,100
3280,09,09,05,FD,02,FC,FC,FC,0005,9,9,5,-3,2,-4,-4,-4,5,-21,8,16,10,100
3281,06,FC,08,FB,F7,FC,01,02,0005,6,-4,8,-5,-9,-4,1,2,5,-35,8,16,10,100
3282,09,F7,FF,F6,F8,03,F9,07,0026,9,-9,-1,-10,-8,3,-7,7,38,-124,8,16,10,100
3283,F7,FB,06,04,FB,04,09,F8,FFE9,-9,-5,6,4,-5,4,9,-8,-23,24,8,16,10,100
3284,F7,00,02,FC,08,F9,09,FF,FFF0,-9,0,2,-4,8,-7,9,-1,-16,-66,8,16,10,100
3285,F8,F8,F7,07,00,07,FE,F7,FFB3,-8,-8,-9,7,0,7,-2,-9,-77,-178,8,16,10,100
3286,02,06,01,02,FC,00,04,06,FFF6,2,6,1,2,-4,0,4,6,-10,-2,8,16,10,100
3287,FA,09,08,FC,F9,F9,FF,F9,0012,-6,9,8,-4,-7,-7,-1,-7,18,17,8,16,10,100
3288,0A,00,FC,F9,FB,F8,06,FE,0032,10,0,-4,-7,-5,-8,6,-2,50,-10,8,16,10,100
3289,06,F6,05,09,FA,FC,FA,0A,FFE3,6,-10,5,9,-6,-4,-6,10,-29,35,8,16,10,100
3290,F7,07,05,03,0A,FD,08,FF,0023,-9,7,5,3,10,-3,8,-1,35,-39,8,16,10,100
3291,03,FF,F9,08,FE,F7,FC,FA,005A,3,-1,-7,8,-2,-9,-4,-6,90,73,8,16,10,100
3292,01,F8,07,FD,FF,0A,FD,08,FFF0,1,-8,7,-3,-1,10,-3,8,-16,-142,8,16,10,100
3293,F7,FF,0A,FD,FE,06,02,03,FFC3,-9,-1,10,-3,-2,6,2,3,-61,-38,8,16,10,100
3294,08,05,02,03,F7,FB,06,00,003A,8,5,2,3,-9,-5,6,0,58,-27,8,16,10,100
3295,08,05,F8,03,0A,F7,06,0A,0034,8,5,-8,3,10,-9,6,10,52,69,8,16,10,100
3296,09,F7,06,FF,02,07,FD,00,FFA4,9,-9,6,-1,2,7,-3,0,-92,-155,8,16,10,100
3297,04,F9,FD,F6,03,09,FC,FD,FFB6,4,-7,-3,-10,3,9,-4,-3,-74,-83,8,16,10,100
3298,05,0A,FB,03,06,F7,FB,07,000D,5,10,-5,3,6,-9,-5,7,13,-1,8,16,10,100
3299,F7,0A,09,07,02,FA,FB,09,0037,-9,10,9,7,2,-6,-5,9,55,-5,8,16,10,100
3300,07,07,06,F6,00,09,01,FA,FFFB,7,7,6,-10,0,9,1,-6,-5,124,8,16,10,100
3301,FC,07,00,00,01,01,FE,07,001A,-4,7,0,0,1,1,-2,7,26,29,8,16,10,100
3302,FB,FA,04,F7,0A,F7,F7,08,FFD6,-5,-6,4,-9,10,-9,-9,8,-42,-146,8,16,10,100
3303,05,04,FE,01,FF,00,05,01,0009,5,4,-2,1,-1,0,5,1,9,-5,8,16,10,100
3304,07,03,FF,FD,F7,F6,FB,F8,0025,7,3,-1,-3,-9,-10,-5,-8,37,-27,8,16,10,100
3305,FC,02,01,FE,07,09,0A,F8,0051,-4,2,1,-2,7,9,10,-8,81,97,8,16,10,100
3306,09,08,F7,FA,07,04,0A,F8,FFDE,9,8,-9,-6,7,4,10,-8,-34,19,8,16,10,100
3307,F7,00,06,08,FF,01,03,FA,0051,-9,0,6,8,-1,1,3,-6,81,60,8,16,10,100
3308,F6,02,00,FF,00,FB,FA,F8,0041,-10,2,0,-1,0,-5,-6,-8,65,63,8,16,10,100
3309,03,FC,F7,FB,03,FA,04,FA,0020,3,-4,-9,-5,3,-6,4,-6,32,59,8,16,10,100
3310,09,F6,F8,F6,0A,FD,00,0A,0061,9,-10,-8,-10,10,-3,0,10,97,117,8,16,10,100
