test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_int,A1_int,A2_int,A3_int,B0_int,B1_int,B2_int,B3_int,C0_int,reference_int,input_width,output_width,operand_range,c_range
597,009C,FF02,0265,FEBC,03AD,FD96,FD93,FDA4,FFFECCB8,156,-254,613,-324,941,-618,-621,-604,-78664,40127,16,32,1000,100000
598,00AB,029C,0071,0084,02D2,02E7,027F,0382,000164E6,171,668,113,132,722,743,639,898,91366,901895,16,32,1000,100000
599,0187,00BA,0153,FDFA,006B,FF9F,015E,0341,000023E9,391,186,339,-518,107,-97,350,833,9193,-279856,16,32,1000,100000
600,025B,0181,020E,FC62,032B,FF14,02C9,FD2C,FFFF7E00,603,385,526,-926,811,-236,713,-724,-33280,1410355,16,32,1000,100000
601,FF60,035A,03E1,03DF,FF82,00D2,FEAB,00B8,0001695B,-160,858,993,991,-126,210,-341,184,92507,136578,16,32,1000,100000
602,02C1,01A9,0289,FE4E,0349,FE6D,FFD6,03BA,FFFFB80E,705,425,649,-434,841,-403,-42,954,-18418,-38082,16,32,1000,100000
603,FF9E,016F,FFA6,01D6,000C,FC52,00DF,FCAE,FFFE95F3,-98,367,-90,470,12,-942,223,-850,-92685,-859145,16,32,1000,100000
604,FF64,FDED,03C0,02DF,FF1F,FC5D,015E,0332,00006177,-156,-531,960,735,-225,-931,350,818,24951,1491642,16,32,1000,100000
605,0381,01D6,FFD4,0081,0331,009E,0352,FF06,00000281,897,470,-44,129,817,158,850,-250,641,738100,16,32,1000,100000
606,012E,024C,FFDE,FDC0,0241,FF42,FF64,FD7B,FFFFFDDD,302,588,-34,-576,577,-190,-156,-645,-547,438811,16,32,1000,100000
607,FE8D,0195,03E7,FCDA,0131,029D,FEB3,FE69,FFFEDB4F,-371,405,999,-806,305,669,-333,-407,-74929,78236,16,32,1000,100000
608,02BF,02EE,00D7,038D,0112,FD77,FC7D,FFE9,FFFFC4B6,703,750,215,909,274,-649,-899,-23,-15178,-523498,16,32,1000,100000
609,FE88,FEBE,FDA9,01E1,0007,FCF7,FE8B,FEC3,FFFF4430,-376,-322,-599,481,7,-777,-373,-317,-48080,270432,16,32,1000,100000
610,FD4E,FC93,FF03,00D1,FD6C,02AA,01D5,FFF7,0000723F,-690,-877,-253,209,-660,682,469,-9,29247,-234005,16,32,1000,100000
611,FDB9,FFFD,0038,0349,0367,00D0,0030,FF06,FFFEEB27,-583,-3,56,841,871,208,48,-250,-70873,-786852,16,32,1000,100000
612,00CB,FFBB,034A,01AE,0140,FF5C,01E4,FCC6,0000969A,203,-69,842,430,320,-164,484,-826,38554,167178,16,32,1000,100000
613,017B,FD00,00B3,00C4,019C,031C,0346,0220,FFFE971A,379,-768,179,196,412,796,838,544,-92390,-290944,16,32,1000,100000
614,FE23,FC34,02FA,FD6C,FF8C,FC33,0046,FC66,FFFF4D64,-477,-972,762,-660,-116,-973,70,-922,-45724,1617224,16,32,1000,100000
615,FFB2,FDE4,FCC8,025D,FD32,002B,00DB,0315,FFFE7A3C,-78,-540,-824,605,-718,43,219,789,-99780,229893,16,32,1000,100000
616,FEFD,FE9A,FD4A,FF87,FE65,03CE,FDA1,FF92,FFFF8D6F,-259,-358,-694,-121,-411,974,-607,-110,-29329,162996,16,32,1000,100000
617,039A,0075,FC7C,0083,FF7E,009A,FF05,01AC,00003EAA,922,117,-900,131,-130,154,-251,428,16042,196168,16,32,1000,100000
618,02BF,017B,02B1,FF11,FFA9,0276,001C,FDF5,000055A3,703,379,689,-239,-87,630,28,-523,21923,343821,16,32,1000,100000
619,FF02,FD66,FC4B,FCAF,FD62,02AC,0053,FF9F,0000FF9F,-254,-666,-949,-849,-670,684,83,-97,65439,-216339,16,32,1000,100000
620,FD79,FCB4,FC6A,FE9F,FC49,FE73,FF88,FCAE,0000C29B,-647,-844,-918,-353,-951,-397,-120,-850,49819,1410394,16,32,1000,100000
621,FD3F,036E,FDA7,0229,FCAF,FF52,FC73,00C7,000066BE,-705,878,-601,553,-849,-174,-909,199,26302,1128431,16,32,1000,100000
622,FC41,02F0,FD62,FE5C,FF9B,FE7B,00D1,00BB,00012FF4,-959,752,-670,-420,-101,-389,209,187,77812,-336427,16,32,1000,100000
623,00C3,0374,FF4C,FEF9,FE95,FF3E,FED4,FD38,00017C80,195,884,-180,-263,-363,-194,-300,-712,97408,96383,16,32,1000,100000
624,FE56,FE60,FD9D,FC42,02AF,FF41,0113,00CA,0000BF3E,-426,-416,-611,-958,687,-191,275,202,48958,-525789,16,32,1000,100000
625,FC9C,FD05,FFE8,0388,0151,00CA,FDDC,FD9A,00009C50,-868,-763,-24,904,337,202,-548,-614,40016,-948530,16,32,1000,100000
626,0292,FC6A,0002,0145,0120,00E8,FF3C,0140,00008C57,658,-918,2,325,288,232,-196,320,35927,116063,16,32,1000,100000
627,FC6B,000E,0075,003E,FEFF,02AE,FDF0,FEEB,00004088,-917,14,117,62,-257,686,-528,-277,16520,182843,16,32,1000,100000
628,0048,01AE,01C0,03B0,000B,0382,0338,FE54,FFFF2209,72,430,448,944,11,898,824,-428,-56823,295229,16,32,1000,100000
629,FF45,FFF9,03C8,01B4,FE3C,FD79,03B8,FD3E,FFFEA8D0,-187,-7,968,436,-452,-647,952,-706,-87856,614917,16,32,1000,100000
630,0001,FFE8,0063,036A,0313,013C,0070,FDF9,FFFF7B2A,1,-24,99,874,787,316,112,-519,-34006,-483321,16,32,1000,100000
631,FEB9,03E4,02C2,0261,FD65,FE36,FE97,02C1,FFFFC1F6,-327,996,706,609,-667,-458,-361,705,-15882,-79462,16,32,1000,100000
632,01B8,00E7,FE8F,01D2,0241,FD54,FC42,FF92,0000CFD2,440,231,-369,466,577,-684,-958,-110,53202,451320,16,32,1000,100000
633,02FA,03AD,015A,0128,02FB,014D,02E9,0189,000093E1,762,941,346,296,763,333,745,393,37857,1306714,16,32,1000,100000
634,003C,FE4B,FE1F,FEA1,FE09,0050,03D9,0354,000124CD,60,-437,-481,-351,-503,80,985,852,74957,-763020,16,32,1000,100000
635,FE54,FCBA,0262,FC6E,FE28,01C6,FDFF,FE2E,FFFEB108,-428,-838,610,-914,-472,454,-513,-466,-85752,-151194,16,32,1000,100000
636,0396,FF3C,0138,0290,039C,FF6C,02D7,0110,FFFED32D,918,-196,312,656,924,-148,727,272,-77011,1205485,16,32,1000,100000
637,0237,FE99,FEBF,0046,0060,FC33,033F,FE54,0000CEBF,567,-359,-321,70,96,-973,831,-428,52927,159955,16,32,1000,100000
638,029E,0275,FCE7,03D5,0263,FE62,012E,01F3,FFFF6517,670,629,-793,981,611,-414,302,499,-39657,359340,16,32,1000,100000
639,FE36,FD85,0315,0172,FDCA,00A0,0152,FEDA,FFFF1FA6,-458,-635,789,370,-566,160,338,-294,-57434,258096,16,32,1000,100000
640,0074,0278,0387,0318,FED8,01DD,FFA5,FC6A,00007486,116,632,903,792,-296,477,-91,-918,29830,-512271,16,32,1000,100000
641,FE8F,FF82,0235,00C6,0257,02C9,0158,FDB6,0000E1E9,-369,-126,565,198,599,713,344,-586,57833,-174704,16,32,1000,100000
642,FE92,030C,03BE,FD7C,00DC,03C3,014E,0308,FFFFDDBB,-366,780,958,-644,220,963,334,776,-8773,482075,16,32,1000,100000
643,03CA,FC1D,FF74,FF2D,033E,FDB3,0136,FFDE,00010F31,970,-995,-140,-211,830,-589,310,-34,69425,1424354,16,32,1000,100000
644,FD58,FC96,FE8A,FC75,FF41,022B,FD6B,0128,FFFF2E9A,-680,-874,-374,-907,-191,555,-661,296,-53606,-430054,16,32,1000,100000
645,00F7,02FA,FE9F,002F,0018,FF5B,FFFA,FF5D,0001293D,247,762,-353,47,24,-165,-6,-163,76093,-49252,16,32,1000,100000
646,01B3,0080,01B6,FF59,FF4A,019C,FCEB,02CB,FFFFC4FB,435,128,438,-167,-182,412,-789,715,-15109,-506530,16,32,1000,100000
647,0100,FE80,037A,FD86,FD5B,00C8,00FA,03BD,000170B7,256,-384,890,-634,-677,200,250,957,94391,-539959,16,32,1000,100000
648,00B9,0197,FC82,FE4D,FD35,0265,0392,FD96,FFFFB284,185,407,-894,-435,-715,613,914,-618,-19836,-450906,16,32,1000,100000
649,FF1E,FDD5,FFB9,FF87,FE3C,FFDD,0189,029B,00008543,-226,-555,-71,-121,-452,-35,393,667,34115,47082,16,32,1000,100000
650,00C7,FF1D,01C0,0346,FC2E,03CB,02FB,FE29,0000AEB7,199,-227,448,838,-978,971,763,-471,44727,-423186,16,32,1000,100000
651,FD2E,FC6C,00FF,FEC6,029C,01FF,FD4E,FDBC,00003A62,-722,-916,255,-314,668,511,-690,-580,14946,-929256,16,32,1000,100000
652,0286,02C5,0100,009B,013E,033C,0339,02BE,0000B49A,646,709,256,155,318,828,825,702,46234,1158724,16,32,1000,100000
653,FE9E,FEB3,FD31,0303,01A8,FE8D,0213,FCBC,FFFF9248,-354,-333,-719,771,424,-371,531,-836,-28088,-1080986,16,32,1000,100000
654,FE9A,FF5B,FD97,02E7,02C1,FD6D,002C,FCE1,0000800A,-358,-165,-617,743,705,-659,44,-799,32778,-731682,16,32,1000,100000
655,039C,020E,FC2E,01D4,FDC8,00F0,FC42,FED1,0000487A,924,526,-978,468,-568,240,-958,-303,18554,415082,16,32,1000,100000
656,FC43,01A7,03B0,FDDC,0283,FD1D,FE95,001D,000185A3,-957,423,944,-548,643,-739,-363,29,99747,-1186765,16,32,1000,100000
657,FDCD,0094,00A7,0280,FF85,0370,FE36,FE8E,000030DB,-563,148,167,640,-123,880,-458,-370,12507,-101290,16,32,1000,100000
658,FE36,0111,0090,FE15,FC68,0007,0310,FD87,FFFF35E6,-458,273,144,-491,-920,7,784,-633,-51738,795232,16,32,1000,100000
659,FEBB,0160,0247,FC8C,FDDD,006D,01A5,FCB8,FFFEC1E3,-325,352,583,-884,-547,109,421,-840,-81437,1122709,16,32,1000,100000
660,031F,0377,0161,FE49,01C3,FCC2,FC6D,00B3,0000023A,799,887,353,-439,451,-830,-915,179,570,-776867,16,32,1000,100000
661,FEA5,00DB,FF8A,FE23,039B,0221,0186,00A0,000179FA,-347,219,-118,-477,923,545,390,160,96762,-226504,16,32,1000,100000
662,FDC9,FDA4,0305,FF3D,0141,0371,FE16,01C6,FFFFDEDD,-567,-604,773,-195,321,881,-490,454,-8483,-1189914,16,32,1000,100000
663,FC9F,0170,FF37,0136,028D,FF8D,01C2,016B,00011F06,-865,368,-201,310,653,-115,450,363,73478,-511607,16,32,1000,100000
664,FC95,FE11,FDED,03B2,FCDC,FFEB,0196,FD0E,00015BAC,-875,-495,-531,946,-804,-21,406,-754,89004,-125971,16,32,1000,100000
665,0371,01BE,03D9,0120,FFDC,FEC8,FC46,0025,FFFF1652,881,446,985,288,-36,-312,-954,37,-59822,-1159724,16,32,1000,100000
666,FF81,00E9,FD3E,0263,0294,03A1,FD2A,FF86,FFFF9988,-127,233,-706,611,660,929,-726,-122,-26232,544419,16,32,1000,100000
667,03BE,020A,02AF,0300,FCE4,FCDE,009C,023C,FFFF21C9,958,522,687,768,-796,-802,156,572,-56887,-691631,16,32,1000,100000
668,FE05,FD98,0367,03DF,FCE2,FD30,01D3,FE52,0001609F,-507,-616,871,991,-798,-720,467,-430,90271,919004,16,32,1000,100000
669,FE22,FD16,02BB,03A6,FEC6,FFF0,FD64,FD77,FFFFB01E,-478,-746,699,934,-314,-16,-668,-649,-20450,-931520,16,32,1000,100000
670,FFC1,0391,FDFE,0083,FE5E,FFFD,FCF1,0097,FFFF0A8A,-63,913,-514,131,-418,-3,-783,151,-62838,383000,16,32,1000,100000
671,FCF8,02DD,009E,0237,01CA,0373,FC1D,FF08,FFFF3828,-776,733,158,567,458,883,-995,-248,-51160,-57155,16,32,1000,100000
672,FC93,0384,FF92,0009,FE1D,FE34,01CB,00FC,00002E70,-877,900,-110,9,-483,-460,459,252,11888,-26743,16,32,1000,100000
673,FF3F,02D8,FC80,0366,03B9,FDE6,FEDD,FDD3,000055BB,-193,728,-896,870,953,-538,-291,-557,21947,-777500,16,32,1000,100000
674,FEF6,FEFA,01E7,0290,0063,FEFB,025B,FEC6,FFFEBA34,-266,-262,487,656,99,-261,603,-314,-83404,46321,16,32,1000,100000
675,FFB4,017B,03E2,FDF2,034C,0312,FC86,FF2E,FFFFD025,-76,379,994,-526,844,786,-890,-210,-12251,-552701,16,32,1000,100000
676,00E0,0241,FD3F,00D7,FEB7,FE76,017C,00B1,FFFFFAC9,224,577,-705,215,-329,-394,380,177,-1335,-532214,16,32,1000,100000
677,0258,FEAA,FED5,FFD2,FFF9,004F,0243,FCD0,0000D67A,600,-342,-299,-46,-7,79,579,-816,54906,-111897,16,32,1000,100000
678,FC58,0060,FDD8,FC90,FD45,FD72,FDC4,FD28,000013B8,-936,96,-552,-880,-699,-654,-572,-728,5048,1552912,16,32,1000,100000
679,FDE2,FD7F,01A8,FECA,007A,FEAA,FFEC,01A4,0000B294,-542,-641,424,-310,122,-342,-20,420,45716,60134,16,32,1000,100000
680,03B6,FD67,0134,FD6E,FE8D,0106,0129,03DF,FFFFAADD,950,-665,308,-658,-371,262,297,991,-21795,-1109077,16,32,1000,100000
681,FD99,0008,005A,01C7,FDB8,0288,FC94,00EF,FFFF8779,-615,8,90,455,-584,648,-876,239,-30855,363394,16,32,1000,100000
682,0152,FD9D,FCA7,FF07,FEF2,0279,FDFE,FFEB,00015149,338,-611,-857,-249,-270,633,-514,-21,86345,54049,16,32,1000,100000
683,FCF2,03C4,FC2E,01CC,0373,FD8B,0013,0363,00016C77,-782,964,-978,460,883,-629,19,867,93303,-823321,16,32,1000,100000
684,0201,FF49,FE02,023F,FC6D,FE8E,FEAD,FD79,00002D94,513,-183,-510,575,-915,-370,-339,-647,11668,-589152,16,32,1000,100000
685,FC6D,FE16,01AB,FF22,037B,FFC2,FD12,FDCE,00016F35,-915,-490,427,-222,891,-62,-750,-562,94005,-886366,16,32,1000,100000
686,0139,FD9A,03B7,0029,010B,00CF,FD9A,02D6,FFFEBE79,313,-614,951,41,267,207,-614,726,-82311,-679986,16,32,1000,100000
687,FF7C,FE6D,0008,007F,FEB4,030C,FCD2,02A1,FFFE7E11,-132,-403,8,127,-332,780,-814,673,-98799,-290356,16,32,1000,100000
688,0377,0221,0230,FCEE,0035,011E,FEF6,0058,FFFF164B,887,545,560,-786,53,286,-266,88,-59829,-75076,16,32,1000,100000
689,0172,FC2B,FF74,0253,02E0,00FE,FF39,FE39,FFFEF489,370,-981,-140,595,736,254,-199,-455,-68471,-288190,16,32,1000,100000
690,0035,FC45,0081,FFC5,FE4C,FE0A,03DF,02F0,FFFE8AE3,53,-955,129,-59,-436,-502,991,752,-95517,444256,16,32,1000,100000
691,FCA4,FE1F,FFFE,02B1,FFCC,0305,016C,FC35,FFFF4626,-860,-481,-2,689,-52,773,364,-971,-47578,-1044418,16,32,1000,100000
692,FDCB,00CE,FEB4,FE12,FFEE,FF4A,020F,FDE4,FFFF6276,-565,206,-332,-494,-18,-182,527,-540,-40330,24144,16,32,1000,100000
693,02AE,FF27,0036,02F7,FC39,00EA,FFF1,FF77,FFFF05C4,686,-217,54,759,-967,234,-15,-137,-64060,-882993,16,32,1000,100000
694,FCF0,012F,02D4,FEA2,0173,FE90,0212,FC21,00016D2D,-784,303,724,-350,371,-368,530,-991,93485,421687,16,32,1000,100000
695,FFE8,FC58,FD61,FF62,FF08,02C5,FE4C,01B0,000122D2,-24,-936,-671,-158,-248,709,-436,432,74450,-358922,16,32,1000,100000
696,0224,036D,0108,FE83,FF23,FE04,02C4,037F,FFFF03D9,548,877,264,-381,-221,-508,708,895,-64551,-785258,16,32,1000,100000
697,FFD9,02EA,FC35,02BB,0174,FFF5,FF96,00D5,00007F1E,-39,746,-971,699,372,-11,-106,213,32542,261641,16,32,1000,100000
698,01D2,FE84,FC40,018C,FD5E,013B,0285,FED6,FFFF9F97,466,-380,-960,396,-674,315,645,-298,-24681,-1195673,16,32,1000,100000
699,03DE,FF5B,FF35,0241,FEC9,0192,FD79,FC8B,FFFFE01B,990,-165,-203,577,-311,402,-647,-885,-8165,-761689,16,32,1000,100000
700,FF45,FEC2,FDE8,0145,FFAB,0390,FF3A,FFEC,FFFFEED2,-187,-318,-536,325,-85,912,-198,-20,-4398,-178891,16,32,1000,100000
701,02EA,0255,FCA8,FFE6,FE36,0124,0309,FDBE,0001677F,746,597,-856,-26,-458,292,777,-578,92031,-725397,16,32,1000,100000
702,FE8E,FD18,FFD4,02A7,00E9,00BA,FF81,FEF8,00012233,-370,-744,-44,679,233,186,-127,-264,74291,-323971,16,32,1000,100000
703,FF02,FDFD,0294,FE84,FCB5,FFE5,FDC3,02E4,FFFE8E1A,-254,-515,660,-380,-843,-27,-573,740,-94694,-526047,16,32,1000,100000
704,0207,0369,FDD6,02F1,03CC,FEAD,0334,FF62,000108FA,519,873,-554,753,972,-339,820,-158,67834,-296899,16,32,1000,100000
705,FE86,0038,0075,030E,FE3A,017D,001F,00F8,FFFF7FB0,-378,56,117,782,-454,381,31,248,-32848,357663,16,32,1000,100000
706,FC71,FD96,0048,FF85,02D9,0274,FF75,01D1,000125B5,-911,-618,72,-123,729,628,-139,465,75189,-1044237,16,32,1000,100000
707,FF14,FDBC,FF7B,FEA7,027F,0035,FF91,FCD2,FFFF432F,-236,-580,-133,-345,639,53,-111,-814,-48337,65712,16,32,1000,100000
708,FDBA,010F,0217,FCD3,FC30,FCF3,0112,FFF1,00009CDF,-582,271,535,-813,-976,-781,274,-15,40159,555325,16,32,1000,100000
709,FF8D,FD0B,0352,FF64,FEBA,FC39,0247,02EF,FFFFC672,-115,-757,850,-156,-326,-967,583,751,-14734,1133169,16,32,1000,100000
710,02E4,FE28,FCC0,01C2,FEF0,FEDF,FE10,FFB4,00011412,740,-472,-832,450,-272,-289,-496,-76,70674,384274,16,32,1000,100000
711,0031,01E9,008D,015E,02FC,FE96,00AE,0171,0000C36C,49,489,141,350,764,-362,174,369,50028,64130,16,32,1000,100000
712,02E0,01ED,FE3A,FDF5,0394,0208,FE43,0385,FFFED16A,736,493,-454,-523,916,520,-445,901,-77462,583881,16,32,1000,100000
713,0102,03AC,0364,FF04,FEA1,031B,FE9F,02BF,0000BFC2,258,940,868,-252,-351,795,-353,703,49090,222272,16,32,1000,100000
714,036D,FC8E,03CE,0046,FC75,FCEA,FE92,00D2,0000FB95,877,-882,974,70,-907,-790,-366,210,64405,-376038,16,32,1000,100000
715,03AC,FF91,FC3E,002F,FECA,0181,FC3A,FC41,FFFFDA12,940,-111,-962,47,-310,385,-966,-959,-9710,540374,16,32,1000,100000
716,00CA,FED1,031C,FC22,022D,FD3F,FD92,0110,000069DB,202,-303,796,-990,557,-705,-622,272,27099,-411164,16,32,1000,100000
717,021D,0197,FDF8,FEF2,01CB,01EB,0137,0377,FFFF1E28,541,407,-520,-270,459,491,311,887,-57816,-10870,16,32,1000,100000
718,FE7D,00F5,0004,0254,FCAD,03CC,FEA4,FEFF,00007BF8,-387,245,4,596,-851,972,-348,-257,31736,444649,16,32,1000,100000
719,0354,02B6,0383,FCE0,01FF,031A,FE59,FC50,00001572,852,694,899,-800,511,794,-423,-944,5490,1366821,16,32,1000,100000
720,01F8,021B,FEAE,0340,FC94,0392,03CD,FF11,FFFFCE06,504,539,-338,832,-876,914,973,-239,-12794,-489374,16,32,1000,100000
721,0323,020D,0000,001A,FE75,02CF,02EE,FF97,FFFFE51F,803,525,0,26,-395,719,750,-105,-6881,50679,16,32,1000,100000
722,FD4B,03A2,FF35,FEA6,007B,030A,01CF,FE8F,FFFFFB1A,-693,930,-203,-346,123,778,463,-369,-1254,670732,16,32,1000,100000
723,03A6,03DD,FE79,FD41,FC6F,FF40,01E6,FDB5,00007A9A,934,989,-391,-703,-913,-192,486,-587,31386,-788609,16,32,1000,100000
724,FD67,FEC3,02F9,03E1,0369,FE64,03B8,01F2,0000B4A1,-665,-317,761,993,873,-412,952,498,46241,815286,16,32,1000,100000
725,0158,FC6F,FE29,FC66,FE03,0388,03B7,FDF5,FFFFCD0E,344,-913,-471,-922,-509,904,951,-523,-13042,-979205,16,32,1000,100000
726,FDBA,03AA,0377,FF21,FD4B,FC6E,FEC3,025E,00015F29,-582,938,887,-223,-693,-914,-317,606,89897,-780426,16,32,1000,100000
727,01EB,FC55,00C1,FE7F,007F,FFB7,01B2,FFB2,FFFF2B04,491,-939,193,-385,127,-73,434,-78,-54524,190172,16,32,1000,100000
728,0353,FED7,02E6,FF3E,02BE,FD15,FC1D,0118,000145E0,851,-297,742,-194,702,-747,-995,280,83424,110075,16,32,1000,100000
729,0082,FFC6,FD50,0198,0307,02F2,FCC2,FD8C,FFFFFADE,130,-58,-688,408,775,754,-830,-628,-1314,370520,16,32,1000,100000
730,FCCA,FDAE,02FD,0232,014A,FD92,006E,FCA0,FFFF7B88,-822,-594,765,562,330,-622,110,-864,-33912,-337122,16,32,1000,100000
731,02A0,FC6A,FF05,FD40,0212,FFFD,01CD,0133,FFFFDCE9,672,-918,-251,-704,530,-3,461,307,-8983,18092,16,32,1000,100000
732,0282,027B,0042,FC72,02A9,02B6,FE4F,FFB6,FFFEEB1A,642,635,66,-910,681,694,-433,-74,-70886,845768,16,32,1000,100000
733,036F,0133,0298,036D,FDFB,FE8E,0301,008E,000091E3,879,307,664,877,-517,-370,769,142,37347,104464,16,32,1000,100000
734,00BB,038F,FCBE,FD7D,0109,0229,0260,0350,FFFFB55E,187,911,-834,-643,265,553,608,848,-19106,-518104,16,32,1000,100000
735,00F3,FC2F,FC6E,FECF,FF2D,FF6A,FCBD,00E9,000108F6,243,-977,-914,-305,-211,-150,-835,233,67830,855232,16,32,1000,100000
736,FD85,FCF2,FC7C,FF64,0336,FC96,0085,FD88,000030FF,-635,-782,-900,-156,822,-874,133,-632,12543,152933,16,32,1000,100000
737,FEF3,0255,0083,FCCC,0187,0190,FF50,02C9,00000E57,-269,597,131,-820,391,400,-176,713,3671,-470424,16,32,1000,100000
738,016C,FF4F,0247,0379,0385,FD58,FC64,012E,000180EE,364,-177,583,889,901,-680,-924,302,98542,276652,16,32,1000,100000
739,0010,FCFB,0018,FC90,0134,FDCC,00B9,03E0,000127DC,16,-773,24,-880,308,-564,185,992,75740,-351880,16,32,1000,100000
740,024B,FE17,FEC7,0229,015C,FFA8,FFA2,FE1E,FFFF1DA8,587,-489,-313,553,348,-88,-94,-482,-57944,-47760,16,32,1000,100000
741,FF2A,021D,FC32,0377,FE8D,0316,0180,0268,0000BB01,-214,541,-974,887,-371,790,384,616,47873,727033,16,32,1000,100000
742,03CC,FE1F,03E0,FFDE,0064,FDE7,01E9,FCD2,FFFECCA2,972,-481,992,-34,100,-537,489,-814,-78686,789575,16,32,1000,100000
743,002B,FC57,FF31,FCF9,FC3C,0118,02CC,03B0,00005EF1,43,-937,-207,-775,-964,280,716,944,24305,-1159319,16,32,1000,100000
744,0220,0369,024F,FDAA,00D9,01A8,FFA5,0133,000075EF,544,873,591,-598,217,424,-91,307,30191,281024,16,32,1000,100000
745,FD2E,022F,FE92,0200,01D4,0335,0052,01B7,FFFF657D,-722,559,-366,512,468,821,82,439,-39555,276244,16,32,1000,100000
746,001E,0311,02B3,FF85,00D0,02B6,00B0,001A,FFFEFDD5,30,785,691,-123,208,694,176,26,-66091,603357,16,32,1000,100000
747,02F1,FEFD,0145,03DE,002A,0132,FF60,0311,00009872,753,-259,325,990,42,306,-160,785,39026,716548,16,32,1000,100000
748,007A,02A0,01B1,FEF5,FC32,FF77,033C,018A,0000C23E,122,672,433,-267,-974,-137,828,394,49726,92160,16,32,1000,100000
749,0361,02A7,02E6,028E,031C,FCE1,0144,FE02,FFFEFFD9,865,679,742,654,796,-799,324,-510,-65575,-12688,16,32,1000,100000
750,FDEA,FD56,0270,FE5D,FCD9,FEAF,0222,FFE2,0000D107,-534,-682,624,-419,-807,-337,546,-30,53511,1067557,16,32,1000,100000
751,02B7,01FC,032B,FEE6,0124,FF68,FC99,FC38,00000849,695,508,811,-282,292,-152,-871,-968,2121,-305560,16,32,1000,100000
752,FD71,019E,0350,0307,0249,FD3F,0023,0306,FFFEECB0,-655,414,848,775,585,-705,35,774,-70480,-115995,16,32,1000,100000
753,0284,01DE,0277,FF01,014A,FFFB,010C,01FA,00015E8A,644,478,631,-255,330,-5,268,506,89738,339946,16,32,1000,100000
754,FF9B,00F8,01AD,0040,0025,03DE,00FB,00A1,000068BF,-101,248,429,64,37,990,251,161,26815,386581,16,32,1000,100000
755,01B5,FDB1,FC48,FE85,FD0F,003D,032F,00D2,FFFEAF67,437,-591,-952,-379,-753,61,815,210,-86169,-1306751,16,32,1000,100000
756,03AB,FF95,00F4,0076,FE2E,02F8,FEF8,FDD8,FFFEBDB0,939,-107,244,118,-466,760,-264,-552,-82512,-730958,16,32,1000,100000
757,FEC5,006D,02DF,0098,FF8D,00FB,0209,FC18,FFFF0A2C,-315,109,735,152,-115,251,521,-1000,-62932,231587,16,32,1000,100000
758,FEC5,01C7,FDF6,0001,FDBF,03BF,FD12,FF7E,0000C137,-315,455,-522,1,-577,959,-750,-130,49463,1058933,16,32,1000,100000
759,FF24,FD6F,FE8F,0206,FDB7,00BF,0123,02E9,FFFF1AF1,-220,-657,-369,518,-585,191,291,745,-58639,223105,16,32,1000,100000
760,0369,FEA0,FD03,001C,0299,02ED,000C,FDCF,FFFF1944,873,-352,-765,28,665,749,12,-561,-59068,232941,16,32,1000,100000
761,0131,0379,FE9C,01CD,01C4,FF1E,02EC,FCBC,FFFF9879,305,889,-356,461,452,-226,748,-836,-26503,-741241,16,32,1000,100000
762,FEA1,FD80,FD9B,00F3,FCAE,FD3A,FEB6,0307,000005A2,-351,-640,-613,243,-850,-710,-330,775,1442,1144807,16,32,1000,100000
763,FCA0,01EE,FE63,03D8,011C,FE33,0209,FDFC,FFFFF1DC,-864,494,-413,984,284,-461,521,-516,-3620,-1199647,16,32,1000,100000
764,FDCE,027E,FD86,0061,01D8,033B,009C,FEA1,FFFF2718,-562,638,-634,97,472,827,156,-351,-55528,73883,16,32,1000,100000
765,FCD0,FF7D,0169,FF3A,FCC8,FFF9,FD2A,021E,FFFE96EF,-816,-131,361,-198,-824,-7,-726,542,-92433,211466,16,32,1000,100000
766,02D1,0079,02A5,FE86,0016,024C,0213,FD6E,FFFEFA88,721,121,677,-378,22,588,531,-658,-66936,628285,16,32,1000,100000
767,03AC,037C,0040,02D0,02E0,FFB7,FD43,008B,0000712E,940,892,64,720,736,-73,-701,139,28974,710914,16,32,1000,100000
768,03AC,FFE8,0142,FFC5,0067,00B3,0368,0394,00001F57,940,-24,322,-59,103,179,872,916,8023,327287,16,32,1000,100000
769,FEC7,FF05,FF56,FC72,02BB,FD9E,0038,FC26,0000A7FB,-313,-251,-170,-910,699,-610,56,-986,43003,865066,16,32,1000,100000
770,FD73,0354,03B0,FC18,022E,FF9F,0334,0281,FFFEDD39,-653,852,944,-1000,558,-97,820,641,-74439,-388377,16,32,1000,100000
771,0040,03DC,FED5,FE1D,FCF0,034E,018C,0218,0000EAC0,64,988,-299,-483,-784,846,396,536,60096,468476,16,32,1000,100000
772,FD8C,FD23,FC26,FC1A,FEC3,004E,00EB,0089,FFFE8632,-628,-733,-986,-998,-317,78,235,137,-96718,-323252,16,32,1000,100000
773,00E7,FC5E,FC5B,FFF1,01B4,FCF2,FEB5,FCAF,00014DC8,231,-930,-933,-15,436,-782,-331,-849,85448,1234982,16,32,1000,100000
774,0394,0166,020A,0288,02BE,FE51,0045,FF94,FFFF03DC,916,358,522,648,702,-431,69,-108,-64548,390220,16,32,1000,100000
775,FF75,FDD6,FFC9,FD7E,FED4,0160,FCA0,011F,FFFF53A9,-139,-554,-55,-642,-300,352,-864,287,-44119,-334161,16,32,1000,100000
