test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
2940,05,E5,CC,07,10,2A,E0,E0,C9,0.078125,-0.421875,-0.8125,0.109375,0.25,0.65625,-0.5,-0.5,-0.859375,-0.76513671875
2941,F4,04,1D,E8,FC,0C,31,E9,EA,-0.1875,0.0625,0.453125,-0.375,-0.0625,0.1875,0.765625,-0.359375,-0.34375,0.161376953125
2942,D8,FF,15,C7,01,E8,36,DA,12,-0.625,-0.015625,0.328125,-0.890625,0.015625,-0.375,0.84375,-0.59375,0.28125,1.0830078125
2943,27,25,3D,CE,F6,EF,EB,2B,EA,0.609375,0.578125,0.953125,-0.78125,-0.15625,-0.265625,-0.328125,0.671875,-0.34375,-1.43017578125
2944,F8,FC,C2,0C,22,D4,FA,E0,36,-0.125,-0.0625,-0.96875,0.1875,0.53125,-0.6875,-0.09375,-0.5,0.84375,0.8173828125
2945,D9,2F,E2,0E,CC,DC,2F,F2,CA,-0.609375,0.734375,-0.46875,0.21875,-0.8125,-0.5625,0.734375,-0.21875,-0.84375,-1.15380859375
2946,F5,D0,EB,20,18,1F,CA,30,DB,-0.171875,-0.75,-0.328125,0.5,0.375,0.484375,-0.84375,0.75,-0.578125,-0.35400390625
2947,3A,CA,38,E6,DE,E4,0D,D6,0E,0.90625,-0.84375,0.875,-0.40625,-0.53125,-0.4375,0.203125,-0.65625,0.21875,0.55078125
2948,EA,07,37,E2,FA,C6,1B,DA,0A,-0.34375,0.109375,0.859375,-0.46875,-0.09375,-0.90625,0.421875,-0.59375,0.15625,0.730224609375
2949,03,DE,21,14,E3,34,15,F9,DC,0.046875,-0.53125,0.515625,0.3125,-0.453125,0.8125,0.328125,-0.109375,-0.5625,-0.88037109375
2950,D9,ED,E3,3D,1D,DC,19,E3,0E,-0.609375,-0.296875,-0.453125,0.953125,0.453125,-0.5625,0.390625,-0.453125,0.21875,-0.499267578125
2951,D9,F8,1D,32,22,F2,F7,22,D0,-0.609375,-0.125,0.453125,0.78125,0.53125,-0.21875,-0.140625,0.53125,-0.75,-0.695068359375
2952,FC,17,20,20,DB,3D,14,EB,CE,-0.0625,0.359375,0.5,0.5,-0.578125,0.953125,0.3125,-0.328125,-0.78125,-0.410400390625
2953,C4,C4,1C,3E,32,0D,30,12,22,-0.9375,-0.9375,0.4375,0.96875,0.78125,0.203125,0.75,0.28125,0.53125,0.208984375
2954,FC,1B,33,1D,37,F0,1C,CC,C5,-0.0625,0.421875,0.796875,0.453125,0.859375,-0.25,0.4375,-0.8125,-0.921875,-1.1005859375
2955,36,09,2E,14,38,E7,38,DF,08,0.84375,0.140625,0.71875,0.3125,0.875,-0.390625,0.875,-0.515625,0.125,1.276123046875
2956,31,24,0F,1D,21,0B,F2,2A,E1,0.765625,0.5625,0.234375,0.453125,0.515625,0.171875,-0.21875,0.65625,-0.484375,0.253173828125
2957,06,EB,01,23,05,04,C5,CE,27,0.09375,-0.328125,0.015625,0.546875,0.078125,0.0625,-0.921875,-0.78125,0.609375,0.154541015625
2958,E8,F5,05,01,C6,D9,C5,22,32,-0.375,-0.171875,0.078125,0.015625,-0.90625,-0.609375,-0.921875,0.53125,0.78125,1.162109375
2959,CD,DE,11,DA,EE,EE,ED,34,D7,-0.796875,-0.53125,0.265625,-0.59375,-0.28125,-0.28125,-0.296875,0.8125,-0.640625,-0.828369140625
2960,CA,30,EE,3F,C1,17,2C,13,0D,-0.84375,0.75,-0.28125,0.984375,-0.984375,0.359375,0.6875,0.296875,0.203125,1.402099609375
2961,1D,F0,DE,1C,39,C3,32,F8,19,0.453125,-0.25,-0.53125,0.4375,0.890625,-0.953125,0.78125,-0.125,0.390625,0.562744140625
2962,ED,E8,15,0C,0D,3C,EE,22,1B,-0.296875,-0.375,0.328125,0.1875,0.203125,0.9375,-0.28125,0.53125,0.421875,0.017333984375
2963,1B,FF,C8,2E,3A,D1,0A,06,D1,0.421875,-0.015625,-0.875,0.71875,0.90625,-0.734375,0.15625,0.09375,-0.734375,-0.409912109375
2964,D2,30,35,D4,C6,02,30,2A,0F,-0.71875,0.75,0.828125,-0.6875,-0.90625,0.03125,0.75,0.65625,0.234375,1.0791015625
2965,D9,06,07,E8,CC,ED,FD,D1,24,-0.609375,0.09375,0.109375,-0.375,-0.8125,-0.296875,-0.046875,-0.734375,0.5625,1.300048828125
2966,31,C5,37,38,1A,31,CA,15,C2,0.765625,-0.921875,0.859375,0.875,0.40625,0.765625,-0.84375,0.328125,-0.96875,-1.801513671875
2967,2E,F8,2A,1E,D1,DE,CB,CB,FE,0.71875,-0.125,0.65625,0.46875,-0.734375,-0.53125,-0.828125,-0.828125,-0.03125,-1.42431640625
2968,E5,D9,F9,E0,C4,24,0A,F9,18,-0.421875,-0.609375,-0.109375,-0.5,-0.9375,0.5625,0.15625,-0.109375,0.375,0.46533203125
2969,DF,D2,17,32,0F,35,E9,E3,05,-0.515625,-0.71875,0.359375,0.78125,0.234375,0.828125,-0.359375,-0.453125,0.078125,-1.12109375
2970,E5,06,17,C7,DE,2B,35,F2,28,-0.421875,0.09375,0.359375,-0.890625,-0.53125,0.671875,0.828125,-0.21875,0.625,1.404541015625
2971,FD,1A,14,CA,C4,07,1E,FB,CE,-0.046875,0.40625,0.3125,-0.84375,-0.9375,0.109375,0.46875,-0.078125,-0.78125,-0.48046875
2972,08,E3,23,E8,24,11,1F,E3,C4,0.125,-0.453125,0.546875,-0.375,0.5625,0.265625,0.484375,-0.453125,-0.9375,-0.552734375
2973,20,12,C1,EC,14,EE,E2,D5,34,0.5,0.28125,-0.984375,-0.3125,0.3125,-0.28125,-0.46875,-0.671875,0.8125,1.56103515625
2974,F9,0D,0D,28,2A,ED,D1,D8,2D,-0.109375,0.203125,0.203125,0.625,0.65625,-0.296875,-0.734375,-0.625,0.703125,0.03125
2975,F4,DE,2E,13,0F,E8,D9,21,29,-0.1875,-0.53125,0.71875,0.296875,0.234375,-0.375,-0.609375,0.515625,0.640625,0.510986328125
2976,F3,DD,06,02,33,D0,02,FC,F6,-0.203125,-0.546875,0.09375,0.03125,0.796875,-0.75,0.03125,-0.0625,-0.15625,0.093017578125
2977,FE,F9,CF,C8,D0,1F,31,DD,1F,-0.03125,-0.109375,-0.765625,-0.875,-0.75,0.484375,0.765625,-0.546875,0.484375,0.34716796875
2978,2C,EA,E0,19,38,3D,39,3F,33,0.6875,-0.34375,-0.5,0.390625,0.875,0.953125,0.890625,0.984375,0.796875,1.010009765625
2979,DF,DD,FF,F7,FC,3C,34,CB,1F,-0.515625,-0.546875,-0.015625,-0.140625,-0.0625,0.9375,0.8125,-0.828125,0.484375,0.107666015625
2980,3D,15,24,15,06,38,D8,E8,3A,0.953125,0.328125,0.5625,0.328125,0.09375,0.875,-0.625,-0.375,0.90625,0.80810546875
2981,0B,FC,24,28,0A,C1,36,0B,1B,0.171875,-0.0625,0.5625,0.625,0.15625,-0.984375,0.84375,0.171875,0.421875,1.09228515625
2982,3E,E9,F2,2B,E1,2F,D9,18,FC,0.96875,-0.359375,-0.21875,0.671875,-0.484375,0.734375,-0.609375,0.375,-0.0625,-0.410400390625
2983,15,2B,F1,33,F0,1E,FC,03,E1,0.328125,0.671875,-0.234375,0.796875,-0.25,0.46875,-0.0625,0.046875,-0.484375,-0.199462890625
2984,D4,FF,10,C7,0F,F0,02,DC,0A,-0.6875,-0.015625,0.25,-0.890625,0.234375,-0.25,0.03125,-0.5625,0.15625,0.5078125
2985,D9,CA,21,12,DE,2F,D3,19,35,-0.609375,-0.84375,0.515625,0.28125,-0.53125,0.734375,-0.703125,0.390625,0.828125,0.279541015625
2986,F7,05,F7,DE,1A,2C,CE,27,C2,-0.140625,0.078125,-0.140625,-0.53125,0.40625,0.6875,-0.78125,0.609375,-0.96875,-1.18603515625
2987,ED,33,D2,26,2B,F4,F0,06,CD,-0.296875,0.796875,-0.71875,0.59375,0.671875,-0.1875,-0.25,0.09375,-0.796875,-0.910400390625
2988,D8,3F,19,E4,2F,37,F6,F5,0F,-0.625,0.984375,0.390625,-0.4375,0.734375,0.859375,-0.15625,-0.171875,0.234375,0.635498046875
2989,21,05,26,D2,FB,2B,DF,36,3D,0.515625,0.078125,0.59375,-0.71875,-0.078125,0.671875,-0.515625,0.84375,0.953125,0.052734375
2990,1E,25,24,19,CA,0D,C0,3A,DB,0.46875,0.578125,0.5625,0.390625,-0.84375,0.203125,-1.0,0.90625,-0.578125,-1.064697265625
2991,3D,F9,3D,2C,05,2B,E7,03,CD,0.953125,-0.109375,0.953125,0.6875,0.078125,0.671875,-0.390625,0.046875,-0.796875,-1.135986328125
2992,31,C0,0A,F0,25,0C,C2,CC,18,0.765625,-1.0,0.15625,-0.25,0.578125,0.1875,-0.96875,-0.8125,0.375,0.681884765625
2993,E4,29,C5,F5,C3,E5,E2,39,23,-0.4375,0.640625,-0.921875,-0.171875,-0.953125,-0.421875,-0.46875,0.890625,0.546875,0.97265625
2994,02,C3,CE,30,18,E4,04,20,21,0.03125,-0.953125,-0.78125,0.75,0.375,-0.4375,0.0625,0.5,0.515625,1.2705078125
2995,33,32,14,15,0C,13,1A,13,09,0.796875,0.78125,0.3125,0.328125,0.1875,0.296875,0.40625,0.296875,0.140625,0.746337890625
2996,DF,C2,F4,19,F7,1E,32,05,01,-0.515625,-0.96875,-0.1875,0.390625,-0.140625,0.46875,0.78125,0.078125,0.015625,-0.48193359375
2997,2E,0A,17,D5,0C,0B,D0,DB,E4,0.71875,0.15625,0.359375,-0.671875,0.1875,0.171875,-0.75,-0.578125,-0.4375,-0.156982421875
2998,D8,FE,DA,2B,17,17,E7,DC,C3,-0.625,-0.03125,-0.59375,0.671875,0.359375,0.359375,-0.390625,-0.5625,-0.953125,-1.3349609375
2999,26,F2,F5,CE,FB,D5,0F,2D,14,0.59375,-0.21875,-0.171875,-0.78125,-0.078125,-0.671875,0.234375,0.703125,0.3125,-0.176513671875
3000,1F,34,06,D6,CB,DF,3A,F9,0F,0.484375,0.8125,0.09375,-0.65625,-0.828125,-0.515625,0.90625,-0.109375,0.234375,-0.428955078125
3001,FE,D2,29,3D,C0,04,27,3B,F2,-0.03125,-0.71875,0.640625,0.953125,-1.0,0.0625,0.609375,0.921875,-0.21875,1.03662109375
3002,F8,E1,12,E5,14,FF,C2,1A,FA,-0.125,-0.484375,0.28125,-0.421875,0.3125,-0.015625,-0.96875,0.40625,-0.09375,-0.569091796875
3003,0E,CC,E4,F9,DD,EB,37,15,C8,0.21875,-0.8125,-0.4375,-0.109375,-0.546875,-0.328125,0.859375,0.328125,-0.875,-1.139892578125
3004,07,3B,DF,FE,2A,1B,40,EA,DA,0.109375,0.921875,-0.515625,-0.03125,0.65625,0.421875,1.0,-0.34375,-0.59375,-0.637939453125
3005,01,3B,F3,EF,12,16,D7,F0,02,0.015625,0.921875,-0.203125,-0.265625,0.28125,0.34375,-0.640625,-0.25,0.03125,0.549072265625
3006,2A,F8,C2,E1,22,E5,C3,04,0E,0.65625,-0.125,-0.96875,-0.484375,0.53125,-0.421875,-0.953125,0.0625,0.21875,1.51318359375
3007,06,11,EC,1B,30,E3,0E,35,1B,0.09375,0.265625,-0.3125,0.421875,0.75,-0.453125,0.21875,0.828125,0.421875,0.65283203125
3008,02,F5,20,CF,38,14,14,3F,EA,0.03125,-0.171875,0.5,-0.765625,0.875,0.3125,0.3125,0.984375,-0.34375,-0.967529296875
3009,C3,C3,36,F6,11,D2,23,2E,1E,-0.953125,-0.953125,0.84375,-0.15625,0.265625,-0.71875,0.546875,0.71875,0.46875,1.249755859375
3010,D7,3F,29,1A,C2,CF,21,26,ED,-0.640625,0.984375,0.640625,0.40625,-0.96875,-0.765625,0.515625,0.59375,-0.296875,0.1416015625
3011,C9,1A,CD,C0,ED,33,C6,12,D6,-0.859375,0.40625,-0.796875,-1.0,-0.296875,0.796875,-0.90625,0.28125,-0.65625,0.363525390625
3012,FC,26,DF,3C,F6,FC,C4,3C,2A,-0.0625,0.59375,-0.515625,0.9375,-0.15625,-0.0625,-0.9375,0.9375,0.65625,1.9912109375
3013,CD,0E,0E,31,F1,09,01,0C,D6,-0.796875,0.21875,0.21875,0.765625,-0.234375,0.140625,0.015625,0.1875,-0.65625,-0.291748046875
3014,3A,1B,FE,2B,0F,19,29,DC,27,0.90625,0.421875,-0.03125,0.671875,0.234375,0.390625,0.640625,-0.5625,0.609375,0.588623046875
3015,E6,14,39,2E,1E,0E,40,05,17,-0.40625,0.3125,0.890625,0.71875,0.46875,0.21875,1.0,0.078125,0.359375,1.18408203125
3016,C8,3A,04,01,3C,C8,0D,15,35,-0.875,0.90625,0.0625,0.015625,0.9375,-0.875,0.203125,0.328125,0.828125,-0.767333984375
3017,E8,35,30,20,DB,C3,E5,40,E3,-0.375,0.828125,0.75,0.5,-0.578125,-0.953125,-0.421875,1.0,-0.453125,-0.842041015625
3018,FE,EB,DB,2D,37,22,E2,01,1B,-0.03125,-0.328125,-0.578125,0.703125,0.859375,0.53125,-0.46875,0.015625,0.421875,0.502685546875
3019,DF,1D,D1,E4,FE,32,24,15,FB,-0.515625,0.453125,-0.734375,-0.4375,-0.03125,0.78125,0.5625,0.328125,-0.078125,-0.2646484375
3020,31,0E,C3,FF,D7,2B,CC,ED,0B,0.765625,0.21875,-0.953125,-0.015625,-0.640625,0.671875,-0.8125,-0.296875,0.171875,0.607421875
3021,36,CD,D9,34,EF,1B,22,D3,25,0.84375,-0.796875,-0.609375,0.8125,-0.265625,0.421875,0.53125,-0.703125,0.578125,-0.877197265625
3022,C4,2E,ED,FA,DF,3C,E2,08,07,-0.9375,0.71875,-0.296875,-0.09375,-0.515625,0.9375,-0.46875,0.125,0.109375,1.39404296875
3023,D1,24,E7,1B,EB,23,01,F4,31,-0.734375,0.5625,-0.390625,0.421875,-0.328125,0.546875,0.015625,-0.1875,0.765625,1.22900390625
3024,EA,C9,3F,2A,D9,20,1F,1F,22,-0.34375,-0.859375,0.984375,0.65625,-0.609375,0.5,0.484375,0.484375,0.53125,1.105712890625
3025,D8,DA,CD,DB,31,DD,18,D9,3A,-0.625,-0.59375,-0.796875,-0.578125,0.765625,-0.546875,0.375,-0.609375,0.90625,0.805908203125
3026,C7,EB,37,12,3F,14,22,24,28,-0.890625,-0.328125,0.859375,0.28125,0.984375,0.3125,0.53125,0.5625,0.625,0.260498046875
3027,F8,40,3C,EE,3F,19,E6,28,D9,-0.125,1.0,0.9375,-0.28125,0.984375,0.390625,-0.40625,0.625,-0.609375,-0.8984375
3028,40,14,3D,FB,CE,F5,EE,D2,C4,1.0,0.3125,0.953125,-0.078125,-0.78125,-0.171875,-0.28125,-0.71875,-0.9375,-1.984375
3029,04,E4,FE,34,3A,3F,2E,E0,FB,0.0625,-0.4375,-0.03125,0.8125,0.90625,0.984375,0.71875,-0.5,-0.078125,-0.880859375
3030,3F,3E,09,25,DC,D2,C4,18,EE,0.984375,0.96875,0.140625,0.578125,-0.5625,-0.71875,-0.9375,0.375,-0.28125,-1.4462890625
3031,2C,F9,39,FA,F7,36,2F,DA,CC,0.6875,-0.109375,0.890625,-0.09375,-0.140625,0.84375,0.734375,-0.59375,-0.8125,-0.291748046875
3032,03,CE,20,33,31,DF,CE,0A,C0,0.046875,-0.78125,0.5,0.796875,0.765625,-0.515625,-0.78125,0.15625,-1.0,-0.827392578125
3033,34,C8,08,12,CE,1B,09,E7,D7,0.8125,-0.875,0.125,0.28125,-0.78125,0.421875,0.140625,-0.390625,-0.640625,-1.73681640625
3034,C5,DE,F5,E6,FE,E7,DA,C4,F6,-0.921875,-0.53125,-0.171875,-0.40625,-0.03125,-0.390625,-0.59375,-0.9375,-0.15625,0.56298828125
3035,CA,DE,DF,07,25,CD,F8,33,36,-0.84375,-0.53125,-0.515625,0.109375,0.578125,-0.796875,-0.125,0.796875,0.84375,0.930908203125
3036,F0,11,F7,3E,C1,3D,DE,2F,DF,-0.25,0.265625,-0.140625,0.96875,-0.984375,0.953125,-0.53125,0.734375,-0.515625,0.769775390625
3037,CD,D7,08,3F,0D,2A,D9,F2,24,-0.796875,-0.640625,0.125,0.984375,0.203125,0.65625,-0.609375,-0.21875,0.5625,-0.311279296875
3038,0F,1F,F0,CD,0C,FB,24,22,F3,0.234375,0.484375,-0.25,-0.796875,0.1875,-0.078125,0.5625,0.53125,-0.203125,-0.760986328125
3039,03,EF,27,F7,F2,3B,22,32,36,0.046875,-0.265625,0.609375,-0.140625,-0.21875,0.921875,0.53125,0.78125,0.84375,0.802490234375
3040,EB,23,F5,2E,C6,22,EF,DC,05,-0.328125,0.546875,-0.171875,0.71875,-0.90625,0.53125,-0.265625,-0.5625,0.078125,0.307373046875
3041,04,0F,38,12,39,E2,22,34,DF,0.0625,0.234375,0.875,0.28125,0.890625,-0.46875,0.53125,0.8125,-0.515625,0.12353515625
3042,26,C9,D8,C1,DE,19,18,EC,C7,0.59375,-0.859375,-0.625,-0.984375,-0.53125,0.390625,0.375,-0.3125,-0.890625,-1.468505859375
3043,33,EA,C3,33,14,36,D0,3C,23,0.796875,-0.34375,-0.953125,0.796875,0.3125,0.84375,-0.75,0.9375,0.546875,1.9677734375
3044,07,E0,15,D4,C6,E7,26,D7,06,0.109375,-0.5,0.328125,-0.6875,-0.90625,-0.390625,0.59375,-0.640625,0.09375,0.8251953125
3045,EF,34,F3,EA,F2,26,03,C1,1F,-0.265625,0.8125,-0.203125,-0.34375,-0.21875,0.59375,0.046875,-0.984375,0.484375,1.353759765625
3046,C3,16,1D,DD,E1,EB,0E,F0,F1,-0.953125,0.34375,0.453125,-0.546875,-0.484375,-0.328125,0.21875,-0.25,-0.234375,0.350341796875
3047,EA,C6,D1,E0,D4,D2,30,08,CE,-0.34375,-0.90625,-0.734375,-0.5,-0.6875,-0.71875,0.75,0.125,-0.78125,-0.5068359375
3048,FF,FE,31,27,D7,CF,DF,30,EB,-0.015625,-0.03125,0.765625,0.609375,-0.640625,-0.765625,-0.515625,0.75,-0.328125,-0.23193359375
3049,D3,1F,0D,EE,2A,31,31,24,1D,-0.703125,0.484375,0.203125,-0.28125,0.65625,0.765625,0.765625,0.5625,0.453125,0.35986328125
3050,DA,08,E0,F3,F9,C6,33,26,E9,-0.59375,0.125,-0.5,-0.203125,-0.109375,-0.90625,0.796875,0.59375,-0.359375,-0.9267578125
3051,09,1C,DA,22,36,35,40,F0,1C,0.140625,0.4375,-0.59375,0.53125,0.84375,0.828125,1.0,-0.25,0.4375,0.19189453125
3052,22,CC,1B,FF,F2,34,0B,EB,D3,0.53125,-0.8125,0.421875,-0.015625,-0.21875,0.8125,0.171875,-0.328125,-0.703125,-1.40185546875
3053,D2,20,15,28,D7,0E,22,3B,20,-0.71875,0.5,0.328125,0.625,-0.640625,0.21875,0.53125,0.921875,0.5,1.8203125
3054,2B,D9,E3,F0,04,E6,01,FE,EB,0.671875,-0.609375,-0.453125,-0.25,0.0625,-0.40625,0.015625,-0.03125,-0.328125,-0.037841796875
3055,C3,22,F9,D0,C7,F6,1F,33,12,-0.953125,0.53125,-0.109375,-0.75,-0.890625,-0.15625,0.484375,0.796875,0.28125,0.396484375
3056,D7,25,0F,FB,03,ED,D9,33,03,-0.640625,0.578125,0.234375,-0.078125,0.046875,-0.296875,-0.609375,0.796875,0.046875,-0.35986328125
3057,27,0F,F2,F5,37,02,D6,CB,EF,0.609375,0.234375,-0.21875,-0.171875,0.859375,0.03125,-0.65625,-0.828125,-0.265625,0.55126953125
3058,FD,C1,1F,20,FE,EA,0E,30,3F,-0.046875,-0.984375,0.484375,0.5,-0.03125,-0.34375,0.21875,0.75,0.984375,1.80517578125
3059,FC,C3,3C,22,D6,36,DE,1D,CB,-0.0625,-0.953125,0.9375,0.53125,-0.65625,0.84375,-0.53125,0.453125,-0.828125,-1.8486328125
3060,35,2C,2E,CD,DD,EB,37,2F,2F,0.828125,0.6875,0.71875,-0.796875,-0.546875,-0.328125,0.859375,0.734375,0.734375,0.08837890625
3061,1A,03,F4,C8,DF,34,24,3A,0B,0.40625,0.046875,-0.1875,-0.875,-0.515625,0.8125,0.5625,0.90625,0.171875,-0.89794921875
3062,08,10,F7,CA,FA,35,FD,21,DD,0.125,0.25,-0.140625,-0.84375,-0.09375,0.828125,-0.046875,0.515625,-0.546875,-0.780029296875
3063,0A,04,C0,F8,D5,E4,F3,3D,3B,0.15625,0.0625,-1.0,-0.125,-0.671875,-0.4375,-0.203125,0.953125,0.921875,0.87353515625
3064,16,1A,2D,04,CF,F0,0F,20,2B,0.34375,0.40625,0.703125,0.0625,-0.765625,-0.25,0.234375,0.5,0.671875,0.503173828125
3065,2B,1C,2D,CB,05,D0,F5,D9,D5,0.671875,0.4375,0.703125,-0.828125,0.078125,-0.75,-0.171875,-0.609375,-0.671875,-0.563720703125
3066,EF,1A,EF,21,CA,20,F3,D1,D7,-0.265625,0.40625,-0.265625,0.515625,-0.84375,0.5,-0.203125,-0.734375,-0.640625,-0.5380859375
3067,0E,FE,33,36,C5,D8,3B,0E,E1,0.21875,-0.03125,0.796875,0.84375,-0.921875,-0.625,0.921875,0.21875,-0.484375,0.252685546875
3068,D3,05,2C,C4,33,DE,08,D9,02,-0.703125,0.078125,0.6875,-0.9375,0.796875,-0.53125,0.125,-0.609375,0.03125,0.086669921875
3069,EA,D6,3D,30,09,08,DC,E1,E9,-0.34375,-0.65625,0.953125,0.75,0.140625,0.125,-0.5625,-0.484375,-0.359375,-1.38916015625
3070,E0,DD,33,F3,E9,0D,C5,03,E5,-0.5,-0.546875,0.796875,-0.203125,-0.359375,0.203125,-0.921875,0.046875,-0.421875,-1.097412109375
3071,E4,E5,F1,36,29,C5,05,D0,D5,-0.4375,-0.421875,-0.234375,0.84375,0.640625,-0.921875,0.078125,-0.75,-0.671875,-1.21435546875
3072,E8,FE,E4,C9,1E,F6,2E,D0,C9,-0.375,-0.03125,-0.4375,-0.859375,0.46875,-0.15625,0.71875,-0.75,-0.859375,-0.7001953125
3073,C4,33,F2,EF,3D,17,D3,27,21,-0.9375,0.796875,-0.21875,-0.265625,0.953125,0.359375,-0.703125,0.609375,0.515625,-0.099609375
3074,D4,E6,30,E8,F8,D3,D2,DB,E2,-0.6875,-0.40625,0.75,-0.375,-0.125,-0.703125,-0.71875,-0.578125,-0.46875,-0.41943359375
3075,ED,33,CF,FB,D2,2F,19,3A,11,-0.296875,0.796875,-0.765625,-0.078125,-0.71875,0.734375,0.390625,0.90625,0.265625,0.6943359375
3076,1E,FC,E3,FA,32,E9,1C,C6,12,0.46875,-0.0625,-0.453125,-0.09375,0.78125,-0.359375,0.4375,-0.90625,0.28125,0.556640625
3077,F9,3A,D4,14,D4,EE,C7,F1,C0,-0.109375,0.90625,-0.6875,0.3125,-0.6875,-0.28125,-0.890625,-0.234375,-1.0,-0.640625
3078,CB,DD,E8,D3,38,EE,31,D2,2F,-0.828125,-0.546875,-0.375,-0.703125,0.875,-0.28125,0.765625,-0.71875,0.734375,0.3818359375
3079,09,1A,DF,1E,DE,1D,FE,CD,21,0.140625,0.40625,-0.515625,0.46875,-0.53125,0.453125,-0.03125,-0.796875,0.515625,0.267578125
3080,E6,E6,38,F2,3C,3B,3E,23,E1,-0.40625,-0.40625,0.875,-0.21875,0.9375,0.921875,0.96875,0.546875,-0.484375,-0.51171875
3081,2C,0F,F7,D8,DB,EB,03,EF,D5,0.6875,0.234375,-0.140625,-0.625,-0.578125,-0.328125,0.046875,-0.265625,-0.671875,-0.98681640625
3082,01,0B,0A,CC,0D,F1,CF,0A,E4,0.015625,0.171875,0.15625,-0.8125,0.203125,-0.234375,-0.765625,0.15625,-0.4375,-0.72119140625
3083,E6,D2,E9,10,C5,08,1C,35,30,-0.40625,-0.71875,-0.359375,0.25,-0.921875,0.125,0.4375,0.828125,0.75,1.08447265625
3084,E4,10,C1,01,FA,CB,05,FF,C3,-0.4375,0.25,-0.984375,0.015625,-0.09375,-0.828125,0.078125,-0.015625,-0.953125,-1.1962890625
3085,CF,17,CA,1D,16,17,CB,1F,11,-0.765625,0.359375,-0.84375,0.453125,0.34375,0.359375,-0.828125,0.484375,0.265625,1.0498046875
3086,3C,D8,F7,F4,3E,C7,D1,CD,28,0.9375,-0.625,-0.140625,-0.1875,0.96875,-0.890625,-0.734375,-0.796875,0.625,2.342529296875
3087,24,E9,38,C2,25,C8,C4,E5,0C,0.5625,-0.359375,0.875,-0.96875,0.578125,-0.875,-0.9375,-0.421875,0.1875,0.41552734375
3088,1F,FD,FA,F1,F2,D1,ED,C8,3F,0.484375,-0.046875,-0.09375,-0.234375,-0.21875,-0.734375,-0.296875,-0.875,0.984375,1.145751953125
3089,EE,EE,E7,1A,DD,1A,CB,F8,29,-0.28125,-0.28125,-0.390625,0.40625,-0.546875,0.40625,-0.828125,-0.125,0.640625,0.952880859375
3090,F2,06,27,EF,D5,F8,3F,12,CB,-0.21875,0.09375,0.609375,-0.265625,-0.671875,-0.125,0.984375,0.28125,-0.828125,-0.167724609375
3091,37,E7,17,26,0C,E2,17,15,CE,0.859375,-0.390625,0.359375,0.59375,0.1875,-0.46875,0.359375,0.328125,-0.78125,-0.113037109375
3092,CD,32,37,E3,D3,F9,0E,01,F8,-0.796875,0.78125,0.859375,-0.453125,-0.703125,-0.109375,0.21875,0.015625,-0.125,0.53076171875
3093,3D,EB,15,E1,C9,36,3D,2B,FA,0.953125,-0.328125,0.328125,-0.484375,-0.859375,0.84375,0.953125,0.671875,-0.09375,-1.202392578125
3094,DC,DD,F2,0C,DA,22,FA,1E,1E,-0.5625,-0.546875,-0.21875,0.1875,-0.59375,0.53125,-0.09375,0.46875,0.46875,0.62060546875
3095,39,15,E1,2C,C5,0E,CF,29,DF,0.890625,0.328125,-0.484375,0.6875,-0.921875,0.21875,-0.765625,0.640625,-0.515625,-0.45361328125
3096,21,39,23,DC,3C,07,0E,1C,FC,0.515625,0.890625,0.546875,-0.5625,0.9375,0.109375,0.21875,0.4375,-0.0625,0.391845703125
3097,EF,FD,1B,31,20,28,D6,3F,06,-0.265625,-0.046875,0.421875,0.765625,0.5,0.625,-0.65625,0.984375,0.09375,0.408447265625
3098,27,F0,DD,15,D4,F2,1A,D3,1B,0.609375,-0.25,-0.546875,0.328125,-0.6875,-0.21875,0.40625,-0.703125,0.421875,-0.395263671875
3099,3A,31,CB,DF,06,D8,18,FF,C5,0.90625,0.765625,-0.828125,-0.515625,0.09375,-0.625,0.375,-0.015625,-0.921875,-1.617919921875
3100,16,E6,15,D7,F3,D3,DE,FA,3B,0.34375,-0.40625,0.328125,-0.640625,-0.203125,-0.703125,-0.53125,-0.09375,0.921875,1.0234375
3101,21,12,F5,05,2A,02,0F,33,1D,0.515625,0.28125,-0.171875,0.078125,0.65625,0.03125,0.234375,0.796875,0.453125,0.822265625
3102,CE,2F,E7,23,EB,DF,10,F6,3B,-0.78125,0.734375,-0.390625,0.546875,-0.328125,-0.515625,0.25,-0.15625,0.921875,0.616455078125
3103,DC,22,E9,C9,2F,1C,13,DE,0B,-0.5625,0.53125,-0.359375,-0.859375,0.734375,0.4375,0.296875,-0.53125,0.171875,0.341064453125
3104,F3,D1,32,36,06,DE,1B,E5,2D,-0.203125,-0.734375,0.78125,0.84375,0.09375,-0.53125,0.421875,-0.421875,0.703125,1.0478515625
3105,D5,02,E4,26,1F,C9,38,16,D2,-0.671875,0.03125,-0.4375,0.59375,0.484375,-0.859375,0.875,0.34375,-0.71875,-1.249755859375
3106,D8,32,EF,33,3F,DD,19,16,F5,-0.625,0.78125,-0.265625,0.796875,0.984375,-0.546875,0.390625,0.34375,-0.171875,-1.044189453125
