# vector_id a_hex b_hex golden_hex delta sign_case
37214 5001 415B 415D 4442 same_sign
37215 5001 415C 415E 4443 same_sign
37216 5001 415D 415F 4444 same_sign
37217 5001 415E 4160 4445 same_sign
37218 5001 415F 4161 4446 same_sign
37219 5001 4160 4162 4447 same_sign
37220 5001 4161 4163 4448 same_sign
37221 5001 4162 4164 4449 same_sign
37222 5001 4163 4165 4450 same_sign
37223 5001 4164 4166 4451 same_sign
37224 5001 4165 4167 4452 same_sign
37225 5001 4166 4168 4453 same_sign
37226 5001 4167 4169 4454 same_sign
37227 5001 4168 416A 4455 same_sign
37228 5001 4169 416B 4456 same_sign
37229 5001 416A 416C 4457 same_sign
37230 5001 416B 416D 4458 same_sign
37231 5001 416C 416E 4459 same_sign
37232 5001 416D 416F 4460 same_sign
37233 5001 416E 4170 4461 same_sign
37234 5001 416F 4171 4462 same_sign
37235 5001 4170 4172 4463 same_sign
37236 5001 4171 4173 4464 same_sign
37237 5001 4172 4174 4465 same_sign
37238 5001 4173 4175 4466 same_sign
37239 5001 4174 4176 4467 same_sign
37240 5001 4175 4177 4468 same_sign
37241 5001 4176 4178 4469 same_sign
37242 5001 4177 4179 4470 same_sign
37243 5001 4178 417A 4471 same_sign
37244 5001 4179 417B 4472 same_sign
37245 5001 417A 417C 4473 same_sign
37246 5001 417B 417D 4474 same_sign
37247 5001 417C 417E 4475 same_sign
37248 5001 417D 417F 4476 same_sign
37249 5001 417E 4180 4477 same_sign
37250 5001 417F 4181 4478 same_sign
37251 5001 4180 4182 4479 same_sign
37252 5001 4181 4183 4480 same_sign
37253 5001 4182 4184 4481 same_sign
37254 5001 4183 4185 4482 same_sign
37255 5001 4184 4186 4483 same_sign
37256 5001 4185 4187 4484 same_sign
37257 5001 4186 4188 4485 same_sign
37258 5001 4187 4189 4486 same_sign
37259 5001 4188 418A 4487 same_sign
37260 5001 4189 418B 4488 same_sign
37261 5001 418A 418C 4489 same_sign
37262 5001 418B 418D 4490 same_sign
37263 5001 418C 418E 4491 same_sign
37264 5001 418D 418F 4492 same_sign
37265 5001 418E 4190 4493 same_sign
37266 5001 418F 4191 4494 same_sign
37267 5001 4190 4192 4495 same_sign
37268 5001 4191 4193 4496 same_sign
37269 5001 4192 4194 4497 same_sign
37270 5001 4193 4195 4498 same_sign
37271 5001 4194 4196 4499 same_sign
37272 5001 4195 4197 4500 same_sign
37273 5001 4196 4198 4501 same_sign
37274 5001 4197 4199 4502 same_sign
37275 5001 4198 419A 4503 same_sign
37276 5001 4199 419B 4504 same_sign
37277 5001 419A 419C 4505 same_sign
37278 5001 419B 419D 4506 same_sign
37279 5001 419C 419E 4507 same_sign
37280 5001 419D 419F 4508 same_sign
37281 5001 419E 41A0 4509 same_sign
37282 5001 419F 41A1 4510 same_sign
37283 5001 41A0 41A2 4511 same_sign
37284 5001 41A1 41A3 4512 same_sign
37285 5001 41A2 41A4 4513 same_sign
37286 5001 41A3 41A5 4514 same_sign
37287 5001 41A4 41A6 4515 same_sign
37288 5001 41A5 41A7 4516 same_sign
37289 5001 41A6 41A8 4517 same_sign
37290 5001 41A7 41A9 4518 same_sign
37291 5001 41A8 41AA 4519 same_sign
37292 5001 41A9 41AB 4520 same_sign
37293 5001 41AA 41AC 4521 same_sign
37294 5001 41AB 41AD 4522 same_sign
37295 5001 41AC 41AE 4523 same_sign
37296 5001 41AD 41AF 4524 same_sign
37297 5001 41AE 41B0 4525 same_sign
37298 5001 41AF 41B1 4526 same_sign
37299 5001 41B0 41B2 4527 same_sign
37300 5001 41B1 41B3 4528 same_sign
37301 5001 41B2 41B4 4529 same_sign
37302 5001 41B3 41B5 4530 same_sign
37303 5001 41B4 41B6 4531 same_sign
37304 5001 41B5 41B7 4532 same_sign
37305 5001 41B6 41B8 4533 same_sign
37306 5001 41B7 41B9 4534 same_sign
37307 5001 41B8 41BA 4535 same_sign
37308 5001 41B9 41BB 4536 same_sign
37309 5001 41BA 41BC 4537 same_sign
37310 5001 41BB 41BD 4538 same_sign
37311 5001 41BC 41BE 4539 same_sign
37312 5001 41BD 41BF 4540 same_sign
37313 5001 41BE 41C0 4541 same_sign
37314 5001 41BF 41C1 4542 same_sign
37315 5001 41C0 41C2 4543 same_sign
37316 5001 41C1 41C3 4544 same_sign
37317 5001 41C2 41C4 4545 same_sign
37318 5001 41C3 41C5 4546 same_sign
37319 5001 41C4 41C6 4547 same_sign
37320 5001 41C5 41C7 4548 same_sign
37321 5001 41C6 41C8 4549 same_sign
37322 5001 41C7 41C9 4550 same_sign
37323 5001 41C8 41CA 4551 same_sign
37324 5001 41C9 41CB 4552 same_sign
37325 5001 41CA 41CC 4553 same_sign
37326 5001 41CB 41CD 4554 same_sign
37327 5001 41CC 41CE 4555 same_sign
37328 5001 41CD 41CF 4556 same_sign
37329 5001 41CE 41D0 4557 same_sign
37330 5001 41CF 41D1 4558 same_sign
37331 5001 41D0 41D2 4559 same_sign
37332 5001 41D1 41D3 4560 same_sign
37333 5001 41D2 41D4 4561 same_sign
37334 5001 41D3 41D5 4562 same_sign
37335 5001 41D4 41D6 4563 same_sign
37336 5001 41D5 41D7 4564 same_sign
37337 5001 41D6 41D8 4565 same_sign
37338 5001 41D7 41D9 4566 same_sign
37339 5001 41D8 41DA 4567 same_sign
37340 5001 41D9 41DB 4568 same_sign
37341 5001 41DA 41DC 4569 same_sign
37342 5001 41DB 41DD 4570 same_sign
37343 5001 41DC 41DE 4571 same_sign
37344 5001 41DD 41DF 4572 same_sign
37345 5001 41DE 41E0 4573 same_sign
37346 5001 41DF 41E1 4574 same_sign
37347 5001 41E0 41E2 4575 same_sign
37348 5001 41E1 41E3 4576 same_sign
37349 5001 41E2 41E4 4577 same_sign
37350 5001 41E3 41E5 4578 same_sign
37351 5001 41E4 41E5 4579 same_sign
37352 5001 41E5 41E6 4580 same_sign
37353 5001 41E6 41E7 4581 same_sign
37354 5001 41E7 41E8 4582 same_sign
37355 5001 41E8 41E9 4583 same_sign
37356 5001 41E9 41EA 4584 same_sign
37357 5001 41EA 41EB 4585 same_sign
37358 5001 41EB 41EC 4586 same_sign
37359 5001 41EC 41ED 4587 same_sign
37360 5001 41ED 41EE 4588 same_sign
37361 5001 41EE 41EF 4589 same_sign
37362 5001 41EF 41F0 4590 same_sign
37363 5001 41F0 41F1 4591 same_sign
37364 5001 41F1 41F2 4592 same_sign
37365 5001 41F2 41F3 4593 same_sign
37366 5001 41F3 41F4 4594 same_sign
37367 5001 41F4 41F5 4595 same_sign
37368 5001 41F5 41F6 4596 same_sign
37369 5001 41F6 41F7 4597 same_sign
37370 5001 41F7 41F8 4598 same_sign
37371 5001 41F8 41F9 4599 same_sign
37372 5001 41F9 41FA 4600 same_sign
37373 5001 41FA 41FB 4601 same_sign
37374 5001 41FB 41FC 4602 same_sign
37375 5001 41FC 41FD 4603 same_sign
37376 5001 41FD 41FE 4604 same_sign
37377 5001 41FE 41FF 4605 same_sign
37378 5001 41FF 4200 4606 same_sign
37379 5001 4200 4201 4607 same_sign
37380 5001 4201 4202 4608 same_sign
37381 5001 4202 4203 4609 same_sign
37382 5001 4203 4204 4610 same_sign
37383 5001 4204 4205 4611 same_sign
37384 5001 4205 4206 4612 same_sign
37385 5001 4206 4207 4613 same_sign
37386 5001 4207 4208 4614 same_sign
37387 5001 4208 4209 4615 same_sign
37388 5001 4209 420A 4616 same_sign
37389 5001 420A 420B 4617 same_sign
37390 5001 420B 420C 4618 same_sign
37391 5001 420C 420D 4619 same_sign
37392 5001 420D 420E 4620 same_sign
37393 5001 420E 420F 4621 same_sign
37394 5001 420F 4210 4622 same_sign
37395 5001 4210 4211 4623 same_sign
37396 5001 4211 4212 4624 same_sign
37397 5001 4212 4213 4625 same_sign
37398 5001 4213 4214 4626 same_sign
37399 5001 4214 4215 4627 same_sign
37400 5001 4215 4216 4628 same_sign
37401 5001 4216 4217 4629 same_sign
37402 5001 4217 4218 4630 same_sign
37403 5001 4218 4219 4631 same_sign
37404 5001 4219 421A 4632 same_sign
37405 5001 421A 421B 4633 same_sign
37406 5001 421B 421C 4634 same_sign
37407 5001 421C 421D 4635 same_sign
37408 5001 421D 421E 4636 same_sign
37409 5001 421E 421F 4637 same_sign
37410 5001 421F 4220 4638 same_sign
37411 5001 4220 4221 4639 same_sign
37412 5001 4221 4222 4640 same_sign
37413 5001 4222 4223 4641 same_sign
37414 5001 4223 4224 4642 same_sign
37415 5001 4224 4225 4643 same_sign
37416 5001 4225 4226 4644 same_sign
37417 5001 4226 4227 4645 same_sign
37418 5001 4227 4228 4646 same_sign
37419 5001 4228 4229 4647 same_sign
37420 5001 4229 422A 4648 same_sign
37421 5001 422A 422B 4649 same_sign
37422 5001 422B 422C 4650 same_sign
37423 5001 422C 422D 4651 same_sign
37424 5001 422D 422E 4652 same_sign
37425 5001 422E 422F 4653 same_sign
37426 5001 422F 4230 4654 same_sign
37427 5001 4230 4231 4655 same_sign
37428 5001 4231 4232 4656 same_sign
37429 5001 4232 4233 4657 same_sign
37430 5001 4233 4234 4658 same_sign
37431 5001 4234 4235 4659 same_sign
37432 5001 4235 4236 4660 same_sign
37433 5001 4236 4237 4661 same_sign
37434 5001 4237 4238 4662 same_sign
37435 5001 4238 4239 4663 same_sign
37436 5001 4239 423A 4664 same_sign
37437 5001 423A 423B 4665 same_sign
37438 5001 423B 423C 4666 same_sign
37439 5001 423C 423D 4667 same_sign
37440 5001 423D 423E 4668 same_sign
37441 5001 423E 423F 4669 same_sign
37442 5001 423F 4240 4670 same_sign
37443 5001 4240 4241 4671 same_sign
37444 5001 4241 4242 4672 same_sign
37445 5001 4242 4243 4673 same_sign
37446 5001 4243 4244 4674 same_sign
37447 5001 4244 4245 4675 same_sign
37448 5001 4245 4246 4676 same_sign
37449 5001 4246 4247 4677 same_sign
37450 5001 4247 4248 4678 same_sign
37451 5001 4248 4249 4679 same_sign
37452 5001 4249 424A 4680 same_sign
37453 5001 424A 424B 4681 same_sign
37454 5001 424B 424C 4682 same_sign
37455 5001 424C 424D 4683 same_sign
37456 5001 424D 424E 4684 same_sign
37457 5001 424E 424F 4685 same_sign
37458 5001 424F 4250 4686 same_sign
37459 5001 4250 4251 4687 same_sign
37460 5001 4251 4252 4688 same_sign
37461 5001 4252 4253 4689 same_sign
37462 5001 4253 4254 4690 same_sign
37463 5001 4254 4255 4691 same_sign
37464 5001 4255 4256 4692 same_sign
37465 5001 4256 4257 4693 same_sign
37466 5001 4257 4258 4694 same_sign
37467 5001 4258 4259 4695 same_sign
37468 5001 4259 425A 4696 same_sign
37469 5001 425A 425B 4697 same_sign
37470 5001 425B 425C 4698 same_sign
37471 5001 425C 425D 4699 same_sign
37472 5001 425D 425E 4700 same_sign
37473 5001 425E 425F 4701 same_sign
37474 5001 425F 4260 4702 same_sign
37475 5001 4260 4261 4703 same_sign
37476 5001 4261 4262 4704 same_sign
37477 5001 4262 4263 4705 same_sign
37478 5001 4263 4264 4706 same_sign
37479 5001 4264 4265 4707 same_sign
37480 5001 4265 4266 4708 same_sign
37481 5001 4266 4267 4709 same_sign
37482 5001 4267 4268 4710 same_sign
37483 5001 4268 4269 4711 same_sign
37484 5001 4269 426A 4712 same_sign
37485 5001 426A 426B 4713 same_sign
37486 5001 426B 426C 4714 same_sign
37487 5001 426C 426D 4715 same_sign
37488 5001 426D 426E 4716 same_sign
37489 5001 426E 426F 4717 same_sign
37490 5001 426F 4270 4718 same_sign
37491 5001 4270 4271 4719 same_sign
37492 5001 4271 4272 4720 same_sign
37493 5001 4272 4273 4721 same_sign
37494 5001 4273 4274 4722 same_sign
37495 5001 4274 4275 4723 same_sign
37496 5001 4275 4276 4724 same_sign
37497 5001 4276 4277 4725 same_sign
37498 5001 4277 4278 4726 same_sign
37499 5001 4278 4279 4727 same_sign
37500 5001 4279 427A 4728 same_sign
37501 5001 427A 427B 4729 same_sign
37502 5001 427B 427C 4730 same_sign
37503 5001 427C 427D 4731 same_sign
37504 5001 427D 427E 4732 same_sign
37505 5001 427E 427F 4733 same_sign
37506 5001 427F 4280 4734 same_sign
37507 5001 4280 4281 4735 same_sign
37508 5001 4281 4282 4736 same_sign
37509 5001 4282 4283 4737 same_sign
37510 5001 4283 4284 4738 same_sign
37511 5001 4284 4285 4739 same_sign
37512 5001 4285 4286 4740 same_sign
37513 5001 4286 4287 4741 same_sign
37514 5001 4287 4288 4742 same_sign
37515 5001 4288 4289 4743 same_sign
37516 5001 4289 428A 4744 same_sign
37517 5001 428A 428B 4745 same_sign
37518 5001 428B 428C 4746 same_sign
37519 5001 428C 428D 4747 same_sign
37520 5001 428D 428E 4748 same_sign
37521 5001 428E 428F 4749 same_sign
37522 5001 428F 4290 4750 same_sign
37523 5001 4290 4291 4751 same_sign
37524 5001 4291 4292 4752 same_sign
37525 5001 4292 4293 4753 same_sign
37526 5001 4293 4294 4754 same_sign
37527 5001 4294 4295 4755 same_sign
37528 5001 4295 4296 4756 same_sign
37529 5001 4296 4297 4757 same_sign
37530 5001 4297 4298 4758 same_sign
37531 5001 4298 4299 4759 same_sign
37532 5001 4299 429A 4760 same_sign
37533 5001 429A 429B 4761 same_sign
37534 5001 429B 429C 4762 same_sign
37535 5001 429C 429D 4763 same_sign
37536 5001 429D 429E 4764 same_sign
37537 5001 429E 429F 4765 same_sign
37538 5001 429F 42A0 4766 same_sign
37539 5001 42A0 42A1 4767 same_sign
37540 5001 42A1 42A2 4768 same_sign
37541 5001 42A2 42A3 4769 same_sign
37542 5001 42A3 42A4 4770 same_sign
37543 5001 42A4 42A5 4771 same_sign
37544 5001 42A5 42A6 4772 same_sign
37545 5001 42A6 42A7 4773 same_sign
37546 5001 42A7 42A8 4774 same_sign
37547 5001 42A8 42A9 4775 same_sign
37548 5001 42A9 42AA 4776 same_sign
37549 5001 42AA 42AB 4777 same_sign
37550 5001 42AB 42AC 4778 same_sign
37551 5001 42AC 42AD 4779 same_sign
37552 5001 42AD 42AE 4780 same_sign
37553 5001 42AE 42AF 4781 same_sign
37554 5001 42AF 42B0 4782 same_sign
37555 5001 42B0 42B1 4783 same_sign
37556 5001 42B1 42B2 4784 same_sign
37557 5001 42B2 42B3 4785 same_sign
37558 5001 42B3 42B4 4786 same_sign
37559 5001 42B4 42B5 4787 same_sign
37560 5001 42B5 42B6 4788 same_sign
37561 5001 42B6 42B7 4789 same_sign
37562 5001 42B7 42B8 4790 same_sign
37563 5001 42B8 42B9 4791 same_sign
37564 5001 42B9 42BA 4792 same_sign
37565 5001 42BA 42BB 4793 same_sign
37566 5001 42BB 42BC 4794 same_sign
37567 5001 42BC 42BD 4795 same_sign
37568 5001 42BD 42BE 4796 same_sign
37569 5001 42BE 42BF 4797 same_sign
37570 5001 42BF 42C0 4798 same_sign
37571 5001 42C0 42C1 4799 same_sign
37572 5001 42C1 42C2 4800 same_sign
37573 5001 42C2 42C3 4801 same_sign
37574 5001 42C3 42C4 4802 same_sign
37575 5001 42C4 42C5 4803 same_sign
37576 5001 42C5 42C6 4804 same_sign
37577 5001 42C6 42C7 4805 same_sign
37578 5001 42C7 42C8 4806 same_sign
37579 5001 42C8 42C9 4807 same_sign
37580 5001 42C9 42CA 4808 same_sign
37581 5001 42CA 42CB 4809 same_sign
37582 5001 42CB 42CC 4810 same_sign
37583 5001 42CC 42CD 4811 same_sign
37584 5001 42CD 42CE 4812 same_sign
37585 5001 42CE 42CF 4813 same_sign
37586 5001 42CF 42D0 4814 same_sign
37587 5001 42D0 42D1 4815 same_sign
37588 5001 42D1 42D2 4816 same_sign
37589 5001 42D2 42D3 4817 same_sign
37590 5001 42D3 42D4 4818 same_sign
37591 5001 42D4 42D5 4819 same_sign
37592 5001 42D5 42D6 4820 same_sign
37593 5001 42D6 42D7 4821 same_sign
37594 5001 42D7 42D8 4822 same_sign
37595 5001 42D8 42D9 4823 same_sign
37596 5001 42D9 42DA 4824 same_sign
37597 5001 42DA 42DB 4825 same_sign
37598 5001 42DB 42DC 4826 same_sign
37599 5001 42DC 42DD 4827 same_sign
37600 5001 42DD 42DE 4828 same_sign
37601 5001 42DE 42DF 4829 same_sign
37602 5001 42DF 42E0 4830 same_sign
37603 5001 42E0 42E1 4831 same_sign
37604 5001 42E1 42E2 4832 same_sign
37605 5001 42E2 42E3 4833 same_sign
37606 5001 42E3 42E4 4834 same_sign
37607 5001 42E4 42E5 4835 same_sign
37608 5001 42E5 42E6 4836 same_sign
37609 5001 42E6 42E7 4837 same_sign
37610 5001 42E7 42E8 4838 same_sign
37611 5001 42E8 42E9 4839 same_sign
37612 5001 42E9 42EA 4840 same_sign
37613 5001 42EA 42EB 4841 same_sign
37614 5001 42EB 42EC 4842 same_sign
37615 5001 42EC 42ED 4843 same_sign
37616 5001 42ED 42EE 4844 same_sign
37617 5001 42EE 42EF 4845 same_sign
37618 5001 42EF 42F0 4846 same_sign
37619 5001 42F0 42F1 4847 same_sign
37620 5001 42F1 42F2 4848 same_sign
37621 5001 42F2 42F3 4849 same_sign
37622 5001 42F3 42F4 4850 same_sign
37623 5001 42F4 42F5 4851 same_sign
37624 5001 42F5 42F6 4852 same_sign
37625 5001 42F6 42F7 4853 same_sign
37626 5001 42F7 42F8 4854 same_sign
37627 5001 42F8 42F9 4855 same_sign
37628 5001 42F9 42FA 4856 same_sign
37629 5001 42FA 42FB 4857 same_sign
37630 5001 42FB 42FC 4858 same_sign
37631 5001 42FC 42FD 4859 same_sign
37632 5001 42FD 42FE 4860 same_sign
37633 5001 42FE 42FF 4861 same_sign
37634 5001 42FF 4300 4862 same_sign
37635 5001 4300 4301 4863 same_sign
37636 5001 4301 4302 4864 same_sign
37637 5001 4302 4303 4865 same_sign
37638 5001 4303 4304 4866 same_sign
37639 5001 4304 4305 4867 same_sign
37640 5001 4305 4306 4868 same_sign
37641 5001 4306 4307 4869 same_sign
37642 5001 4307 4308 4870 same_sign
37643 5001 4308 4309 4871 same_sign
37644 5001 4309 430A 4872 same_sign
37645 5001 430A 430B 4873 same_sign
37646 5001 430B 430C 4874 same_sign
37647 5001 430C 430D 4875 same_sign
37648 5001 430D 430E 4876 same_sign
37649 5001 430E 430F 4877 same_sign
37650 5001 430F 4310 4878 same_sign
37651 5001 4310 4311 4879 same_sign
37652 5001 4311 4312 4880 same_sign
37653 5001 4312 4313 4881 same_sign
37654 5001 4313 4314 4882 same_sign
37655 5001 4314 4315 4883 same_sign
37656 5001 4315 4316 4884 same_sign
37657 5001 4316 4317 4885 same_sign
37658 5001 4317 4318 4886 same_sign
37659 5001 4318 4319 4887 same_sign
37660 5001 4319 431A 4888 same_sign
37661 5001 431A 431B 4889 same_sign
37662 5001 431B 431C 4890 same_sign
37663 5001 431C 431D 4891 same_sign
37664 5001 431D 431E 4892 same_sign
37665 5001 431E 431F 4893 same_sign
37666 5001 431F 4320 4894 same_sign
37667 5001 4320 4321 4895 same_sign
37668 5001 4321 4322 4896 same_sign
37669 5001 4322 4323 4897 same_sign
37670 5001 4323 4324 4898 same_sign
37671 5001 4324 4325 4899 same_sign
37672 5001 4325 4326 4900 same_sign
37673 5001 4326 4327 4901 same_sign
37674 5001 4327 4328 4902 same_sign
37675 5001 4328 4329 4903 same_sign
37676 5001 4329 432A 4904 same_sign
37677 5001 432A 432B 4905 same_sign
37678 5001 432B 432C 4906 same_sign
37679 5001 432C 432D 4907 same_sign
37680 5001 432D 432E 4908 same_sign
37681 5001 432E 432F 4909 same_sign
37682 5001 432F 4330 4910 same_sign
37683 5001 4330 4331 4911 same_sign
37684 5001 4331 4332 4912 same_sign
37685 5001 4332 4333 4913 same_sign
37686 5001 4333 4334 4914 same_sign
37687 5001 4334 4335 4915 same_sign
37688 5001 4335 4336 4916 same_sign
37689 5001 4336 4337 4917 same_sign
37690 5001 4337 4338 4918 same_sign
37691 5001 4338 4339 4919 same_sign
37692 5001 4339 433A 4920 same_sign
37693 5001 433A 433B 4921 same_sign
37694 5001 433B 433C 4922 same_sign
37695 5001 433C 433D 4923 same_sign
37696 5001 433D 433E 4924 same_sign
37697 5001 433E 433F 4925 same_sign
37698 5001 433F 4340 4926 same_sign
37699 5001 4340 4341 4927 same_sign
37700 5001 4341 4342 4928 same_sign
37701 5001 4342 4343 4929 same_sign
37702 5001 4343 4344 4930 same_sign
37703 5001 4344 4345 4931 same_sign
37704 5001 4345 4346 4932 same_sign
37705 5001 4346 4347 4933 same_sign
37706 5001 4347 4348 4934 same_sign
37707 5001 4348 4349 4935 same_sign
37708 5001 4349 434A 4936 same_sign
37709 5001 434A 434B 4937 same_sign
37710 5001 434B 434C 4938 same_sign
37711 5001 434C 434D 4939 same_sign
37712 5001 434D 434E 4940 same_sign
37713 5001 434E 434F 4941 same_sign
37714 5001 434F 4350 4942 same_sign
37715 5001 4350 4351 4943 same_sign
37716 5001 4351 4352 4944 same_sign
37717 5001 4352 4353 4945 same_sign
37718 5001 4353 4354 4946 same_sign
37719 5001 4354 4355 4947 same_sign
37720 5001 4355 4356 4948 same_sign
37721 5001 4356 4357 4949 same_sign
37722 5001 4357 4358 4950 same_sign
37723 5001 4358 4359 4951 same_sign
37724 5001 4359 435A 4952 same_sign
37725 5001 435A 435B 4953 same_sign
37726 5001 435B 435C 4954 same_sign
37727 5001 435C 435D 4955 same_sign
37728 5001 435D 435E 4956 same_sign
37729 5001 435E 435F 4957 same_sign
37730 5001 435F 4360 4958 same_sign
37731 5001 4360 4361 4959 same_sign
37732 5001 4361 4362 4960 same_sign
37733 5001 4362 4363 4961 same_sign
37734 5001 4363 4364 4962 same_sign
37735 5001 4364 4365 4963 same_sign
37736 5001 4365 4366 4964 same_sign
37737 5001 4366 4367 4965 same_sign
37738 5001 4367 4368 4966 same_sign
37739 5001 4368 4369 4967 same_sign
37740 5001 4369 436A 4968 same_sign
37741 5001 436A 436B 4969 same_sign
37742 5001 436B 436C 4970 same_sign
37743 5001 436C 436D 4971 same_sign
37744 5001 436D 436E 4972 same_sign
37745 5001 436E 436F 4973 same_sign
37746 5001 436F 4370 4974 same_sign
37747 5001 4370 4371 4975 same_sign
37748 5001 4371 4372 4976 same_sign
37749 5001 4372 4373 4977 same_sign
37750 5001 4373 4374 4978 same_sign
37751 5001 4374 4375 4979 same_sign
37752 5001 4375 4376 4980 same_sign
37753 5001 4376 4377 4981 same_sign
37754 5001 4377 4378 4982 same_sign
37755 5001 4378 4379 4983 same_sign
37756 5001 4379 437A 4984 same_sign
37757 5001 437A 437B 4985 same_sign
37758 5001 437B 437C 4986 same_sign
37759 5001 437C 437D 4987 same_sign
37760 5001 437D 437E 4988 same_sign
37761 5001 437E 437F 4989 same_sign
37762 5001 437F 4380 4990 same_sign
37763 5001 4380 4381 4991 same_sign
37764 5001 4381 4382 4992 same_sign
37765 5001 4382 4383 4993 same_sign
37766 5001 4383 4384 4994 same_sign
37767 5001 4384 4385 4995 same_sign
37768 5001 4385 4386 4996 same_sign
37769 5001 4386 4387 4997 same_sign
37770 5001 4387 4388 4998 same_sign
37771 5001 4388 4389 4999 same_sign
37772 5001 4389 438A 5000 same_sign
37773 5001 438A 438B 5001 same_sign
37774 5001 438B 438C 5002 same_sign
37775 5001 438C 438D 5003 same_sign
37776 5001 438D 438E 5004 same_sign
37777 5001 438E 438F 5005 same_sign
37778 5001 438F 4390 5006 same_sign
37779 5001 4390 4391 5007 same_sign
37780 5001 4391 4392 5008 same_sign
37781 5001 4392 4393 5009 same_sign
37782 5001 4393 4394 5010 same_sign
37783 5001 4394 4395 5011 same_sign
37784 5001 4395 4396 5012 same_sign
37785 5001 4396 4397 5013 same_sign
37786 5001 4397 4398 5014 same_sign
37787 5001 4398 4399 5015 same_sign
37788 5001 4399 439A 5016 same_sign
37789 5001 439A 439B 5017 same_sign
37790 5001 439B 439C 5018 same_sign
37791 5001 439C 439D 5019 same_sign
37792 5001 439D 439E 5020 same_sign
37793 5001 439E 439F 5021 same_sign
37794 5001 439F 43A0 5022 same_sign
37795 5001 43A0 43A1 5023 same_sign
37796 5001 43A1 43A2 5024 same_sign
37797 5001 43A2 43A3 5025 same_sign
37798 5001 43A3 43A4 5026 same_sign
37799 5001 43A4 43A5 5027 same_sign
37800 5001 43A5 43A6 5028 same_sign
37801 5001 43A6 43A7 5029 same_sign
37802 5001 43A7 43A8 5030 same_sign
37803 5001 43A8 43A9 5031 same_sign
37804 5001 43A9 43AA 5032 same_sign
37805 5001 43AA 43AB 5033 same_sign
37806 5001 43AB 43AC 5034 same_sign
37807 5001 43AC 43AD 5035 same_sign
37808 5001 43AD 43AE 5036 same_sign
37809 5001 43AE 43AF 5037 same_sign
37810 5001 43AF 43B0 5038 same_sign
37811 5001 43B0 43B1 5039 same_sign
37812 5001 43B1 43B2 5040 same_sign
37813 5001 43B2 43B3 5041 same_sign
37814 5001 43B3 43B4 5042 same_sign
37815 5001 43B4 43B5 5043 same_sign
37816 5001 43B5 43B6 5044 same_sign
37817 5001 43B6 43B7 5045 same_sign
37818 5001 43B7 43B8 5046 same_sign
37819 5001 43B8 43B9 5047 same_sign
37820 5001 43B9 43BA 5048 same_sign
37821 5001 43BA 43BB 5049 same_sign
37822 5001 43BB 43BC 5050 same_sign
37823 5001 43BC 43BD 5051 same_sign
37824 5001 43BD 43BE 5052 same_sign
37825 5001 43BE 43BF 5053 same_sign
37826 5001 43BF 43C0 5054 same_sign
37827 5001 43C0 43C1 5055 same_sign
37828 5001 43C1 43C2 5056 same_sign
37829 5001 43C2 43C3 5057 same_sign
37830 5001 43C3 43C4 5058 same_sign
37831 5001 43C4 43C5 5059 same_sign
37832 5001 43C5 43C6 5060 same_sign
37833 5001 43C6 43C7 5061 same_sign
37834 5001 43C7 43C8 5062 same_sign
37835 5001 43C8 43C9 5063 same_sign
37836 5001 43C9 43CA 5064 same_sign
37837 5001 43CA 43CB 5065 same_sign
37838 5001 43CB 43CC 5066 same_sign
37839 5001 43CC 43CD 5067 same_sign
37840 5001 43CD 43CE 5068 same_sign
37841 5001 43CE 43CF 5069 same_sign
37842 5001 43CF 43D0 5070 same_sign
37843 5001 43D0 43D1 5071 same_sign
37844 5001 43D1 43D2 5072 same_sign
37845 5001 43D2 43D3 5073 same_sign
37846 5001 43D3 43D4 5074 same_sign
37847 5001 43D4 43D5 5075 same_sign
37848 5001 43D5 43D6 5076 same_sign
37849 5001 43D6 43D7 5077 same_sign
37850 5001 43D7 43D8 5078 same_sign
37851 5001 43D8 43D9 5079 same_sign
37852 5001 43D9 43DA 5080 same_sign
37853 5001 43DA 43DB 5081 same_sign
37854 5001 43DB 43DC 5082 same_sign
37855 5001 43DC 43DD 5083 same_sign
37856 5001 43DD 43DE 5084 same_sign
37857 5001 43DE 43DF 5085 same_sign
37858 5001 43DF 43E0 5086 same_sign
37859 5001 43E0 43E1 5087 same_sign
37860 5001 43E1 43E2 5088 same_sign
37861 5001 43E2 43E3 5089 same_sign
37862 5001 43E3 43E4 5090 same_sign
37863 5001 43E4 43E5 5091 same_sign
37864 5001 43E5 43E6 5092 same_sign
37865 5001 43E6 43E7 5093 same_sign
37866 5001 43E7 43E8 5094 same_sign
37867 5001 43E8 43E9 5095 same_sign
37868 5001 43E9 43EA 5096 same_sign
37869 5001 43EA 43EB 5097 same_sign
37870 5001 43EB 43EC 5098 same_sign
37871 5001 43EC 43ED 5099 same_sign
37872 5001 43ED 43EE 5100 same_sign
37873 5001 43EE 43EF 5101 same_sign
37874 5001 43EF 43F0 5102 same_sign
37875 5001 43F0 43F1 5103 same_sign
37876 5001 43F1 43F2 5104 same_sign
37877 5001 43F2 43F3 5105 same_sign
37878 5001 43F3 43F4 5106 same_sign
37879 5001 43F4 43F5 5107 same_sign
37880 5001 43F5 43F6 5108 same_sign
37881 5001 43F6 43F7 5109 same_sign
37882 5001 43F7 43F8 5110 same_sign
37883 5001 43F8 43F9 5111 same_sign
