#Compact FlexGrip FXP16_32 experiment.
#RTL-derived fixed-point interpretation:
#  X,Y : signed_6_M10  -> 16-bit with 10 fractional bits
#  A,R : signed_11_M20 -> 32-bit with 20 fractional bits
#Raw-domain fixed-point reference: D_raw = C_raw + A_raw @ B_raw, saturated to signed 32-bit.
#DPU-like error reference uses original random real operands before fixed-point quantization.
#Only B is transposed by the global_mem generator for hardware feeding.

#FULL_A_16x16 decoded_real_signed_6_M10
1.09570312 -0.24414062 1.43457031 0.78906250 -1.62304688 1.90234375 1.04492188 1.14453125 -1.48730469 -0.19824219 -0.51660156 1.70703125 0.57519531 1.29101562 -0.22656250 -1.09082031
-1.78647226949 0.364575264444 0.722858107198 -0.425478172672 -0.728035612192 0.0181049480889 1.50001976894 1.40452650729 -1.82609975195 -1.27400636161 -1.05302051558 -1.00244969667 0.284930606971 -0.334950297187 -1.80298352029 -0.505543446162
0.0950117948705 -1.59331238839 1.33383421515 -1.79215253414 1.69936747607 -1.60354743368 1.37429980639 1.61061257571 1.91828272235 1.20810352109 1.11791016309 0.569933103982 1.11598541831 -1.46179116635 0.144272143791 0.0568914807617
1.43028857649 -0.148802537626 -0.459642015599 0.558253084948 -0.934146729997 -1.44092635618 -0.088490903905 -0.33244252562 -1.06972023788 -0.529952759539 -0.534430200695 -0.69001774235 -0.482143681092 0.742973381824 -0.812494101715 1.79543170686
1.66539207815 -0.0763582867997 -0.686555179981 0.14173915932 1.39424195509 0.61034936224 1.21756731179 0.130889104263 0.53167051707 -0.84737754327 0.939572649241 -1.1903816275 0.779192515274 1.4428762733 -1.47158865079 0.457518962168
-1.61961700708 0.902862513086 -1.66202712471 1.7437592908 -1.45036827985 1.83552098364 1.20353670434 0.374728017865 1.13049641852 1.18045935593 1.78410825127 -0.986466584643 0.360303581433 -1.61980320974 0.464662800096 -1.31483478363
0.25980244589 0.289722056135 -0.136059388075 0.0905271020525 1.05569356003 1.19697886605 -0.0313871376983 0.39837376609 1.72494494276 -1.521065646 -1.5315857364 -1.64916395236 0.631453140162 -0.325566796838 1.09728566457 0.684925653234
-0.665448966687 1.59346618945 1.05012858828 -0.917860236359 -0.543231928912 -0.742240079183 -1.3695534055 -1.40886650983 1.7445098535 -0.248383851205 -0.46672070889 0.91874283471 0.211972261012 1.74455994735 1.12120597564 -0.0825217435018
-0.494562106077 1.9465261797 0.871040944015 1.80477864002 -1.52608569113 1.40213471676 0.548295535965 -1.51231328666 0.353031999877 0.744385460422 -1.95078925645 -0.182728152633 1.30159804479 -0.818563898624 -0.165807672806 -0.230743491728
-0.79229043423 1.67376758206 1.12517614173 -1.55764635602 1.98813863135 1.51680009723 -0.864366248544 1.34758631864 -1.57432187251 1.9964189219 0.662738944426 0.600500062235 -1.63823709206 1.58813359559 -1.88400198718 -1.03668776784
-1.42791249933 1.10707176277 -1.20718309115 1.64255290852 0.62507615731 -1.85534915802 -1.97828066349 -1.79336833194 0.423700710591 1.20592724344 -1.04578871749 1.39763537169 -1.77107223939 1.20385541457 1.71118172069 1.08843359642
0.792483135915 1.35192087462 -1.83939480181 -1.19287155712 -1.50030528278 0.0181239607719 0.980752513315 0.520047378306 1.40452439905 -1.37914803024 0.938484367741 -1.22783403652 -0.916964994729 0.839618789125 1.92081913959 0.446174423908
-1.78199874003 0.46523587971 -1.83059779368 1.53658284547 0.838313140402 -1.30748861431 -1.6331159767 -1.26586708448 1.92010871822 -0.165757430166 1.13632379337 0.545633368431 0.289652599835 -1.41947898134 1.78409781423 -0.794629469941
0.31206886323 0.799103778356 0.596932620981 1.76237763878 -1.40624404032 0.0334109537878 -0.383862437037 -0.10332508207 -1.52312989521 -1.46362156051 -0.887697816875 -0.781181584957 -0.288387145275 0.443950188147 0.538516469673 -0.352756413658
-0.364867562285 -1.12948589321 0.353224993636 -0.731836354731 -1.85576066289 -0.326399823373 -0.103469299639 -1.09762852718 0.289831732488 0.263087601728 0.808008724441 0.591793928805 0.609732226084 -0.735143392704 1.14972888794 0.196577534399
-0.27432721928 0.504049923764 -0.557370662199 0.050956978427 0.946822753929 1.54561154689 1.68422878918 0.0145317007324 0.0811004589623 1.19948164306 -0.742197233023 1.34952944938 -0.0234334139303 -1.53657310266 -1.71176341171 1.36797284416
#FULL_C_16x16_original_real_before_fxp_quantization
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#FULL_D_16x16_full_precision_real_reference decoded_real
-0.441940051203 -0.741555538168 -5.30396829018 -1.47142599857 -7.16898029257 -2.8354133832 -1.7803365309 2.61536582854 10.2347732658 -5.92604917289 5.2782019218 -6.58279930959 -2.7913603779 -3.98223308585 10.1038766127 -4.12822593775
7.35912926812 -3.41297742755 6.90451449255 1.04361612222 2.40462641522 2.3659564252 2.48115043221 -5.78705908469 7.74794585548 0.823422559498 -8.22623021448 2.40889832997 7.79346805241 -2.64471236282 -1.20649730201 7.656682552
-9.04843698913 5.36533730248 3.58112807276 2.54194941755 2.96098289281 -4.51530003077 -10.7482102227 -2.12093893228 -3.13048072072 6.06799389336 1.98806913943 7.8059905389 -3.8063196854 3.26517946298 6.28431659789 -5.9394767463
-0.0480953421371 -0.016002154024 -0.878023606563 1.73826410808 4.17380707606 11.2463327674 -1.85032607085 -3.91044935655 6.76019497498 0.945247654311 1.92856374802 0.887640293162 3.62926799148 -3.63125466823 -2.78813503331 -5.19676224553
-0.315774018635 -3.75202533796 6.49808992315 0.888978537626 -8.05627500208 5.16069639867 5.57602839706 -0.218228124106 -4.29818557074 1.44067791796 -4.90904915583 2.1630456051 4.72361506401 -10.7588749041 -5.43037293398 -2.99192071418
3.18116354194 -6.72687237473 3.23072612869 -11.7317395217 5.9436830129 -0.213837086563 0.935859169347 6.86655849923 4.17666638124 -2.423739961 -0.079266950902 1.21289851066 -1.07144948395 -4.63529646495 0.522245107183 -1.04115242664
6.77899318072 8.04867847096 4.91265901043 5.92130834636 -6.38103742259 2.61093633263 -4.50750489515 -5.68179630896 -7.43397054928 0.542416603707 -1.73021209743 -1.88876016183 -0.635970455439 14.2829453209 -2.81648813573 0.95236644898
5.62300135225 3.17740749203 5.08508666427 -1.21850133153 -4.49874618471 5.4346046939 4.09142007144 4.78746932438 -9.72840255543 -2.87503439544 0.44968973554 -7.05902018964 2.01474995192 9.04713892054 -7.68633039831 -0.843608219908
-1.85425875225 1.52438417893 2.96328270194 9.17979712045 -1.77605175517 -1.18923337691 -0.375462602437 -4.90051087671 -11.5018583756 3.8638311833 -7.03890883198 2.46294240286 3.19375046229 0.79945380094 -1.91977481496 7.15446431368
8.0163894422 -1.53968085259 4.72497911309 -10.255459992 0.873794071405 1.28872775497 -1.36523150616 0.962134886756 0.0200654128962 -6.69744959848 -2.49658532227 0.492694912585 -0.608840455055 6.06952337255 0.846293078682 4.71684675738
-3.54380581936 9.24412281753 10.8260032235 -5.40565768648 4.28124189116 4.47310985415 -1.97301268519 9.65314337252 -10.2594820783 -6.39897713432 -2.76131729923 -4.79397186425 -0.400493765579 13.9880126696 -0.430860554927 -5.78802011013
-5.73534355173 -3.71412847985 3.12363589495 1.03197936982 0.726669321851 0.153382764952 6.29299101188 3.39486579243 0.00256230897268 3.97779721835 5.33238684964 -3.23049695584 8.29495468126 -6.66612985524 -6.33036032725 -3.74330342106
-7.52624867748 8.67688941353 6.62274844667 0.878713419697 5.01894930147 12.7114494247 7.21723970102 7.72007911121 -14.7946768707 11.7348755311 -0.920121586346 2.76718179942 0.178461925944 3.90629583442 -14.3653481599 -3.88103349751
-5.9828610258 -0.202093909226 -0.427770864524 0.648907749961 0.94856062428 -5.74458107388 1.91690585537 -0.123228339985 3.31570993135 4.74449928259 -0.734605192029 6.68178262873 1.32219496529 -1.95855576557 8.24665589069 7.79434788271
-1.7094912877 12.6434243997 1.01619956379 7.27644116078 -4.21202267737 -3.96966422564 -4.39090106452 -2.80299121374 -13.1404133242 -4.94474265021 -8.86068726873 -2.15924737334 -5.44850263559 13.9418944482 -0.351788505342 0.684094303627
-0.805123972069 2.87406137327 -11.4631565856 2.51962913248 -3.07511734788 6.79830752098 4.72774697494 0.835094292278 3.42525136068 -3.64700070304 -0.458307505157 -6.31727621034 -4.91595002752 -2.79884875006 -3.88072453236 -0.201459093689
#FULL_D_16x16_full_precision_real_reference_rounded_fxp32 encoded
FFF8EDD0 FFF42297 FFAB22F2 FFE8750A FF8D4BDB FFD2A226 FFE383BE 0029D88A 00A3C1A2 FFA12EE7 00547384 FF96ACDB FFD35697 FFC048C6 00A1A97B FFBDF2C9
0075BEFE FFC96472 006E78E4 0010B2A7 0026795A 0025DAF5 0027B2CB FFA36835 007BF796 000D2CBD FF7C615C 00268AD9 007CB20C FFD5AF42 FFECB230 007A81C6
FF6F399A 0055D86C 00394C4D 0028ABD3 002F6030 FFB7C155 FF540755 FFDE10A2 FFCDE98D 00611681 001FCF22 007CE556 FFC31951 00343E2D 00648C90 FFA0F7E7
FFFF3B00 FFFFBE75 FFF1F39E 001BCFEE 0042C7EA 00B3F0FB FFE26510 FFC16ECD 006C29C2 000F1FBC 001EDB66 000E33C6 003A117B FFC5E662 FFD363CD FFACDA10
FFFAF297 FFC3F7B4 0067F82D 000E3942 FF7F197F 00529236 0059376A FFFC8223 FFBB3AA2 00170D04 FFB17489 00229BD6 004B93ED FF53DBA6 FFA91D31 FFD02118
0032E60C FF945EBB 0033B10E FF444ACB 005F1953 FFFC9420 000EF947 006DDD6C 0042D3A0 FFD9385C FFFEBB53 00136808 FFEEDB58 FFB5D5D3 00085B1E FFEF5771
006C76C2 0080C763 004E9A40 005EBDAE FF99E745 0029C665 FFB7E143 FFA5175D FF890E75 0008ADBD FFE4510D FFE1C7A3 FFF5D311 00E486F2 FFD2EFAA 000F3CE5
0059F7D0 0032D6A9 00515C84 FFEC8105 FFB80523 0056F424 00417675 004C9979 FF645877 FFD1FFDC 000731EE FF8F0E41 00203C6A 0090C115 FF8504CA FFF28095
FFE254F5 001863E1 002F699B 0092E073 FFE3954B FFECF8E6 FFF9FE1B FFB19782 FF47F863 003DD241 FF8F60A1 00276836 0033199A 000CCA90 FFE1489A 007278B0
00804322 FFE75D78 004B9984 FF5BE9A3 000DFB0F 00149EA1 FFEA2803 000F64E8 00005230 FF94D73F FFD80DFD 0007E214 FFF64231 00611CC5 000D8A6B 004B7834
FFC74C92 0093E7ED 00AD374F FFA9826D 00447FF7 004791DC FFE06E8A 009A7346 FF5BD929 FF999DCA FFD3D1A5 FFB34BE4 FFF99794 00DFCEE6 FFF91B32 FFA36445
FFA43C08 FFC492EE 0031FA6A 001082FD 000BA070 00027441 0064B017 0036515F 00000A7F 003FA50F 00555175 FFCC4FE2 0084B822 FF955788 FF9AB6D8 FFC41B6E
FF87947C 008AD48A 0069F6C7 000E0F36 00504D9E 00CB6219 007379D0 007B8572 FF134901 00BBC20D FFF1472F 002C4660 0002DAFB 003E8030 FF1A2789 FFC1E749
FFA04634 FFFCC439 FFF927DA 000A61ED 000F2D4E FFA41632 001EABA5 FFFE0742 00350D26 004BE978 FFF43F0F 006AE895 001527B6 FFE0A9C1 0083F24D 007CB5A6
FFE4A5EC 00CA4B77 0010425A 00746C4E FFBC9B8E FFC07C41 FFB9BEDF FFD326F3 FF2DC0DE FFB0E256 FF723AA0 FFDD73B9 FFA8D2EF 00DF1200 FFFA5F13 000AF20D
FFF31E36 002DFC28 FF4896E9 00285067 FFCECC52 006CC5DE 004BA4DA 000D5C8C 0036CDD4 FFC5A5E3 FFF8AAC6 FF9AEC70 FFB15845 FFD337EA FFC1E88D FFFCC6D3
