vector_id,label,width_bits,fraction_bits,original,signed_raw,encoded_hex,decoded_fixed,quantization_error
44,B1,8,5,-0.5725971980,-18,EE,-0.5625,0.010097198
44,B2,8,5,-0.0536276282,-2,FE,-0.0625,-0.0088723718
44,B3,8,5,0.8023616517,26,1A,0.8125,0.0101383483
44,C0,16,10,0.5920495203,606,025E,0.591796875,-0.0002526453
45,A0,8,5,-0.6606172076,-21,EB,-0.65625,0.0043672076
45,A1,8,5,-0.8304089265,-27,E5,-0.84375,-0.0133410735
45,A2,8,5,0.0309040198,1,01,0.03125,0.0003459802
45,A3,8,5,0.2658817115,9,09,0.28125,0.0153682885
45,B0,8,5,-0.3296234892,-11,F5,-0.34375,-0.0141265108
45,B1,8,5,0.6368469291,20,14,0.625,-0.0118469291
45,B2,8,5,0.5022762751,16,10,0.5,-0.0022762751
45,B3,8,5,0.3455913411,11,0B,0.34375,-0.0018413411
45,C0,16,10,-0.5507186680,-564,FDCC,-0.55078125,-6.2582e-05
46,A0,8,5,-0.6017401345,-19,ED,-0.59375,0.0079901345
46,A1,8,5,-0.9511492245,-30,E2,-0.9375,0.0136492245
46,A2,8,5,-0.5103149118,-16,F0,-0.5,0.0103149118
46,A3,8,5,-0.0497273116,-2,FE,-0.0625,-0.0127726884
46,B0,8,5,0.6994753892,22,16,0.6875,-0.0119753892
46,B1,8,5,-0.8543435416,-27,E5,-0.84375,0.0105935416
46,B2,8,5,-0.1711179780,-5,FB,-0.15625,0.014867978
46,B3,8,5,0.2595307615,8,08,0.25,-0.0095307615
46,C0,16,10,-0.6111295265,-626,FD8E,-0.611328125,-0.0001985985
47,A0,8,5,0.3927085010,13,0D,0.40625,0.013541499
47,A1,8,5,-0.0112456620,0,00,0,0.011245662
47,A2,8,5,-0.5120311208,-16,F0,-0.5,0.0120311208
47,A3,8,5,0.3121160222,10,0A,0.3125,0.0003839778
47,B0,8,5,-0.9889103637,-32,E0,-1,-0.0110896363
47,B1,8,5,0.5019289532,16,10,0.5,-0.0019289532
47,B2,8,5,0.5400923771,17,11,0.53125,-0.0088423771
47,B3,8,5,-0.7868254069,-25,E7,-0.78125,0.0055754069
47,C0,16,10,-0.1497076121,-153,FF67,-0.1494140625,0.0002935496
48,A0,8,5,-0.6482266366,-21,EB,-0.65625,-0.0080233634
48,A1,8,5,0.9159320846,29,1D,0.90625,-0.0096820846
48,A2,8,5,0.0359155009,1,01,0.03125,-0.0046655009
48,A3,8,5,-0.8995632297,-29,E3,-0.90625,-0.0066867703
48,B0,8,5,-0.5016034407,-16,F0,-0.5,0.0016034407
48,B1,8,5,0.6966726947,22,16,0.6875,-0.0091726947
48,B2,8,5,-0.0870763491,-3,FD,-0.09375,-0.0066736509
48,B3,8,5,0.6028332034,19,13,0.59375,-0.0090832034
48,C0,16,10,0.3351554652,343,0157,0.3349609375,-0.0001945277
49,A0,8,5,0.9757849061,31,1F,0.96875,-0.0070349061
49,A1,8,5,0.1909046369,6,06,0.1875,-0.0034046369
49,A2,8,5,0.9000792169,29,1D,0.90625,0.0061707831
49,A3,8,5,0.7828518516,25,19,0.78125,-0.0016018516
49,B0,8,5,0.2253046455,7,07,0.21875,-0.0065546455
49,B1,8,5,0.4385479226,14,0E,0.4375,-0.0010479226
49,B2,8,5,0.0095563296,0,00,0,-0.0095563296
49,B3,8,5,0.6611383394,21,15,0.65625,-0.0048883394
49,C0,16,10,0.0957439012,98,0062,0.095703125,-4.07762e-05
50,A0,8,5,0.7944162065,25,19,0.78125,-0.0131662065
50,A1,8,5,0.4873108843,16,10,0.5,0.0126891157
50,A2,8,5,-0.0506511264,-2,FE,-0.0625,-0.0118488736
50,A3,8,5,-0.4816169031,-15,F1,-0.46875,0.0128669031
50,B0,8,5,-0.5055205250,-16,F0,-0.5,0.005520525
50,B1,8,5,0.2753228736,9,09,0.28125,0.0059271264
50,B2,8,5,0.5316273686,17,11,0.53125,-0.0003773686
50,B3,8,5,0.0425996257,1,01,0.03125,-0.0113496257
50,C0,16,10,0.2534968740,260,0104,0.25390625,0.000409376
51,A0,8,5,-0.4508051062,-14,F2,-0.4375,0.0133051062
51,A1,8,5,-0.8450332923,-27,E5,-0.84375,0.0012832923
51,A2,8,5,-0.4285436983,-14,F2,-0.4375,-0.0089563017
51,A3,8,5,-0.4565697858,-15,F1,-0.46875,-0.0121802142
51,B0,8,5,-0.3605808632,-12,F4,-0.375,-0.0144191368
51,B1,8,5,0.0803044450,3,03,0.09375,0.013445555
51,B2,8,5,-0.7232518770,-23,E9,-0.71875,0.004501877
51,B3,8,5,-0.5374770405,-17,EF,-0.53125,0.0062270405
51,C0,16,10,0.3878996246,397,018D,0.3876953125,-0.0002043121
52,A0,8,5,0.4128382834,13,0D,0.40625,-0.0065882834
52,A1,8,5,-0.8715422986,-28,E4,-0.875,-0.0034577014
52,A2,8,5,-0.1848012607,-6,FA,-0.1875,-0.0026987393
52,A3,8,5,0.0852222810,3,03,0.09375,0.008527719
52,B0,8,5,-0.1684515318,-5,FB,-0.15625,0.0122015318
52,B1,8,5,-0.5863312210,-19,ED,-0.59375,-0.007418779
52,B2,8,5,-0.1597129645,-5,FB,-0.15625,0.0034629645
52,B3,8,5,0.8096769567,26,1A,0.8125,0.0028230433
52,C0,16,10,0.1681588284,172,00AC,0.16796875,-0.0001900784
53,A0,8,5,0.3910459730,13,0D,0.40625,0.015204027
53,A1,8,5,0.7134640646,23,17,0.71875,0.0052859354
53,A2,8,5,0.5311891522,17,11,0.53125,6.08478e-05
53,A3,8,5,-0.2392379421,-8,F8,-0.25,-0.0107620579
53,B0,8,5,-0.9882078328,-32,E0,-1,-0.0117921672
53,B1,8,5,-0.2964823947,-9,F7,-0.28125,0.0152323947
53,B2,8,5,0.5069502501,16,10,0.5,-0.0069502501
53,B3,8,5,0.7068959011,23,17,0.71875,0.0118540989
53,C0,16,10,0.9068606769,929,03A1,0.9072265625,0.0003658856
54,A0,8,5,-0.1619574347,-5,FB,-0.15625,0.0057074347
54,A1,8,5,0.4950313380,16,10,0.5,0.004968662
54,A2,8,5,0.0922646195,3,03,0.09375,0.0014853805
54,A3,8,5,0.2065051779,7,07,0.21875,0.0122448221
54,B0,8,5,-0.5589226114,-18,EE,-0.5625,-0.0035773886
54,B1,8,5,-0.5611567308,-18,EE,-0.5625,-0.0013432692
54,B2,8,5,-0.1283280479,-4,FC,-0.125,0.0033280479
54,B3,8,5,-0.9419503601,-30,E2,-0.9375,0.0044503601
54,C0,16,10,-0.3277409126,-336,FEB0,-0.328125,-0.0003840874
55,A0,8,5,0.3582837701,11,0B,0.34375,-0.0145337701
55,A1,8,5,-0.1913666617,-6,FA,-0.1875,0.0038666617
55,A2,8,5,-0.6699105376,-21,EB,-0.65625,0.0136605376
55,A3,8,5,-0.0652197015,-2,FE,-0.0625,0.0027197015
55,B0,8,5,-0.7447444054,-24,E8,-0.75,-0.0052555946
55,B1,8,5,0.2445139219,8,08,0.25,0.0054860781
55,B2,8,5,-0.9460670962,-30,E2,-0.9375,0.0085670962
55,B3,8,5,-0.2119594873,-7,F9,-0.21875,-0.0067905127
55,C0,16,10,0.1287839660,132,0084,0.12890625,0.000122284
56,A0,8,5,-0.9457959073,-30,E2,-0.9375,0.0082959073
56,A1,8,5,0.2854992960,9,09,0.28125,-0.004249296
56,A2,8,5,-0.7286010255,-23,E9,-0.71875,0.0098510255
56,A3,8,5,-0.0766031119,-2,FE,-0.0625,0.0141031119
56,B0,8,5,-0.8994307330,-29,E3,-0.90625,-0.006819267
56,B1,8,5,-0.2417922716,-8,F8,-0.25,-0.0082077284
56,B2,8,5,-0.5766794316,-18,EE,-0.5625,0.0141794316
56,B3,8,5,-0.3463083902,-11,F5,-0.34375,0.0025583902
56,C0,16,10,0.5224594158,535,0217,0.5224609375,1.52170000001e-06
57,A0,8,5,-0.2417475689,-8,F8,-0.25,-0.0082524311
57,A1,8,5,0.5040196471,16,10,0.5,-0.0040196471
57,A2,8,5,0.6638485703,21,15,0.65625,-0.0075985703
57,A3,8,5,-0.4954569364,-16,F0,-0.5,-0.0045430636
57,B0,8,5,-0.8361875345,-27,E5,-0.84375,-0.0075624655
57,B1,8,5,-0.9612334259,-31,E1,-0.96875,-0.0075165741
57,B2,8,5,0.0788380958,3,03,0.09375,0.0149119042
57,B3,8,5,0.9998156570,32,20,1,0.000184343
57,C0,16,10,-0.3000793126,-307,FECD,-0.2998046875,0.0002746251
58,A0,8,5,0.3002881865,10,0A,0.3125,0.0122118135
58,A1,8,5,0.5624660992,18,12,0.5625,3.39008e-05
58,A2,8,5,0.3035093105,10,0A,0.3125,0.0089906895
58,A3,8,5,0.5084664081,16,10,0.5,-0.0084664081
58,B0,8,5,0.8992234654,29,1D,0.90625,0.0070265346
58,B1,8,5,-0.6012786353,-19,ED,-0.59375,0.0075286353
58,B2,8,5,-0.9592399654,-31,E1,-0.96875,-0.0095100346
58,B3,8,5,-0.6952353084,-22,EA,-0.6875,0.0077353084
58,C0,16,10,-0.7475580503,-765,FD03,-0.7470703125,0.0004877378
59,A0,8,5,0.3389176892,11,0B,0.34375,0.0048323108
59,A1,8,5,0.1279391639,4,04,0.125,-0.0029391639
59,A2,8,5,-0.5640709182,-18,EE,-0.5625,0.0015709182
59,A3,8,5,0.3989299425,13,0D,0.40625,0.0073200575
59,B0,8,5,0.5337961967,17,11,0.53125,-0.0025461967
59,B1,8,5,-0.6644217133,-21,EB,-0.65625,0.0081717133
59,B2,8,5,0.2144949878,7,07,0.21875,0.0042550122
59,B3,8,5,0.4958513039,16,10,0.5,0.0041486961
59,C0,16,10,-0.7709342572,-789,FCEB,-0.7705078125,0.0004264447
60,A0,8,5,0.6386023486,20,14,0.625,-0.0136023486
60,A1,8,5,0.9294415461,30,1E,0.9375,0.0080584539
60,A2,8,5,-0.7838025007,-25,E7,-0.78125,0.0025525007
60,A3,8,5,-0.9486431490,-30,E2,-0.9375,0.011143149
60,B0,8,5,-0.3760855112,-12,F4,-0.375,0.0010855112
60,B1,8,5,0.3546945737,11,0B,0.34375,-0.0109445737
60,B2,8,5,0.9163456764,29,1D,0.90625,-0.0100956764
60,B3,8,5,-0.2066911170,-7,F9,-0.21875,-0.012058883
60,C0,16,10,0.4300294101,440,01B8,0.4296875,-0.0003419101
61,A0,8,5,-0.8480070443,-27,E5,-0.84375,0.0042570443
61,A1,8,5,0.3812288319,12,0C,0.375,-0.0062288319
61,A2,8,5,0.2544847912,8,08,0.25,-0.0044847912
61,A3,8,5,-0.7961973891,-25,E7,-0.78125,0.0149473891
61,B0,8,5,0.5449617699,17,11,0.53125,-0.0137117699
61,B1,8,5,0.7005864782,22,16,0.6875,-0.0130864782
61,B2,8,5,0.2008232296,6,06,0.1875,-0.0133232296
61,B3,8,5,-0.7578898699,-24,E8,-0.75,0.0078898699
61,C0,16,10,0.9676887030,991,03DF,0.9677734375,8.47345e-05
62,A0,8,5,0.5652706927,18,12,0.5625,-0.0027706927
62,A1,8,5,-0.3055924694,-10,F6,-0.3125,-0.0069075306
62,A2,8,5,-0.1432439735,-5,FB,-0.15625,-0.0130060265
62,A3,8,5,-0.2588582476,-8,F8,-0.25,0.0088582476
62,B0,8,5,0.0119215794,0,00,0,-0.0119215794
62,B1,8,5,-0.3175376503,-10,F6,-0.3125,0.0050376503
62,B2,8,5,0.6991512540,22,16,0.6875,-0.011651254
62,B3,8,5,0.6446618362,21,15,0.65625,0.0115881638
62,C0,16,10,-0.7889222587,-808,FCD8,-0.7890625,-0.0001402413
63,A0,8,5,0.9215751344,29,1D,0.90625,-0.0153251344
63,A1,8,5,0.2711702122,9,09,0.28125,0.0100797878
63,A2,8,5,0.6574146220,21,15,0.65625,-0.001164622
63,A3,8,5,0.4146172874,13,0D,0.40625,-0.0083672874
63,B0,8,5,-0.1290257100,-4,FC,-0.125,0.00402571
63,B1,8,5,0.4675906080,15,0F,0.46875,0.001159392
63,B2,8,5,0.9309474625,30,1E,0.9375,0.0065525375
63,B3,8,5,-0.4598352072,-15,F1,-0.46875,-0.0089147928
63,C0,16,10,0.6163984376,631,0277,0.6162109375,-0.0001875001
64,A0,8,5,0.0763458129,2,02,0.0625,-0.0138458129
64,A1,8,5,-0.0330049922,-1,FF,-0.03125,0.0017549922
64,A2,8,5,-0.1288510140,-4,FC,-0.125,0.003851014
64,A3,8,5,0.4620524286,15,0F,0.46875,0.0066975714
64,B0,8,5,-0.4632089239,-15,F1,-0.46875,-0.0055410761
64,B1,8,5,0.7034263200,23,17,0.71875,0.01532368
64,B2,8,5,0.6614620378,21,15,0.65625,-0.0052120378
64,B3,8,5,-0.8266742039,-26,E6,-0.8125,0.0141742039
64,C0,16,10,0.7632623680,782,030E,0.763671875,0.000409507
65,A0,8,5,-0.5122731216,-16,F0,-0.5,0.0122731216
65,A1,8,5,-0.0705830668,-2,FE,-0.0625,0.0080830668
65,A2,8,5,0.2206634085,7,07,0.21875,-0.0019134085
65,A3,8,5,-0.2420213917,-8,F8,-0.25,-0.0079786083
65,B0,8,5,-0.9426000045,-30,E2,-0.9375,0.0051000045
65,B1,8,5,0.7019056726,22,16,0.6875,-0.0144056726
65,B2,8,5,-0.6363202857,-20,EC,-0.625,0.0113202857
65,B3,8,5,-0.5757602996,-18,EE,-0.5625,0.0132602996
65,C0,16,10,0.5956647137,610,0262,0.595703125,3.84113e-05
66,A0,8,5,-0.3193223137,-10,F6,-0.3125,0.0068223137
66,A1,8,5,0.7606399595,24,18,0.75,-0.0106399595
66,A2,8,5,0.4023675007,13,0D,0.40625,0.0038824993
66,A3,8,5,-0.4474628485,-14,F2,-0.4375,0.0099628485
66,B0,8,5,-0.9796977711,-31,E1,-0.96875,0.0109477711
66,B1,8,5,0.8961251556,29,1D,0.90625,0.0101248444
66,B2,8,5,-0.8287740761,-27,E5,-0.84375,-0.0149759239
66,B3,8,5,0.4401493282,14,0E,0.4375,-0.0026493282
66,C0,16,10,-0.0228443063,-23,FFE9,-0.0224609375,0.0003833688
67,A0,8,5,0.5163293070,17,11,0.53125,0.014920693
67,A1,8,5,0.3812186789,12,0C,0.375,-0.0062186789
67,A2,8,5,0.2918057995,9,09,0.28125,-0.0105557995
67,A3,8,5,-0.0183573298,-1,FF,-0.03125,-0.0128926702
67,B0,8,5,0.5858657363,19,13,0.59375,0.0078842637
67,B1,8,5,-0.8138932989,-26,E6,-0.8125,0.0013932989
67,B2,8,5,-0.5568071991,-18,EE,-0.5625,-0.0056928009
67,B3,8,5,0.3835743106,12,0C,0.375,-0.0085743106
67,C0,16,10,-0.3875879397,-397,FE73,-0.3876953125,-0.0001073728
68,A0,8,5,0.1631111707,5,05,0.15625,-0.0068611707
68,A1,8,5,-0.0534790225,-2,FE,-0.0625,-0.0090209775
68,A2,8,5,0.0618438623,2,02,0.0625,0.0006561377
68,A3,8,5,-0.1489923746,-5,FB,-0.15625,-0.0072576254
68,B0,8,5,0.4918708734,16,10,0.5,0.0081291266
68,B1,8,5,-0.3384174056,-11,F5,-0.34375,-0.0053325944
68,B2,8,5,0.4057098844,13,0D,0.40625,0.0005401156
68,B3,8,5,-0.4581671460,-15,F1,-0.46875,-0.010582854
68,C0,16,10,-0.4971926476,-509,FE03,-0.4970703125,0.0001223351
69,A0,8,5,-0.7586882305,-24,E8,-0.75,0.0086882305
69,A1,8,5,-0.6148314131,-20,EC,-0.625,-0.0101685869
69,A2,8,5,-0.7608905175,-24,E8,-0.75,0.0108905175
69,A3,8,5,0.0717279308,2,02,0.0625,-0.0092279308
69,B0,8,5,0.5243792190,17,11,0.53125,0.006870781
69,B1,8,5,-0.6297003151,-20,EC,-0.625,0.0047003151
69,B2,8,5,-0.5672307202,-18,EE,-0.5625,0.0047307202
69,B3,8,5,-0.0316028256,-1,FF,-0.03125,0.0003528256
69,C0,16,10,0.4491700022,460,01CC,0.44921875,4.87478e-05
70,A0,8,5,0.9532140458,31,1F,0.96875,0.0155359542
70,A1,8,5,0.0492737382,2,02,0.0625,0.0132262618
70,A2,8,5,-0.4340025935,-14,F2,-0.4375,-0.0034974065
70,A3,8,5,-0.7989477838,-26,E6,-0.8125,-0.0135522162
70,B0,8,5,-0.6117648438,-20,EC,-0.625,-0.0132351562
70,B1,8,5,-0.5450336730,-17,EF,-0.53125,0.013783673
70,B2,8,5,-0.6411169126,-21,EB,-0.65625,-0.0151330874
70,B3,8,5,-0.9717032655,-31,E1,-0.96875,0.0029532655
70,C0,16,10,0.0682701785,70,0046,0.068359375,8.91965e-05
71,A0,8,5,-0.4513773464,-14,F2,-0.4375,0.0138773464
71,A1,8,5,0.9485898622,30,1E,0.9375,-0.0110898622
71,A2,8,5,0.1067179336,3,03,0.09375,-0.0129679336
71,A3,8,5,0.3948347858,13,0D,0.40625,0.0114152142
71,B0,8,5,-0.7474410141,-24,E8,-0.75,-0.0025589859
71,B1,8,5,0.7369223945,24,18,0.75,0.0130776055
71,B2,8,5,-0.0182426110,-1,FF,-0.03125,-0.013007389
71,B3,8,5,0.7454394700,24,18,0.75,0.00456053
71,C0,16,10,0.1481284393,152,0098,0.1484375,0.0003090607
72,A0,8,5,-0.0612061101,-2,FE,-0.0625,-0.0012938899
72,A1,8,5,-0.1190624037,-4,FC,-0.125,-0.0059375963
72,A2,8,5,-0.6312726592,-20,EC,-0.625,0.0062726592
72,A3,8,5,-0.8972465656,-29,E3,-0.90625,-0.0090034344
72,B0,8,5,0.8821271935,28,1C,0.875,-0.0071271935
72,B1,8,5,-0.0445416255,-1,FF,-0.03125,0.0132916255
72,B2,8,5,0.6442312906,21,15,0.65625,0.0120187094
72,B3,8,5,-0.1985851155,-6,FA,-0.1875,0.0110851155
72,C0,16,10,-0.8518356595,-872,FC98,-0.8515625,0.0002731595
73,A0,8,5,0.2588914139,8,08,0.25,-0.0088914139
73,A1,8,5,-0.8927818514,-29,E3,-0.90625,-0.0134681486
73,A2,8,5,-0.7016048311,-22,EA,-0.6875,0.0141048311
73,A3,8,5,0.1256791942,4,04,0.125,-0.0006791942
73,B0,8,5,-0.3923289763,-13,F3,-0.40625,-0.0139210237
73,B1,8,5,0.9878362454,32,20,1,0.0121637546
73,B2,8,5,-0.7630968756,-24,E8,-0.75,0.0130968756
73,B3,8,5,0.5288868907,17,11,0.53125,0.0023631093
73,C0,16,10,0.2126353025,218,00DA,0.212890625,0.0002553225
74,A0,8,5,0.5814816597,19,13,0.59375,0.0122683403
74,A1,8,5,-0.5486257259,-18,EE,-0.5625,-0.0138742741
74,A2,8,5,0.0451450703,1,01,0.03125,-0.0138950703
74,A3,8,5,-0.0989710702,-3,FD,-0.09375,0.0052210702
74,B0,8,5,-0.1145579920,-4,FC,-0.125,-0.010442008
74,B1,8,5,0.7203333317,23,17,0.71875,-0.0015833317
74,B2,8,5,0.9800625209,31,1F,0.96875,-0.0113125209
74,B3,8,5,-0.3892395114,-12,F4,-0.375,0.0142395114
74,C0,16,10,0.2420546421,248,00F8,0.2421875,0.0001328579
75,A0,8,5,0.2192618245,7,07,0.21875,-0.0005118245
75,A1,8,5,0.4801786110,15,0F,0.46875,-0.011428611
75,A2,8,5,0.8951804007,29,1D,0.90625,0.0110695993
75,A3,8,5,-0.5844241884,-19,ED,-0.59375,-0.0093258116
75,B0,8,5,-0.5779496094,-18,EE,-0.5625,0.0154496094
75,B1,8,5,0.3208562744,10,0A,0.3125,-0.0083562744
75,B2,8,5,-0.6858858132,-22,EA,-0.6875,-0.0016141868
75,B3,8,5,-0.6523729033,-21,EB,-0.65625,-0.0038770967
75,C0,16,10,-0.8498702622,-870,FC9A,-0.849609375,0.0002608872
76,A0,8,5,-0.9946485548,-32,E0,-1,-0.0053514452
76,A1,8,5,-0.0989925908,-3,FD,-0.09375,0.0052425908
76,A2,8,5,0.1876223902,6,06,0.1875,-0.0001223902
76,A3,8,5,-0.4174814219,-13,F3,-0.40625,0.0112314219
76,B0,8,5,-0.5370475309,-17,EF,-0.53125,0.0057975309
76,B1,8,5,0.4139116598,13,0D,0.40625,-0.0076616598
76,B2,8,5,0.4059751162,13,0D,0.40625,0.0002748838
76,B3,8,5,-0.0919373472,-3,FD,-0.09375,-0.0018126528
76,C0,16,10,0.3747698401,384,0180,0.375,0.0002301599
77,A0,8,5,0.8478220890,27,1B,0.84375,-0.004072089
77,A1,8,5,0.5756560533,18,12,0.5625,-0.0131560533
77,A2,8,5,0.2501160143,8,08,0.25,-0.0001160143
77,A3,8,5,0.3223660857,10,0A,0.3125,-0.0098660857
77,B0,8,5,0.8673369169,28,1C,0.875,0.0076630831
77,B1,8,5,-0.1497220678,-5,FB,-0.15625,-0.0065279322
77,B2,8,5,0.0891247574,3,03,0.09375,0.0046252426
77,B3,8,5,0.2952694468,9,09,0.28125,-0.0140194468
77,C0,16,10,0.8168228904,836,0344,0.81640625,-0.0004166404
78,A0,8,5,0.6532623193,21,15,0.65625,0.0029876807
78,A1,8,5,-0.8571803263,-27,E5,-0.84375,0.0134303263
78,A2,8,5,-0.6681544216,-21,EB,-0.65625,0.0119044216
78,A3,8,5,-0.3847763748,-12,F4,-0.375,0.0097763748
78,B0,8,5,0.4979154441,16,10,0.5,0.0020845559
78,B1,8,5,0.1384140986,4,04,0.125,-0.0134140986
78,B2,8,5,-0.4227788234,-14,F2,-0.4375,-0.0147211766
78,B3,8,5,-0.7512926837,-24,E8,-0.75,0.0012926837
78,C0,16,10,0.3773559824,386,0182,0.376953125,-0.0004028574
79,A0,8,5,0.3994673700,13,0D,0.40625,0.00678263
79,A1,8,5,0.8853524815,28,1C,0.875,-0.0103524815
79,A2,8,5,0.0009443542,0,00,0,-0.0009443542
79,A3,8,5,-0.0124095613,0,00,0,0.0124095613
79,B0,8,5,-0.8391162962,-27,E5,-0.84375,-0.0046337038
79,B1,8,5,-0.9202784316,-29,E3,-0.90625,0.0140284316
79,B2,8,5,-0.1359426717,-4,FC,-0.125,0.0109426717
79,B3,8,5,-0.3553568333,-11,F5,-0.34375,0.0116068333
79,C0,16,10,-0.4992641952,-511,FE01,-0.4990234375,0.0002407577
80,A0,8,5,-0.8173462267,-26,E6,-0.8125,0.0048462267
80,A1,8,5,0.9238222044,30,1E,0.9375,0.0136777956
80,A2,8,5,0.6719172278,22,16,0.6875,0.0155827722
80,A3,8,5,0.1503982184,5,05,0.15625,0.0058517816
80,B0,8,5,0.9015725556,29,1D,0.90625,0.0046774444
80,B1,8,5,0.9991448338,32,20,1,0.0008551662
80,B2,8,5,0.3445631686,11,0B,0.34375,-0.0008131686
80,B3,8,5,-0.4609779481,-15,F1,-0.46875,-0.0077720519
80,C0,16,10,-0.9195366537,-942,FC52,-0.919921875,-0.0003852213
81,A0,8,5,0.5125376608,16,10,0.5,-0.0125376608
81,A1,8,5,-0.0589983535,-2,FE,-0.0625,-0.0035016465
81,A2,8,5,0.3030189789,10,0A,0.3125,0.0094810211
81,A3,8,5,0.8321455759,27,1B,0.84375,0.0116044241
81,B0,8,5,-0.6370217056,-20,EC,-0.625,0.0120217056
81,B1,8,5,0.1706592506,5,05,0.15625,-0.0144092506
81,B2,8,5,0.2695694389,9,09,0.28125,0.0116805611
81,B3,8,5,-0.0165483956,-1,FF,-0.03125,-0.0147016044
81,C0,16,10,-0.8175151874,-837,FCBB,-0.8173828125,0.0001323749
82,A0,8,5,-0.3040778874,-10,F6,-0.3125,-0.0084221126
82,A1,8,5,-0.3333832127,-11,F5,-0.34375,-0.0103667873
82,A2,8,5,0.3402670190,11,0B,0.34375,0.003482981
82,A3,8,5,0.7154661888,23,17,0.71875,0.0032838112
82,B0,8,5,-0.3403926728,-11,F5,-0.34375,-0.0033573272
82,B1,8,5,0.3873473480,12,0C,0.375,-0.012347348
82,B2,8,5,-0.4235644093,-14,F2,-0.4375,-0.0139355907
82,B3,8,5,0.8903870791,28,1C,0.875,-0.0153870791
82,C0,16,10,0.6271320695,642,0282,0.626953125,-0.0001789445
83,A0,8,5,0.1001932179,3,03,0.09375,-0.0064432179
83,A1,8,5,-0.0903481828,-3,FD,-0.09375,-0.0034018172
83,A2,8,5,-0.3709656857,-12,F4,-0.375,-0.0040343143
83,A3,8,5,-0.3534524274,-11,F5,-0.34375,0.0097024274
83,B0,8,5,0.9403694536,30,1E,0.9375,-0.0028694536
83,B1,8,5,-0.1916498860,-6,FA,-0.1875,0.004149886
83,B2,8,5,0.0291925047,1,01,0.03125,0.0020574953
83,B3,8,5,0.9762384296,31,1F,0.96875,-0.0074884296
83,C0,16,10,0.3153207730,323,0143,0.3154296875,0.0001089145
84,A0,8,5,0.0851871887,3,03,0.09375,0.0085628113
84,A1,8,5,-0.1735048584,-6,FA,-0.1875,-0.0139951416
84,A2,8,5,-0.6248349172,-20,EC,-0.625,-0.0001650828
84,A3,8,5,-0.2764412817,-9,F7,-0.28125,-0.0048087183
84,B0,8,5,0.5128863081,16,10,0.5,-0.0128863081
84,B1,8,5,0.2508174843,8,08,0.25,-0.0008174843
84,B2,8,5,0.5199810721,17,11,0.53125,0.0112689279
84,B3,8,5,-0.5928835233,-19,ED,-0.59375,-0.0008664767
84,C0,16,10,0.0984392782,101,0065,0.0986328125,0.0001935343
85,A0,8,5,0.8553455217,27,1B,0.84375,-0.0115955217
85,A1,8,5,-0.1237678099,-4,FC,-0.125,-0.0012321901
85,A2,8,5,0.3965000582,13,0D,0.40625,0.0097499418
85,A3,8,5,-0.7571478333,-24,E8,-0.75,0.0071478333
85,B0,8,5,0.9462936316,30,1E,0.9375,-0.0087936316
85,B1,8,5,0.2177433342,7,07,0.21875,0.0010066658
85,B2,8,5,-0.5214050753,-17,EF,-0.53125,-0.0098449247
85,B3,8,5,-0.6832436724,-22,EA,-0.6875,-0.0042563276
85,C0,16,10,0.1016780140,104,0068,0.1015625,-0.000115514
86,A0,8,5,0.1045028181,3,03,0.09375,-0.0107528181
86,A1,8,5,-0.8135815974,-26,E6,-0.8125,0.0010815974
86,A2,8,5,0.9845142788,32,20,1,0.0154857212
86,A3,8,5,0.8258597570,26,1A,0.8125,-0.013359757
86,B0,8,5,-0.0771042116,-2,FE,-0.0625,0.0146042116
86,B1,8,5,-0.7650677018,-24,E8,-0.75,0.0150677018
86,B2,8,5,0.6642863475,21,15,0.65625,-0.0080363475
86,B3,8,5,-0.0032489906,0,00,0,0.0032489906
86,C0,16,10,0.4332066520,444,01BC,0.43359375,0.000387098
87,A0,8,5,0.0177440301,1,01,0.03125,0.0135059699
87,A1,8,5,-0.4531502066,-15,F1,-0.46875,-0.0155997934
87,A2,8,5,0.6694478912,21,15,0.65625,-0.0131978912
87,A3,8,5,0.9604892652,31,1F,0.96875,0.0082607348
87,B0,8,5,-0.5125381878,-16,F0,-0.5,0.0125381878
87,B1,8,5,0.1025301538,3,03,0.09375,-0.0087801538
87,B2,8,5,-0.2328279735,-7,F9,-0.21875,0.0140779735
87,B3,8,5,0.8437362999,27,1B,0.84375,1.37001e-05
87,C0,16,10,0.0164817832,17,0011,0.0166015625,0.0001197793
88,A0,8,5,0.7586525103,24,18,0.75,-0.0086525103
88,A1,8,5,0.7280538689,23,17,0.71875,-0.0093038689
88,A2,8,5,-0.4475051944,-14,F2,-0.4375,0.0100051944
88,A3,8,5,0.5800123640,19,13,0.59375,0.013737636
88,B0,8,5,-0.1701151529,-5,FB,-0.15625,0.0138651529
88,B1,8,5,0.8684967874,28,1C,0.875,0.0065032126
88,B2,8,5,0.0154753516,0,00,0,-0.0154753516
88,B3,8,5,0.6410989464,21,15,0.65625,0.0151510536
88,C0,16,10,-0.4343220334,-445,FE43,-0.4345703125,-0.0002482791
89,A0,8,5,-0.4028883005,-13,F3,-0.40625,-0.0033616995
89,A1,8,5,0.1738754448,6,06,0.1875,0.0136245552
89,A2,8,5,0.9978046665,32,20,1,0.0021953335
89,A3,8,5,-0.0207193067,-1,FF,-0.03125,-0.0105306933
